file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
_v146gunaxis__antler__702.json	BUILD	140	0	conveyor	9	16	153	25	14	18
_v146gunaxis__antler__702.json	DEATH	141	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	142	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	142	0	conveyor	9	15	130	18	14	18
_v146gunaxis__antler__702.json	BUILD	144	0	conveyor	8	15	125	13	14	18
_v146gunaxis__antler__702.json	BUILD	146	0	conveyor	8	14	104	8	14	18
_v146gunaxis__antler__702.json	DEATH	147	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	148	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	148	0	conveyor	8	13	85	5	14	18
_v146gunaxis__antler__702.json	DEATH	153	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	154	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	DEATH	159	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	160	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	163	0	sentinel	3	15	130	18	14	18
_v146gunaxis__antler__702.json	DEATH	165	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	166	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	DEATH	171	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	BUILD	172	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__702.json	DEATH	174	1	core	6	12	0	64	14	18
_v146gunaxis__antler__706.json	BUILD	0	0	builder_bot	6	6	4	36	14	18
_v146gunaxis__antler__706.json	BUILD	0	1	builder_bot	5	13	2	82	14	18
_v146gunaxis__antler__706.json	BUILD	1	0	builder_bot	5	6	5	37	14	18
_v146gunaxis__antler__706.json	BUILD	1	1	builder_bot	8	14	8	104	14	18
_v146gunaxis__antler__706.json	BUILD	2	0	builder_bot	8	4	4	68	14	18
_v146gunaxis__antler__706.json	BUILD	2	1	builder_bot	7	14	5	101	14	18
_v146gunaxis__antler__706.json	BUILD	3	0	builder_bot	5	6	5	37	14	18
_v146gunaxis__antler__706.json	BUILD	3	1	builder_bot	6	11	1	49	14	18
_v146gunaxis__antler__706.json	BUILD	3	1	harvester	7	15	10	122	14	18
_v146gunaxis__antler__706.json	BUILD	4	0	builder_bot	5	5	2	50	14	18
_v146gunaxis__antler__706.json	BUILD	4	1	builder_bot	6	14	4	100	14	18
_v146gunaxis__antler__706.json	BUILD	5	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	5	0	harvester	7	2	5	101	14	18
_v146gunaxis__antler__706.json	BUILD	5	1	conveyor	7	14	5	101	14	18
_v146gunaxis__antler__706.json	BUILD	5	1	sentinel	6	15	9	121	14	18
_v146gunaxis__antler__706.json	BUILD	6	0	harvester	3	7	18	34	14	18
_v146gunaxis__antler__706.json	BUILD	6	0	launcher	5	3	2	82	14	18
_v146gunaxis__antler__706.json	BUILD	6	1	launcher	5	14	5	101	14	18
_v146gunaxis__antler__706.json	BUILD	7	0	sentinel	6	8	16	16	14	18
_v146gunaxis__antler__706.json	BUILD	7	0	conveyor	7	3	2	82	14	18
_v146gunaxis__antler__706.json	BUILD	7	1	harvester	3	10	13	45	14	18
_v146gunaxis__antler__706.json	BUILD	8	0	harvester	5	1	10	122	14	18
_v146gunaxis__antler__706.json	BUILD	8	0	conveyor	4	7	13	29	14	18
_v146gunaxis__antler__706.json	DEATH	8	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	9	1	conveyor	4	10	8	40	14	18
_v146gunaxis__antler__706.json	BUILD	10	0	conveyor	6	1	9	121	14	18
_v146gunaxis__antler__706.json	BUILD	10	0	conveyor	4	6	8	40	14	18
_v146gunaxis__antler__706.json	BUILD	11	1	conveyor	4	11	5	53	14	18
_v146gunaxis__antler__706.json	BUILD	12	0	conveyor	6	2	4	100	14	18
_v146gunaxis__antler__706.json	BUILD	13	0	conveyor	5	6	5	37	14	18
_v146gunaxis__antler__706.json	BUILD	14	1	barrier	6	6	36	4	14	18
_v146gunaxis__antler__706.json	BUILD	14	0	conveyor	6	3	1	81	14	18
_v146gunaxis__antler__706.json	BUILD	15	1	barrier	5	5	50	2	14	18
_v146gunaxis__antler__706.json	BUILD	18	1	conveyor	5	11	2	50	14	18
_v146gunaxis__antler__706.json	BUILD	28	1	barrier	7	6	37	5	14	18
_v146gunaxis__antler__706.json	BUILD	31	1	barrier	8	5	53	5	14	18
_v146gunaxis__antler__706.json	BUILD	38	0	barrier	5	12	65	1	14	18
_v146gunaxis__antler__706.json	BUILD	40	1	sentinel	7	8	17	17	14	18
_v146gunaxis__antler__706.json	BUILD	43	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	47	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	48	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	56	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	60	0	harvester	9	0	25	153	14	18
_v146gunaxis__antler__706.json	BUILD	62	0	conveyor	8	0	20	148	14	18
_v146gunaxis__antler__706.json	BUILD	64	0	conveyor	8	1	13	125	14	18
_v146gunaxis__antler__706.json	BUILD	66	0	conveyor	8	2	8	104	14	18
_v146gunaxis__antler__706.json	BUILD	78	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	86	0	barrier	8	12	68	4	14	18
_v146gunaxis__antler__706.json	BUILD	94	0	barrier	7	11	50	2	14	18
_v146gunaxis__antler__706.json	DEATH	108	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	109	0	conveyor	8	3	5	85	14	18
_v146gunaxis__antler__706.json	BUILD	111	0	conveyor	8	4	4	68	14	18
_v146gunaxis__antler__706.json	BUILD	116	0	harvester	12	3	37	117	14	18
_v146gunaxis__antler__706.json	BUILD	118	0	conveyor	11	3	26	106	14	18
_v146gunaxis__antler__706.json	BUILD	122	0	conveyor	10	3	17	97	14	18
_v146gunaxis__antler__706.json	BUILD	123	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	124	0	conveyor	10	4	16	80	14	18
_v146gunaxis__antler__706.json	DEATH	132	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	133	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	138	0	gunner	9	6	13	45	14	18
_v146gunaxis__antler__706.json	DEATH	144	1	barrier	8	5	53	5	14	18
_v146gunaxis__antler__706.json	DEATH	155	1	builder_bot	8	6	40	8	14	18
_v146gunaxis__antler__706.json	DEATH	161	1	barrier	7	6	37	5	14	18
_v146gunaxis__antler__706.json	DEATH	168	1	sentinel	7	8	17	17	14	18
_v146gunaxis__antler__706.json	DEATH	172	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	175	1	barrier	6	6	36	4	14	18
_v146gunaxis__antler__706.json	BUILD	180	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	184	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	186	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	188	0	conveyor	10	5	17	65	14	18
_v146gunaxis__antler__706.json	BUILD	191	0	conveyor	10	6	20	52	14	18
_v146gunaxis__antler__706.json	BUILD	197	0	conveyor	8	6	8	40	14	18
_v146gunaxis__antler__706.json	BUILD	199	0	conveyor	7	6	5	37	14	18
_v146gunaxis__antler__706.json	BUILD	209	0	gunner	3	8	25	25	14	18
_v146gunaxis__antler__706.json	DEATH	212	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	217	1	builder_bot	5	8	17	17	14	18
_v146gunaxis__antler__706.json	BUILD	218	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	224	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	224	1	harvester	3	10	13	45	14	18
_v146gunaxis__antler__706.json	BUILD	228	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	242	0	harvester	12	2	40	136	14	18
_v146gunaxis__antler__706.json	BUILD	244	0	conveyor	11	2	29	125	14	18
_v146gunaxis__antler__706.json	BUILD	249	0	conveyor	10	7	25	41	14	18
_v146gunaxis__antler__706.json	BUILD	251	0	conveyor	9	7	18	34	14	18
_v146gunaxis__antler__706.json	DEATH	252	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	253	0	conveyor	8	7	13	29	14	18
_v146gunaxis__antler__706.json	BUILD	253	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	260	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	265	0	harvester	5	16	145	17	14	18
_v146gunaxis__antler__706.json	BUILD	267	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	272	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	273	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	300	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	301	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	304	0	sentinel	3	10	45	13	14	18
_v146gunaxis__antler__706.json	DEATH	320	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	323	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	360	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	BUILD	366	0	barrier	6	11	49	1	14	18
_v146gunaxis__antler__706.json	DEATH	400	1	core	6	12	0	64	14	18
_v146gunaxis__atoll__703.json	BUILD	0	0	builder_bot	1	14	1	313	18	18
_v146gunaxis__atoll__703.json	BUILD	0	1	builder_bot	15	1	2	338	18	18
_v146gunaxis__atoll__703.json	BUILD	1	0	builder_bot	3	16	5	317	18	18
_v146gunaxis__atoll__703.json	BUILD	1	1	builder_bot	15	4	5	269	18	18
_v146gunaxis__atoll__703.json	BUILD	2	0	builder_bot	2	16	4	340	18	18
_v146gunaxis__atoll__703.json	BUILD	2	1	builder_bot	14	4	4	244	18	18
_v146gunaxis__atoll__703.json	BUILD	3	0	builder_bot	1	16	5	365	18	18
_v146gunaxis__atoll__703.json	BUILD	3	1	builder_bot	13	4	5	221	18	18
_v146gunaxis__atoll__703.json	BUILD	4	0	builder_bot	4	14	4	244	18	18
_v146gunaxis__atoll__703.json	BUILD	4	1	builder_bot	16	2	4	340	18	18
_v146gunaxis__atoll__703.json	BUILD	4	0	harvester	1	17	10	394	18	18
_v146gunaxis__atoll__703.json	BUILD	5	0	builder_bot	1	16	5	365	18	18
_v146gunaxis__atoll__703.json	BUILD	5	0	launcher	4	13	5	221	18	18
_v146gunaxis__atoll__703.json	BUILD	6	1	harvester	16	0	8	392	18	18
_v146gunaxis__atoll__703.json	BUILD	7	1	builder_bot	16	2	4	340	18	18
_v146gunaxis__atoll__703.json	BUILD	7	1	launcher	17	1	10	394	18	18
_v146gunaxis__atoll__703.json	BUILD	8	0	harvester	5	16	13	277	18	18
_v146gunaxis__atoll__703.json	BUILD	9	1	harvester	12	1	5	269	18	18
_v146gunaxis__atoll__703.json	BUILD	9	1	conveyor	15	0	5	365	18	18
_v146gunaxis__atoll__703.json	BUILD	10	0	conveyor	4	16	8	296	18	18
_v146gunaxis__atoll__703.json	BUILD	11	1	conveyor	13	1	2	290	18	18
_v146gunaxis__atoll__703.json	BUILD	11	1	harvester	9	8	61	85	18	18
_v146gunaxis__atoll__703.json	BUILD	11	1	conveyor	15	1	2	338	18	18
_v146gunaxis__atoll__703.json	BUILD	13	1	conveyor	14	1	1	313	18	18
_v146gunaxis__atoll__703.json	BUILD	13	1	conveyor	10	8	52	100	18	18
_v146gunaxis__atoll__703.json	BUILD	14	0	conveyor	1	16	5	365	18	18
_v146gunaxis__atoll__703.json	BUILD	15	1	conveyor	11	8	45	117	18	18
_v146gunaxis__atoll__703.json	BUILD	16	0	conveyor	1	15	2	338	18	18
_v146gunaxis__atoll__703.json	BUILD	17	0	harvester	8	9	61	85	18	18
_v146gunaxis__atoll__703.json	BUILD	17	1	conveyor	12	8	40	136	18	18
_v146gunaxis__atoll__703.json	BUILD	19	0	conveyor	7	9	50	98	18	18
_v146gunaxis__atoll__703.json	BUILD	19	1	conveyor	13	8	37	157	18	18
_v146gunaxis__atoll__703.json	BUILD	21	0	conveyor	6	9	41	113	18	18
_v146gunaxis__atoll__703.json	BUILD	21	1	conveyor	14	8	36	180	18	18
_v146gunaxis__atoll__703.json	BUILD	23	0	barrier	13	3	242	2	18	18
_v146gunaxis__atoll__703.json	BUILD	23	0	conveyor	5	9	34	130	18	18
_v146gunaxis__atoll__703.json	BUILD	23	1	conveyor	14	7	25	193	18	18
_v146gunaxis__atoll__703.json	BUILD	24	0	barrier	14	4	244	4	18	18
_v146gunaxis__atoll__703.json	BUILD	25	1	barrier	2	13	265	1	18	18
_v146gunaxis__atoll__703.json	BUILD	25	0	conveyor	4	9	29	149	18	18
_v146gunaxis__atoll__703.json	BUILD	25	1	conveyor	14	6	16	208	18	18
_v146gunaxis__atoll__703.json	BUILD	25	0	gunner	4	14	4	244	18	18
_v146gunaxis__atoll__703.json	BUILD	26	1	sentinel	12	4	8	200	18	18
_v146gunaxis__atoll__703.json	BUILD	28	0	conveyor	3	9	26	170	18	18
_v146gunaxis__atoll__703.json	BUILD	28	1	conveyor	14	5	9	225	18	18
_v146gunaxis__atoll__703.json	BUILD	30	0	conveyor	3	10	17	185	18	18
_v146gunaxis__atoll__703.json	BUILD	32	1	barrier	1	14	313	1	18	18
_v146gunaxis__atoll__703.json	BUILD	32	0	conveyor	3	11	10	202	18	18
_v146gunaxis__atoll__703.json	BUILD	34	0	conveyor	3	12	5	221	18	18
_v146gunaxis__atoll__703.json	BUILD	37	0	conveyor	3	13	2	242	18	18
_v146gunaxis__atoll__703.json	BUILD	38	1	barrier	2	16	340	4	18	18
_v146gunaxis__atoll__703.json	BUILD	39	0	barrier	16	3	317	5	18	18
_v146gunaxis__atoll__703.json	BUILD	40	1	gunner	17	4	13	325	18	18
_v146gunaxis__atoll__703.json	BUILD	41	0	harvester	8	8	72	72	18	18
_v146gunaxis__atoll__703.json	BUILD	43	0	conveyor	7	8	61	85	18	18
_v146gunaxis__atoll__703.json	DEATH	51	0	builder_bot	16	4	296	8	18	18
_v146gunaxis__atoll__703.json	BUILD	53	0	barrier	15	4	269	5	18	18
_v146gunaxis__atoll__703.json	BUILD	53	0	gunner	0	15	5	365	18	18
_v146gunaxis__atoll__703.json	DEATH	57	0	barrier	16	3	317	5	18	18
_v146gunaxis__atoll__703.json	DEATH	58	0	builder_bot	13	5	202	10	18	18
_v146gunaxis__atoll__703.json	BUILD	61	1	harvester	9	9	74	74	18	18
_v146gunaxis__atoll__703.json	BUILD	61	0	barrier	13	2	265	1	18	18
_v146gunaxis__atoll__703.json	BUILD	63	1	conveyor	10	9	65	89	18	18
_v146gunaxis__atoll__703.json	DEATH	63	1	builder_bot	0	16	392	8	18	18
_v146gunaxis__atoll__703.json	DEATH	65	0	barrier	15	4	269	5	18	18
_v146gunaxis__atoll__703.json	DEATH	69	1	barrier	1	14	313	1	18	18
_v146gunaxis__atoll__703.json	BUILD	70	0	sentinel	14	0	340	4	18	18
_v146gunaxis__atoll__703.json	DEATH	70	0	barrier	14	4	244	4	18	18
_v146gunaxis__atoll__703.json	BUILD	71	1	conveyor	14	4	4	244	18	18
_v146gunaxis__atoll__703.json	BUILD	75	1	gunner	13	0	5	317	18	18
_v146gunaxis__atoll__703.json	DEATH	75	1	barrier	2	13	265	1	18	18
_v146gunaxis__atoll__703.json	DEATH	86	0	sentinel	14	0	340	4	18	18
_v146gunaxis__atoll__703.json	BUILD	88	1	sentinel	6	12	164	20	18	18
_v146gunaxis__atoll__703.json	BUILD	89	0	gunner	7	13	26	170	18	18
_v146gunaxis__atoll__703.json	DEATH	93	1	sentinel	6	12	164	20	18	18
_v146gunaxis__atoll__703.json	BUILD	96	1	gunner	14	0	4	340	18	18
_v146gunaxis__atoll__703.json	DEATH	99	0	builder_bot	17	5	306	18	18	18
_v146gunaxis__atoll__703.json	BUILD	103	0	gunner	6	13	17	185	18	18
_v146gunaxis__atoll__703.json	BUILD	106	1	sentinel	16	4	8	296	18	18
_v146gunaxis__atoll__703.json	BUILD	113	0	gunner	5	13	10	202	18	18
_v146gunaxis__atoll__703.json	BUILD	116	1	sentinel	13	4	5	221	18	18
_v146gunaxis__atoll__703.json	DEATH	116	1	builder_bot	6	12	164	20	18	18
_v146gunaxis__atoll__703.json	DEATH	123	1	builder_bot	6	12	164	20	18	18
_v146gunaxis__atoll__703.json	BUILD	125	1	sentinel	12	5	13	181	18	18
_v146gunaxis__atoll__703.json	BUILD	129	0	sentinel	5	14	9	225	18	18
_v146gunaxis__atoll__703.json	BUILD	133	0	conveyor	3	16	5	317	18	18
_v146gunaxis__atoll__703.json	BUILD	136	1	builder_bot	16	1	5	365	18	18
_v146gunaxis__atoll__703.json	BUILD	141	0	sentinel	5	15	10	250	18	18
_v146gunaxis__atoll__703.json	BUILD	146	1	builder_bot	16	1	5	365	18	18
_v146gunaxis__atoll__703.json	BUILD	150	0	sentinel	5	17	18	306	18	18
_v146gunaxis__atoll__703.json	BUILD	154	1	launcher	13	6	17	185	18	18
_v146gunaxis__atoll__703.json	DEATH	155	1	builder_bot	5	12	181	13	18	18
_v146gunaxis__atoll__703.json	BUILD	160	1	builder_bot	15	4	5	269	18	18
_v146gunaxis__atoll__703.json	BUILD	161	0	sentinel	6	12	20	164	18	18
_v146gunaxis__atoll__703.json	BUILD	176	1	builder_bot	16	3	5	317	18	18
_v146gunaxis__atoll__703.json	BUILD	176	0	launcher	3	5	82	130	18	18
_v146gunaxis__atoll__703.json	BUILD	184	0	builder_bot	1	15	2	338	18	18
_v146gunaxis__atoll__703.json	BUILD	186	1	builder_bot	16	3	5	317	18	18
_v146gunaxis__atoll__703.json	BUILD	192	0	launcher	10	10	80	80	18	18
