tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
antler_s305_A	antler	305	A	146	0	8	0	3	0.0	2	5	2	2	10	3	3	5	4	2	2	3	9	9	6	6	4	54	130	100	58	350	270	189	650	470	24	980	690	980	690	3	3	8	2	1	2	2	3	3	8	2	1	2	2	5	3	8	2	1	2	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	2	3	2	2	2	2	2	2	2	2	-1	-1	-1	-1	8	8	3	2	1.678	8	5	386	0.1269	0.0	5	0	5	5	5	0.625	0	7	1	0.143	1	1	33	17	5	4	32	0	36	3	9	3	2	16	9	14	6	1	sentinel	ours	1	9	2	3	8	5	137	0.938	0.966	268	3	9	137	0.938	8	5	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	63	0	131	11	12	53	36	0	0	142	464	464	0	146	Core destroyed
antler_s305_B	antler	305	B	332	1	9	0	3	0.0	2	5	2	2	10	2	2	6	4	2	2	3	4	4	6	10	4	24	100	120	18	240	270	80	440	400	121	1140	400	2450	580	2	2	4	2	1	2	2	2	2	4	2	1	2	2	2	2	4	2	1	2	2	4	2	4	3	1	2	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	2	2	0	1	2	2	0	1	3	3	0	2	8	8	3	0	2.548	9	9	1136	0.6611	0.0026	5	0	5	9	8	1.0	2	7	1	0.143	1	1	5	10	5	5	4	1	6	3	9	4	4	32	9	7	11	0	builder_attack	theirs	9	1	2	3	10	5	298	0.898	0.985	498	4	9	323	0.973	14	9	170	0	2	0	0	283	213	2	6	0	0	2	2	1	0.5	283	0	59	22	102	54	0	111	36	120	490	277	0	500	1	332	Core destroyed
antler_s306_A	antler	306	A	257	0	5	0	3	0.0	2	5	2	2	10	4	5	5	4	2	2	3	11	20	6	4	4	121	110	90	62	320	160	88	480	180	78	480	180	480	180	4	2	4	3	1	2	1	5	3	15	5	1	2	2	5	0	0	8	2	2	0	5	0	0	8	2	2	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	5	5	0	1	7	7	0	0	7	7	0	0	8	8	7	0	5.654	5	5	714	0.6429	0.0028	5	0	5	5	5	1.0	0	7	1	0.143	1	1	24	23	5	4	22	1	26	3	9	1	4	23	9	20	6	1	sentinel	ours	1	9	2	4	8	5	248	0.965	0.981	463	3	9	248	0.965	13	5	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	31	22	118	8	24	50	112	0	410	181	356	500	0	257	Core destroyed
antler_s306_B	antler	306	B	229	0	5	0	3	0.0	2	5	2	2	10	3	3	4	4	2	3	3	12	12	7	10	9	76	140	120	46	380	320	121	600	620	92	1090	1420	1220	1560	3	3	12	2	1	2	3	3	3	12	2	1	2	3	3	2	4	2	1	2	2	4	2	4	2	1	2	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	2	2	0	1	2	2	0	4	2	2	0	2	8	8	2	0	1.921	5	8	288	0.2188	0.0	5	0	5	5	5	1.0	0	7	1	0.143	1	1	10	20	5	4	9	1	12	3	9	3	7	13	9	5	11	0	builder_attack	theirs	9	1	2	5	10	5	219	0.956	0.978	421	3	9	216	0.943	3	5	78	0	2	0	0	204	98	2	6	1	0	1	2	1	0.5	204	0	95	31	68	13	33	90	36	0	364	-1	500	500	0	229	Core destroyed
antler_s307_A	antler	307	A	350	1	6	0	3	0.0	2	5	2	2	10	5	5	5	4	2	2	3	11	15	6	4	4	119	150	100	192	330	260	41	530	440	104	1030	700	1770	840	5	3	8	3	1	2	2	5	2	6	3	1	2	2	5	2	6	5	1	2	2	5	2	6	5	1	2	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	2	2	0	4	4	4	0	2	4	4	0	2	8	8	4	0	3.497	6	5	875	0.2354	0.0023	5	0	5	5	5	0.833	0	7	1	0.143	1	1	69	16	5	5	66	3	80	3	9	1	4	19	9	15	6	1	sentinel	ours	1	9	2	5	8	5	342	0.977	0.986	635	4	9	341	0.974	10	5	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	72	14	106	154	0	52	36	60	122	63	0	404	1	350	Core destroyed
antler_s307_B	antler	307	B	66	0	5	0	3	0.0	2	5	2	2	10	3	4	4	4	2	3	3	11	11	7	3	4	14	120	120	43	280	310	63	290	360	63	290	360	290	360	3	2	6	2	1	2	3	4	2	6	2	1	2	3	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	2	2	0	3	-1	-1	-1	-1	-1	-1	-1	-1	8	8	2	0	1.606	5	5	185	0.0649	0.0	5	0	5	5	5	1.0	0	7	1	0.143	1	1	15	10	5	5	13	1	30	3	9	3	2	3	9	3	11	0	builder_attack	theirs	9	1	2	5	10	5	56	0.848	0.924	129	4	9	57	0.864	1	5	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	28	0	0	9	0	7	36	0	0	-1	500	500	0	66	Core destroyed
antler_s308_A	antler	308	A	125	0	6	0	3	0.0	2	5	2	2	10	3	3	5	4	2	2	3	9	9	6	6	4	54	130	100	58	350	270	189	650	470	18	820	590	820	590	3	3	8	2	1	2	2	3	3	8	2	1	2	2	5	3	8	2	1	2	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	2	3	2	2	2	2	2	2	2	2	-1	-1	-1	-1	8	8	3	2	1.624	6	5	328	0.1402	0.0	5	0	5	5	5	0.833	0	7	1	0.143	1	1	26	18	5	4	25	0	29	3	9	3	2	15	9	14	6	1	sentinel	ours	1	9	2	3	8	5	116	0.928	0.96	232	3	9	116	0.928	8	5	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	51	0	109	15	12	53	36	0	0	115	442	446	0	125	Core destroyed
antler_s308_B	antler	308	B	117	0	5	0	3	0.0	2	5	2	2	10	2	5	5	4	2	2	3	4	17	4	6	5	34	120	120	33	320	270	103	620	460	75	720	500	720	500	2	2	4	2	1	2	2	5	3	14	2	1	2	3	5	3	14	2	1	2	3	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	2	2	0	3	2	2	0	3	-1	-1	-1	-1	8	8	3	0	1.752	5	5	355	0.3042	0.0197	5	0	5	5	5	1.0	0	7	1	0.143	1	1	20	9	5	5	14	5	14	2	8	3	5	16	8	11	10	0	builder_attack	theirs	9	1	2	4	9	5	98	0.838	0.949	139	2	8	109	0.932	6	5	39	0	1	0	0	44	44	1	2	1	0	0	1	1	1.0	44	0	29	40	26	15	0	34	50	0	0	107	446	450	0	117	Core destroyed
antler_s309_A	antler	309	A	125	0	6	0	3	0.0	2	5	2	2	10	3	3	5	4	2	2	3	9	9	6	6	4	54	130	100	58	350	270	189	650	470	18	820	590	820	590	3	3	8	2	1	2	2	3	3	8	2	1	2	2	5	3	8	2	1	2	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	2	3	2	2	2	2	2	2	2	2	-1	-1	-1	-1	8	8	3	2	1.624	6	5	328	0.1402	0.0	5	0	5	5	5	0.833	0	7	1	0.143	1	1	26	18	5	4	25	0	29	3	9	3	2	15	9	14	6	1	sentinel	ours	1	9	2	3	8	5	116	0.928	0.96	232	3	9	116	0.928	8	5	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	51	0	109	15	12	53	36	0	0	115	442	446	0	125	Core destroyed
antler_s309_B	antler	309	B	255	1	7	0	3	0.0	2	5	2	2	10	3	3	8	4	2	2	3	12	12	4	14	6	36	140	120	46	380	270	45	620	450	56	1610	730	2430	730	3	3	12	2	1	2	3	3	3	12	1	1	2	3	6	4	23	2	1	2	3	6	4	12	1	1	2	4	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	3	1	1	0	4	2	2	0	3	1	1	0	3	8	8	3	0	1.557	7	6	735	0.2435	0.0204	5	0	5	7	7	1.0	0	7	1	0.143	1	1	32	17	5	4	30	0	88	2	9	3	8	44	9	22	12	0	builder_attack	theirs	9	1	2	5	8	5	243	0.953	0.976	461	4	11	244	0.957	15	7	127	0	3	0	0	171	157	3	4	1	0	2	3	1	0.333	171	0	33	40	142	68	20	79	36	312	414	209	0	500	1	255	Core destroyed
antler_s310_A	antler	310	A	183	0	6	0	3	0.0	2	5	2	2	10	5	5	5	4	2	2	3	10	15	6	3	4	130	150	90	157	380	240	102	680	460	242	1280	880	1280	880	5	3	8	3	1	2	2	5	3	8	3	1	2	2	5	3	8	5	1	2	2	5	3	8	5	1	2	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	3	3	0	2	5	5	0	0	5	5	0	0	8	8	5	0	3.721	6	5	302	0.4305	0.0132	5	0	5	5	5	0.833	1	7	1	0.143	1	1	11	10	5	4	11	0	17	3	9	1	3	12	9	12	6	1	sentinel	ours	1	9	2	5	8	5	174	0.951	0.973	334	3	9	174	0.951	8	5	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	81	6	53	61	0	18	36	0	58	61	338	378	0	183	Core destroyed
antler_s310_B	antler	310	B	320	1	11	0	3	0.0	2	5	2	2	10	2	2	6	4	2	2	3	4	4	4	11	6	65	120	110	33	280	190	48	480	290	124	1190	370	2180	370	2	2	4	2	1	2	2	2	2	4	1	1	2	2	4	2	4	2	1	2	2	5	3	12	3	1	2	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	1	1	0	4	2	2	0	4	3	3	0	2	8	8	3	0	2.403	11	6	1176	0.3452	0.0034	5	0	5	10	9	0.909	0	7	1	0.143	1	1	64	23	5	4	32	12	51	2	9	4	9	32	9	12	10	1	builder_attack	theirs	7	4	2	3	10	5	238	0.744	0.984	401	3	10	310	0.969	14	10	52	0	2	0	0	156	57	2	4	0	0	2	1	2	1.0	156	0	45	21	117	50	9	69	36	324	436	205	0	500	1	320	Core destroyed
antler_s311_A	antler	311	A	496	1	11	0	3	0.0	2	5	2	2	10	3	5	6	4	2	2	3	9	12	6	12	4	24	150	100	0	330	230	18	530	290	120	1080	290	3290	290	3	3	8	3	1	2	2	5	2	5	5	1	2	1	5	2	5	7	1	2	1	5	2	5	7	1	2	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	5	5	0	2	7	7	0	0	7	7	0	0	8	8	7	0	3.74	11	6	1755	0.465	0.037	5	0	5	9	8	0.818	2	7	1	0.143	1	1	74	11	5	3	27	47	-60	3	9	2	3	41	9	16	6	1	sentinel	ours	1	9	2	4	8	5	487	0.982	0.99	691	3	9	487	0.982	10	9	143	0	3	0	0	246	156	3	6	0	0	3	2	2	0.667	246	0	14	111	147	129	61	38	36	302	500	242	0	500	1	496	Core destroyed
antler_s311_B	antler	311	B	527	0	10	0	3	0.0	2	5	2	2	10	4	5	10	4	2	2	3	12	14	4	22	9	24	140	120	35	330	270	70	600	440	131	1270	490	4730	1330	4	3	12	4	1	2	3	5	2	9	6	1	2	2	6	3	20	8	1	2	2	6	2	14	5	1	2	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	1	5	5	0	1	6	6	0	0	5	5	0	1	8	8	6	0	4.275	10	16	1817	0.4573	0.0088	5	0	5	9	9	0.9	0	7	1	0.143	1	1	25	13	5	4	25	0	32	2	9	2	11	63	9	31	11	0	builder_attack	theirs	9	1	2	4	8	5	518	0.983	0.991	1033	4	9	518	0.983	17	9	163	0	1	0	0	176	176	1	15	0	0	1	1	1	1.0	176	0	63	85	277	57	23	50	36	0	236	-1	500	500	0	527	Core destroyed
antler_s312_A	antler	312	A	337	1	7	0	3	0.0	2	5	2	2	10	4	4	5	4	2	2	3	11	17	6	4	4	73	110	90	130	260	190	145	460	310	90	960	560	1640	900	4	2	4	3	1	2	1	4	2	4	3	1	2	1	5	2	4	5	1	2	1	5	2	4	5	1	2	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	3	3	0	4	5	5	0	2	5	5	0	2	8	8	5	0	4.288	7	5	655	0.7542	0.0031	5	0	5	6	5	0.857	1	7	1	0.143	1	1	12	15	5	4	8	3	4	3	9	2	3	14	9	12	6	1	sentinel	ours	1	9	2	4	8	5	328	0.973	0.985	363	3	9	328	0.973	6	6	36	0	1	0	0	48	48	1	0	0	0	1	1	1	1.0	48	0	88	6	115	129	22	22	46	118	400	108	0	436	1	337	Core destroyed
antler_s312_B	antler	312	B	133	1	5	0	3	0.0	2	5	2	2	10	4	5	7	4	2	2	3	18	27	4	3	4	67	140	100	190	460	160	116	990	160	50	1230	160	1230	160	4	4	18	4	1	2	3	5	4	18	5	1	2	3	7	4	26	8	1	2	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	1	4	4	0	1	6	6	0	0	-1	-1	-1	-1	8	8	6	0	4.256	5	5	294	0.2143	0.0034	5	0	5	5	5	1.0	0	7	1	0.143	1	1	19	17	5	4	5	14	-2	2	9	1	3	33	9	32	11	0	builder_attack	theirs	9	1	2	4	8	5	124	0.932	0.962	260	3	9	124	0.932	15	5	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	4	22	56	50	0	47	36	468	500	61	0	0	1	133	Core destroyed
