tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
midgard_s2_B	midgard	2	B	OPP	Core destroyed	201	flagoff	504	0	-4	0	0	500		0.0	12	40	6	13	19	2	35	3	0		0		8	
midgard_s3_A	midgard	3	A	OPP	Titanium collected (tiebreak)	1000	flagoff	0	0	500	0	0	500			8	33	1	6	7	2	34	4	0		0		11	
midgard_s3_B	midgard	3	B	OPP	Core destroyed	215	flagoff	864	360	-4	0	0	500		0.4167	9	69	1	13	14	1	35	3	0		0		7	
nordkap_s1_A	nordkap	1	A	US	Core destroyed	164	flagoff	0	0	500	504	0	-4	0.0		3	13	0	1	1	1	13	2	2	65	3	5	10	
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	309	flagoff	504	0	-4	468	0	32	0.0	0.0	4	8	1	3	4	2	7	2	1	64	4	5	10	
nordkap_s2_A	nordkap	2	A	US	Core destroyed	120	flagoff	522	522	500	504	0	-4	0.0	1.0	2	5	0	1	1	0		1	1	64	2	5	13	
nordkap_s2_B	nordkap	2	B	OPP	Core destroyed	395	flagoff	558	54	-4	0	0	500		0.0968	12	53	2	2	4	4	348	4	0		6	5	17	
nordkap_s3_A	nordkap	3	A	US	Core destroyed	493	flagoff	54	54	500	504	0	-4	0.0	1.0	7	31	0	1	1	0		0	3	52	4	5	11	
nordkap_s3_B	nordkap	3	B	US	Core destroyed	129	flagoff	612	578	466	504	0	-4	0.0	0.9444	3	9	2	5	7	1	7	1	1	73	4	5	11	
yulerune_s1_A	yulerune	1	A	US	Titanium collected (tiebreak)	1000	flagoff	252	252	500	0	0	500		1.0	12	95	4	48	52	4	19	4	0		0		9	
yulerune_s1_B	yulerune	1	B	US	Core destroyed	325	flagoff	0	0	500	504	0	-4	0.0		11	37	6	6	12	1	19	1	1	232	0		10	
yulerune_s2_A	yulerune	2	A	US	Core destroyed	420	flagoff	648	648	500	1602	1096	-6	0.6841	1.0	7	26	5	7	12	3	19	4	2	300	0		11	
yulerune_s2_B	yulerune	2	B	US	Core destroyed	559	flagoff	0	0	500	504	0	-4	0.0		19	47	16	22	38	5	19	10	1	503	0		9	
yulerune_s3_A	yulerune	3	A	US	Core destroyed	273	flagoff	180	0	320	504	0	-4	0.0	0.0	8	50	0	5	5	1	19	1	1	180	0		10	
yulerune_s3_B	yulerune	3	B	OPP	Core destroyed	148	flagoff	504	0	-4	0	0	500		0.0	7	35	2	5	7	1	19	1	0		0		8	
atoll_s4_A	atoll	4	A	US	Core destroyed	273	flagoff	0	0	500	504	0	-4	0.0		4	15	0	4	4	2	204	2	1	217	4	7	11	
atoll_s4_B	atoll	4	B	US	Core destroyed	127	flagoff	594	500	406	504	0	-4	0.0	0.8418	3	12	0	1	1	0		0	1	66	4	7	14	
atoll_s5_A	atoll	5	A	US	Core destroyed	403	flagoff	1152	1152	500	774	270	-4	0.3488	1.0	3	13	0	3	3	0		1	1	200	2	7	54	
atoll_s5_B	atoll	5	B	OPP	Core destroyed	212	flagoff	504	0	-4	126	126	500	1.0	0.0	4	14	0	0	0	0		1	1	84	2	7	9	
atoll_s6_A	atoll	6	A	US	Core destroyed	289	flagoff	900	900	500	900	396	-4	0.44	1.0	4	14	0	1	1	0		0	1	182	3	7	27	
atoll_s6_B	atoll	6	B	US	Core destroyed	175	flagoff	1116	1114	498	504	0	-4	0.0	0.9982	3	13	0	0	0	0		0	1	118	3	7	27	
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	116	flagoff	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	60	2	13	14	
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	125	flagoff	0	0	500	756	252	-4	0.3333		3	14	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	430	flagoff	504	0	-4	0	0	500		0.0	9	128	0	0	0	0		2	0		7	13	12	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	140	flagoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	1	84	1	13	12	
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	89	flagoff	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	33	1	13	12	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	122	flagoff	0	0	500	738	232	-6	0.3144		3	14	0	0	0	0		0	1	40	1	13	12	
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	177	flagoff	0	0	500	504	0	-4	0.0		4	20	0	0	0	0		1	1	109	2	9	10	
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	123	flagoff	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	67	2	9	16	
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	111	flagoff	0	0	500	504	0	-4	0.0		4	20	0	0	0	0		0	1	55	2	9	11	
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	353	flagoff	0	0	500	1350	846	-4	0.6267		6	40	0	0	0	0		1	1	91	3	9	14	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	128	flagoff	0	0	500	504	0	-4	0.0		3	18	0	0	0	0		0	1	68	2	9	11	
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	237	flagoff	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	88	2	9	28	
midgard_s4_A	midgard	4	A	US	Core destroyed	337	flagoff	414	0	86	504	0	-4	0.0	0.0	8	47	2	16	18	2	43	3	1	244	0		10	
midgard_s4_B	midgard	4	B	OPP	Core destroyed	274	flagoff	504	0	-4	0	0	500		0.0	10	82	1	25	26	2	35	3	0		0		6	
midgard_s5_A	midgard	5	A	US	Core destroyed	705	flagoff	0	0	500	504	0	-4	0.0		8	46	1	7	8	3	34	3	1	556	0		27	
midgard_s5_B	midgard	5	B	OPP	Core destroyed	238	flagoff	504	0	-4	0	0	500		0.0	12	40	6	13	19	2	34	3	0		0		8	
midgard_s6_A	midgard	6	A	US	Core destroyed	231	flagoff	0	0	500	504	0	-4	0.0		8	32	2	8	10	1	44	4	2	187	0		9	
midgard_s6_B	midgard	6	B	OPP	Core destroyed	261	flagoff	504	0	-4	432	0	68	0.0	0.0	7	35	2	10	12	3	34	3	1	184	0		8	
nordkap_s4_A	nordkap	4	A	US	Core destroyed	185	flagoff	702	630	428	504	0	-4	0.0	0.8974	2	6	1	2	3	2	7	2	1	129	3	5	13	
nordkap_s4_B	nordkap	4	B	US	Core destroyed	173	flagoff	324	0	176	504	0	-4	0.0	0.0	4	15	0	5	5	2	7	2	1	72	4	5	10	
nordkap_s5_A	nordkap	5	A	OPP	Core destroyed	913	flagoff	774	264	-10	756	756	500	1.0	0.3411	16	68	1	1	2	1	548	3	1	55	5	5	37	
nordkap_s5_B	nordkap	5	B	US	Core destroyed	365	flagoff	0	0	500	504	0	-4	0.0		6	23	1	2	3	1	7	2	1	80	3	5	33	
nordkap_s6_A	nordkap	6	A	US	Core destroyed	333	flagoff	0	0	500	504	0	-4	0.0		3	9	0	1	1	2	75	3	2	289	5	5	16	
nordkap_s6_B	nordkap	6	B	US	Core destroyed	290	flagoff	0	0	500	504	0	-4	0.0		4	12	2	3	5	2	7	2	2	56	2	5	34	
yulerune_s4_A	yulerune	4	A	US	Core destroyed	218	flagoff	0	0	500	504	0	-4	0.0		4	21	1	7	8	1	19	1	1	162	0		9	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	369	flagoff	504	0	-4	0	0	500		0.0	6	34	1	12	13	2	20	4	0		0		9	
yulerune_s5_A	yulerune	5	A	US	Core destroyed	169	flagoff	0	0	500	504	0	-4	0.0		4	18	1	5	6	1	20	1	1	87	0		8	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	285	flagoff	504	0	-4	108	0	392	0.0	0.0	5	25	2	10	12	3	19	3	1	272	0		9	
yulerune_s6_A	yulerune	6	A	US	Core destroyed	193	flagoff	522	484	462	504	0	-4	0.0	0.9272	5	24	3	11	14	2	19	3	1	137	0		8	
yulerune_s6_B	yulerune	6	B	US	Core destroyed	417	flagoff	432	0	68	504	0	-4	0.0	0.0	9	28	8	10	18	2	19	2	2	256	0		9	
atoll_s7_A	atoll	7	A	US	Core destroyed	276	flagoff	0	0	500	1764	1264	0	0.7166		4	12	0	2	2	0		0	2	63	4	7	10	
atoll_s7_B	atoll	7	B	US	Core destroyed	120	flagoff	342	342	500	504	0	-4	0.0	1.0	3	12	0	2	2	0		0	1	64	3	7	18	
atoll_s8_A	atoll	8	A	OPP	Core destroyed	786	flagoff	3312	2800	-12	0	0	500		0.8454	6	13	4	5	9	2	17	4	0		2	7	4	
atoll_s8_B	atoll	8	B	OPP	Core destroyed	255	flagoff	558	54	-4	0	0	500		0.0968	3	12	0	1	1	0		1	0		3	7	47	
atoll_s9_A	atoll	9	A	OPP	Core destroyed	373	flagoff	504	0	-4	1170	1126	456	0.9624	0.0	4	15	0	3	3	0		1	1	68	4	7	5	
atoll_s9_B	atoll	9	B	OPP	Core destroyed	825	flagoff	504	0	-4	144	144	500	1.0	0.0	3	12	0	1	1	0		1	1	464	3	7	147	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	99	flagoff	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	43	1	13	14	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	98	flagoff	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	42	1	13	15	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	121	flagoff	0	0	500	756	248	-8	0.328		2	16	0	0	0	0		0	1	37	1	13	14	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	98	flagoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	42	1	13	12	
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	112	flagoff	0	0	500	684	176	-8	0.2573		3	17	0	0	0	0		0	1	36	2	13	11	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Titanium collected (tiebreak)	1000	flagoff	0	0	500	2538	2516	478	0.9913		8	81	0	0	0	0		0	1	40	3	13	24	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	115	flagoff	0	0	500	504	0	-4	0.0		2	10	0	0	0	0		0	1	59	2	9	10	
glacierkeep_s7_B	glacierkeep	7	B	OPP	Core destroyed	893	flagoff	504	0	-4	0	0	500		0.0	5	46	0	0	0	0		0	0		3	9	18	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	110	flagoff	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s8_B	glacierkeep	8	B	OPP	Core destroyed	789	flagoff	504	0	-4	0	0	500		0.0	8	73	0	0	0	0		0	0		2	9	7	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	143	flagoff	0	0	500	504	0	-4	0.0		3	20	0	0	0	0		0	2	63	2	9	11	
glacierkeep_s9_B	glacierkeep	9	B	US	Harvesters (tiebreak)	1000	flagoff	0	0	500	0	0	500			4	27	0	0	0	0		0	0		3	9	111	
midgard_s7_A	midgard	7	A	US	Core destroyed	297	flagoff	0	0	500	504	0	-4	0.0		7	23	2	6	8	1	37	2	2	120	0		9	
midgard_s7_B	midgard	7	B	US	Core destroyed	194	flagoff	558	540	482	504	0	-4	0.0	0.9677	7	26	5	7	12	2	38	3	1	138	0		9	
midgard_s8_A	midgard	8	A	US	Core destroyed	205	flagoff	0	0	500	504	0	-4	0.0		8	24	4	8	12	2	43	3	1	125	0		10	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	160	flagoff	504	0	-4	576	576	500	1.0	0.0	9	26	3	3	6	2	34	2	1	46	0		7	
midgard_s9_A	midgard	9	A	OPP	Core destroyed	167	flagoff	504	0	-4	684	650	466	0.9503	0.0	8	32	2	3	5	1	34	1	1	43	0		7	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	301	flagoff	504	0	-4	0	0	500		0.0	9	52	1	16	17	2	35	3	0		0		19	
nordkap_s7_A	nordkap	7	A	US	Titanium collected (tiebreak)	1000	flagoff	0	0	500	1332	1332	500	1.0		12	34	1	8	9	2	121	3	1	48	5	5	54	
nordkap_s7_B	nordkap	7	B	OPP	Core destroyed	433	flagoff	504	0	-4	90	0	410	0.0	0.0	3	5	1	1	2	2	7	2	1	45	3	5	11	
nordkap_s8_A	nordkap	8	A	US	Core destroyed	164	flagoff	0	0	500	504	0	-4	0.0		3	13	0	1	1	1	13	2	2	65	3	5	10	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	392	flagoff	0	0	500	864	360	-4	0.4167		13	48	4	7	11	1	9	1	1	296	2	5	13	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	156	flagoff	0	0	500	504	0	-4	0.0		3	8	0	1	1	0		1	1	84	2	5	18	
nordkap_s9_B	nordkap	9	B	OPP	Core destroyed	349	flagoff	504	0	-4	0	0	500		0.0	5	21	3	10	13	2	7	2	0		4	5	10	
yulerune_s7_A	yulerune	7	A	OPP	Core destroyed	174	flagoff	504	0	-4	0	0	500		0.0	7	37	1	5	6	1	19	1	0		0		9	
yulerune_s7_B	yulerune	7	B	US	Titanium collected (tiebreak)	1000	flagoff	0	0	500	0	0	500			9	43	0	5	5	1	19	4	0		0		9	
yulerune_s8_A	yulerune	8	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8406	8406	500	0	0	500		1.0	7	20	3	4	7	1	19	1	0		0		6	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	145	flagoff	504	0	-4	0	0	500		0.0	6	26	2	7	9	1	21	2	0		0		10	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	321	flagoff	1008	504	-4	0	0	500		0.5	10	67	1	10	11	1	19	3	0		0		7	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	395	flagoff	504	0	-4	0	0	500		0.0	14	67	5	16	21	1	19	1	0		0		11	
atoll_s10_A	atoll	10	A	OPP	Core destroyed	677	flagoff	3852	3348	-4	0	0	500		0.8692	5	17	0	0	0	0		3	0		5	7	4	
atoll_s10_B	atoll	10	B	US	Core destroyed	238	flagoff	0	0	500	828	328	0	0.3961		4	14	0	1	1	0		3	1	146	3	7	7	
atoll_s11_A	atoll	11	A	OPP	Core destroyed	419	flagoff	2916	2416	0	0	0	500		0.8285	4	14	0	0	0	0		2	0		2	7	3	
atoll_s11_B	atoll	11	B	US	Core destroyed	236	flagoff	0	0	500	846	336	-10	0.3972		4	16	0	2	2	0		0	3	142	6	7	9	
atoll_s12_A	atoll	12	A	US	Core destroyed	406	flagoff	0	0	500	2196	1692	-4	0.7705		4	14	0	8	8	3	345	8	2	172	7	7	25	
atoll_s12_B	atoll	12	B	US	Core destroyed	226	flagoff	90	90	500	504	0	-4	0.0	1.0	4	13	0	2	2	0		2	1	121	2	7	10	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	93	flagoff	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	37	1	13	13	
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	243	flagoff	0	0	500	504	0	-4	0.0		6	48	0	0	0	0		3	1	187	1	13	9	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	153	flagoff	0	0	500	504	0	-4	0.0		2	16	0	1	1	0		0	1	88	2	13	18	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Titanium collected (tiebreak)	1000	flagoff	0	0	500	3384	3268	384	0.9657		6	32	0	0	0	0		0	2	73	1	13	55	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	169	flagoff	0	0	500	504	0	-4	0.0		3	25	0	1	1	0		2	1	100	2	13	28	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Titanium collected (tiebreak)	1000	flagoff	0	0	500	3564	3564	500	1.0		4	13	0	0	0	0		0	2	40	2	13	75	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	173	flagoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	1	74	2	9	12	
glacierkeep_s10_B	glacierkeep	10	B	US	Harvesters (tiebreak)	1000	flagoff	0	0	500	90	20	430	0.2222		4	24	0	0	0	0		1	1	989	2	9	110	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	173	flagoff	0	0	500	504	0	-4	0.0		2	13	0	0	0	0		0	2	65	2	9	18	
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	237	flagoff	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	88	2	9	28	
glacierkeep_s12_A	glacierkeep	12	A	OPP	Core destroyed	347	flagoff	828	328	0	0	0	500		0.3961	11	78	0	0	0	0		0	0		3	9	12	
glacierkeep_s12_B	glacierkeep	12	B	US	Core destroyed	123	flagoff	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	67	2	9	16	
midgard_s10_A	midgard	10	A	US	Core destroyed	442	flagoff	0	0	500	504	0	-4	0.0		8	28	2	15	17	2	43	4	1	301	0		8	
midgard_s10_B	midgard	10	B	OPP	Core destroyed	949	flagoff	504	0	-4	0	0	500		0.0	12	53	5	8	13	1	35	4	0		0		12	
midgard_s11_A	midgard	11	A	US	Core destroyed	149	flagoff	288	288	500	918	412	-6	0.4488	1.0	7	27	3	5	8	2	34	2	1	47	0		8	
midgard_s11_B	midgard	11	B	OPP	Titanium collected (tiebreak)	1000	flagoff	0	0	500	0	0	500			8	41	4	27	31	3	41	4	0		0		145	
midgard_s12_A	midgard	12	A	US	Core destroyed	567	flagoff	0	0	500	504	0	-4	0.0		8	46	3	9	12	2	46	4	1	462	0		10	
midgard_s12_B	midgard	12	B	OPP	Core destroyed	275	flagoff	504	0	-4	846	802	456	0.948	0.0	9	30	3	3	6	1	34	1	1	41	0		19	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	382	flagoff	0	0	500	2700	2200	0	0.8148		4	10	2	4	6	1	342	1	2	96	2	5	21	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	168	flagoff	72	72	500	504	0	-4	0.0	1.0	9	34	0	5	5	1	9	1	1	112	3	5	11	
nordkap_s11_A	nordkap	11	A	US	Core destroyed	139	flagoff	90	90	500	504	0	-4	0.0	1.0	7	20	0	2	2	0		0	1	83	3	5	10	
nordkap_s11_B	nordkap	11	B	US	Core destroyed	129	flagoff	612	578	466	504	0	-4	0.0	0.9444	3	9	2	5	7	1	7	1	1	73	4	5	11	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	335	flagoff	0	0	500	1152	652	0	0.566		8	29	1	9	10	6	194	7	1	207	9	5	15	
nordkap_s12_B	nordkap	12	B	US	Core destroyed	161	flagoff	36	0	464	504	0	-4	0.0	0.0	5	21	0	3	3	2	7	2	1	61	4	5	8	
yulerune_s10_A	yulerune	10	A	US	Core destroyed	197	flagoff	1062	1044	482	504	0	-4	0.0	0.9831	4	17	1	6	7	1	19	1	1	132	0		8	
yulerune_s10_B	yulerune	10	B	OPP	Core destroyed	236	flagoff	504	0	-4	54	54	500	1.0	0.0	9	60	1	8	9	2	131	5	1	146	0		12	
yulerune_s11_A	yulerune	11	A	US	Core destroyed	458	flagoff	0	0	500	504	0	-4	0.0		9	46	3	11	14	1	19	3	2	415	0		13	
yulerune_s11_B	yulerune	11	B	US	Titanium collected (tiebreak)	1000	flagoff	0	0	500	0	0	500			9	34	4	3	7	1	19	2	0		0		10	
yulerune_s12_A	yulerune	12	A	OPP	Core destroyed	149	flagoff	504	0	-4	0	0	500		0.0	8	28	4	13	17	1	19	1	0		0		8	
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	306	flagoff	2124	1620	-4	0	0	500		0.7627	10	69	0	10	10	1	19	2	0		0		5	
atoll_s13_A	atoll	13	A	OPP	Core destroyed	190	flagoff	504	0	-4	0	0	500		0.0	4	17	0	2	2	1	17	2	0		2	7	1	
atoll_s13_B	atoll	13	B	US	Core destroyed	199	flagoff	648	404	256	1134	618	-16	0.545	0.6235	4	13	0	2	2	0		2	2	102	3	7	6	
atoll_s14_A	atoll	14	A	US	Core destroyed	245	flagoff	0	0	500	1026	514	-12	0.501		5	16	1	2	3	0		4	2	153	2	7	5	
atoll_s14_B	atoll	14	B	US	Core destroyed	339	flagoff	1206	1188	482	2682	2176	-6	0.8113	0.9851	3	11	0	3	3	0		0	2	60	2	7	11	
atoll_s15_A	atoll	15	A	OPP	Core destroyed	221	flagoff	882	380	-2	0	0	500		0.4308	4	13	0	0	0	0		1	0		5	7	8	
atoll_s15_B	atoll	15	B	US	Core destroyed	640	flagoff	0	0	500	504	0	-4	0.0		4	38	0	24	24	2	494	7	1	584	8	7	12	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Core destroyed	99	flagoff	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	43	1	13	14	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	101	flagoff	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s14_A	drakkarfjord	14	A	US	Core destroyed	106	flagoff	0	0	500	630	128	-2	0.2032		3	17	0	0	0	0		0	1	36	1	13	11	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	101	flagoff	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	153	flagoff	0	0	500	504	0	-4	0.0		2	16	0	1	1	0		0	1	88	2	13	18	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	122	flagoff	0	0	500	738	232	-6	0.3144		3	14	0	0	0	0		0	1	40	1	13	12	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	119	flagoff	0	0	500	504	0	-4	0.0		2	15	0	0	0	0		0	1	63	2	9	11	
glacierkeep_s13_B	glacierkeep	13	B	US	Core destroyed	123	flagoff	0	0	500	576	76	0	0.1319		3	22	0	0	0	0		0	1	59	2	9	15	
glacierkeep_s14_A	glacierkeep	14	A	US	Core destroyed	149	flagoff	0	0	500	504	4	0	0.0079		4	33	0	1	1	0		1	1	91	3	9	15	
glacierkeep_s14_B	glacierkeep	14	B	OPP	Titanium collected (tiebreak)	1000	flagoff	54	0	446	2700	2700	500	1.0	0.0	11	99	0	0	0	0		0	3	56	3	9	23	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	178	flagoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	2	67	2	9	13	
glacierkeep_s15_B	glacierkeep	15	B	OPP	Core destroyed	869	flagoff	504	0	-4	3276	2898	122	0.8846	0.0	6	38	0	0	0	0		0	1	92	3	9	14	
midgard_s13_A	midgard	13	A	OPP	Core destroyed	925	flagoff	504	0	-4	3168	2954	286	0.9324	0.0	7	34	3	6	9	2	34	2	1	48	0		22	
midgard_s13_B	midgard	13	B	US	Core destroyed	225	flagoff	0	0	500	864	364	0	0.4213		10	33	4	6	10	1	35	3	1	129	0		77	
midgard_s14_A	midgard	14	A	OPP	Core destroyed	320	flagoff	792	284	-8	0	0	500		0.3586	9	51	1	11	12	2	43	4	0		0		7	
midgard_s14_B	midgard	14	B	OPP	Core destroyed	213	flagoff	504	0	-4	0	0	500		0.0	13	23	8	4	12	1	35	4	0		0		9	
midgard_s15_A	midgard	15	A	OPP	Core destroyed	512	flagoff	504	0	-4	900	648	248	0.72	0.0	12	70	4	9	13	8	34	11	2	43	0		7	
midgard_s15_B	midgard	15	B	OPP	Core destroyed	742	flagoff	882	380	-2	0	0	500		0.4308	9	47	1	16	17	1	35	3	0		0		12	
