tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
nordkap_s1_A	nordkap	1	A	OPP	Titanium collected (tiebreak)	1000	pinceronly	954	926	472	720	720	500	1.0	0.9706	13	46	0	3	3	0		0	1	96	3	5	15	
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	161	pinceronly	504	0	-4	0	0	500		0.0	9	34	0	2	2	2	9	4	0		3	5	8	
nordkap_s2_A	nordkap	2	A	US	Core destroyed	148	pinceronly	0	0	500	576	68	-8	0.1181		4	15	0	1	1	0		0	1	84	2	5	27	
nordkap_s2_B	nordkap	2	B	US	Core destroyed	321	pinceronly	684	270	86	504	0	-4	0.0	0.3947	7	30	1	8	9	1	8	1	1	216	2	5	10	
nordkap_s3_A	nordkap	3	A	OPP	Core destroyed	454	pinceronly	504	0	-4	180	180	500	1.0	0.0	12	48	0	2	2	0		0	1	84	3	5	20	
nordkap_s3_B	nordkap	3	B	OPP	Titanium collected (tiebreak)	1000	pinceronly	2556	2556	500	0	0	500		1.0	7	30	2	6	8	3	7	4	0		4	5	10	
yulerune_s1_A	yulerune	1	A	OPP	Core destroyed	148	pinceronly	504	4	0	0	0	500		0.0079	7	36	2	4	6	1	19	1	0		0		8	
yulerune_s1_B	yulerune	1	B	OPP	Core destroyed	277	pinceronly	504	0	-4	0	0	500		0.0	5	30	2	11	13	1	19	1	0		0		11	
yulerune_s2_A	yulerune	2	A	US	Core destroyed	259	pinceronly	90	0	410	504	0	-4	0.0	0.0	6	24	4	8	12	3	19	3	1	203	0		11	
yulerune_s2_B	yulerune	2	B	US	Core destroyed	256	pinceronly	0	0	500	504	0	-4	0.0		4	21	0	4	4	1	19	3	1	200	0		17	
yulerune_s3_A	yulerune	3	A	US	Core destroyed	407	pinceronly	648	634	486	504	0	-4	0.0	0.9784	8	51	1	10	11	2	19	2	1	351	0		8	
yulerune_s3_B	yulerune	3	B	OPP	Core destroyed	383	pinceronly	792	288	-4	0	0	500		0.3636	16	80	6	13	19	1	19	1	0		0		10	
atoll_s4_A	atoll	4	A	OPP	Core destroyed	373	pinceronly	504	0	-4	1170	1126	456	0.9624	0.0	4	15	0	3	3	0		1	1	68	4	7	5	
atoll_s4_B	atoll	4	B	OPP	Core destroyed	492	pinceronly	4284	3784	0	0	0	500		0.8833	3	12	0	1	1	0		0	0		2	7	7	
atoll_s5_A	atoll	5	A	OPP	Core destroyed	268	pinceronly	504	0	-4	0	0	500		0.0	5	16	0	0	0	0		2	0		3	7	6	
atoll_s5_B	atoll	5	B	US	Core destroyed	193	pinceronly	1278	1258	480	864	364	0	0.4213	0.9844	3	15	0	1	1	0		0	1	92	2	7	9	
atoll_s6_A	atoll	6	A	OPP	Core destroyed	157	pinceronly	504	0	-4	0	0	500		0.0	4	17	0	2	2	1	17	2	0		3	7	2	
atoll_s6_B	atoll	6	B	OPP	Core destroyed	453	pinceronly	504	0	-4	0	0	500		0.0	5	16	0	1	1	1	451	4	0		5	7	8	
drakkarfjord_s4_A	drakkarfjord	4	A	OPP	Core destroyed	283	pinceronly	504	0	-4	72	72	500	1.0	0.0	10	117	0	0	0	0		1	1	81	1	13	18	
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	101	pinceronly	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	112	pinceronly	0	0	500	684	176	-8	0.2573		3	17	0	0	0	0		0	1	36	2	13	11	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	3168	3168	500	1.0		3	9	0	0	0	0		0	2	76	1	13	83	
drakkarfjord_s6_A	drakkarfjord	6	A	OPP	Core destroyed	709	pinceronly	504	0	-4	0	0	500		0.0	10	146	0	1	1	0		3	0		4	13	12	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	96	pinceronly	0	0	500	504	0	-4	0.0		3	14	0	0	0	0		0	1	40	1	13	13	
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	164	pinceronly	0	0	500	504	0	-4	0.0		4	29	0	0	0	0		1	1	88	2	9	11	
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	337	pinceronly	0	0	500	504	0	-4	0.0		2	18	0	0	0	0		2	1	152	3	9	39	
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	110	pinceronly	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	217	pinceronly	0	0	500	504	0	-4	0.0		3	14	0	0	0	0		0	1	68	2	9	26	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	115	pinceronly	0	0	500	504	0	-4	0.0		2	10	0	0	0	0		0	1	59	2	9	10	
glacierkeep_s6_B	glacierkeep	6	B	OPP	Titanium collected (tiebreak)	1000	pinceronly	54	54	500	2106	2106	500	1.0	1.0	15	145	0	0	0	0		0	2	61	3	9	17	
midgard_s4_A	midgard	4	A	US	Core destroyed	165	pinceronly	630	594	464	504	0	-4	0.0	0.9429	7	18	5	9	14	2	39	4	1	108	0		9	
midgard_s4_B	midgard	4	B	US	Core destroyed	284	pinceronly	0	0	500	504	0	-4	0.0		7	30	1	6	7	2	34	4	1	228	0		8	
midgard_s5_A	midgard	5	A	OPP	Core destroyed	299	pinceronly	540	36	-4	648	648	500	1.0	0.0667	13	40	6	8	14	1	34	3	1	47	0		5	
midgard_s5_B	midgard	5	B	OPP	Core destroyed	493	pinceronly	504	0	-4	0	0	500		0.0	8	28	2	8	10	1	35	3	0		0		11	
midgard_s6_A	midgard	6	A	US	Core destroyed	157	pinceronly	342	144	302	864	360	-4	0.4167	0.4211	7	27	1	6	7	1	44	2	1	60	0		6	
midgard_s6_B	midgard	6	B	OPP	Core destroyed	219	pinceronly	504	0	-4	954	944	490	0.9895	0.0	8	18	4	2	6	1	35	2	1	45	0		5	
nordkap_s4_A	nordkap	4	A	US	Core destroyed	327	pinceronly	162	162	500	900	396	-4	0.44	1.0	2	6	0	1	1	0		3	1	55	4	5	38	
nordkap_s4_B	nordkap	4	B	US	Core destroyed	161	pinceronly	36	0	464	504	0	-4	0.0	0.0	5	21	0	3	3	2	7	2	1	61	4	5	8	
nordkap_s5_A	nordkap	5	A	US	Core destroyed	135	pinceronly	720	710	490	504	0	-4	0.0	0.9861	2	6	0	2	2	0		0	1	57	3	5	10	
nordkap_s5_B	nordkap	5	B	US	Core destroyed	141	pinceronly	414	36	122	504	0	-4	0.0	0.087	3	5	1	1	2	1	9	1	1	44	3	5	11	
nordkap_s6_A	nordkap	6	A	OPP	Titanium collected (tiebreak)	1000	pinceronly	1188	1188	500	936	936	500	1.0	1.0	17	75	0	4	4	0		1	2	92	2	5	26	
nordkap_s6_B	nordkap	6	B	US	Core destroyed	125	pinceronly	468	306	338	504	0	-4	0.0	0.6538	2	6	1	2	3	1	7	1	1	60	3	5	11	
yulerune_s4_A	yulerune	4	A	US	Core destroyed	295	pinceronly	486	486	500	504	0	-4	0.0	1.0	4	15	2	6	8	2	19	4	1	239	0		10	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	606	pinceronly	882	380	-2	0	0	500		0.4308	11	55	5	8	13	1	19	5	0		0		11	
yulerune_s5_A	yulerune	5	A	US	Core destroyed	347	pinceronly	0	0	500	504	0	-4	0.0		11	47	6	8	14	3	19	5	1	291	1	208	12	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	140	pinceronly	504	0	-4	0	0	500		0.0	9	39	5	9	14	1	19	1	0		0		8	
yulerune_s6_A	yulerune	6	A	OPP	Core destroyed	153	pinceronly	504	0	-4	0	0	500		0.0	8	29	4	12	16	1	19	1	0		0		7	
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	137	pinceronly	504	0	-4	0	0	500		0.0	9	37	3	6	9	1	19	1	0		0		6	
atoll_s7_A	atoll	7	A	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	7488	7266	278	0.9704		4	8	0	3	3	0		1	2	72	2	7	5	
atoll_s7_B	atoll	7	B	OPP	Core destroyed	413	pinceronly	2880	2378	-2	2052	2036	484	0.9922	0.8257	3	11	0	1	1	0		0	2	60	2	7	7	
atoll_s8_A	atoll	8	A	US	Core destroyed	289	pinceronly	900	900	500	900	396	-4	0.44	1.0	4	14	0	1	1	0		0	1	182	3	7	27	
atoll_s8_B	atoll	8	B	US	Core destroyed	480	pinceronly	0	0	500	2124	1616	-8	0.7608		5	17	0	1	1	0		3	1	220	8	7	12	
atoll_s9_A	atoll	9	A	US	Core destroyed	364	pinceronly	1026	1026	500	1368	864	-4	0.6316	1.0	4	15	0	6	6	1	108	1	1	212	3	7	15	
atoll_s9_B	atoll	9	B	US	Core destroyed	162	pinceronly	1098	926	328	504	0	-4	0.0	0.8434	3	12	0	1	1	0		0	1	106	3	7	7	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	115	pinceronly	0	0	500	738	236	-2	0.3198		2	16	0	0	0	0		0	1	33	1	13	12	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	101	pinceronly	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	99	pinceronly	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	43	1	13	14	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	147	pinceronly	0	0	500	810	308	-2	0.3802		3	18	0	0	0	0		0	1	57	2	13	12	
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	116	pinceronly	0	0	500	504	4	0	0.0079		2	18	0	1	1	0		0	1	60	2	13	16	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	101	pinceronly	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	157	pinceronly	0	0	500	504	0	-4	0.0		4	38	0	1	1	0		1	1	101	3	9	10	
glacierkeep_s7_B	glacierkeep	7	B	US	Harvesters (tiebreak)	1000	pinceronly	0	0	500	1008	1008	500	1.0		6	26	0	0	0	0		0	1	92	4	9	87	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	177	pinceronly	0	0	500	504	0	-4	0.0		3	26	0	0	0	0		0	1	63	2	9	11	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	253	pinceronly	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	92	2	9	30	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	205	pinceronly	0	0	500	504	0	-4	0.0		4	20	0	0	0	0		2	1	88	2	9	11	
glacierkeep_s9_B	glacierkeep	9	B	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	54	54	500	1.0		10	77	0	0	0	0		2	1	140	2	9	14	
midgard_s7_A	midgard	7	A	OPP	Core destroyed	306	pinceronly	504	0	-4	522	522	500	1.0	0.0	10	59	1	11	12	1	34	2	1	45	0		14	
midgard_s7_B	midgard	7	B	OPP	Core destroyed	365	pinceronly	504	0	-4	0	0	500		0.0	10	55	3	19	22	2	35	4	0		0		18	
midgard_s8_A	midgard	8	A	OPP	Core destroyed	204	pinceronly	504	0	-4	990	990	500	1.0	0.0	7	42	1	5	6	1	42	2	1	49	0		1	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	293	pinceronly	504	0	-4	0	0	500		0.0	11	27	8	12	20	2	39	3	0		0		8	
midgard_s9_A	midgard	9	A	OPP	Core destroyed	231	pinceronly	504	0	-4	0	0	500		0.0	11	67	2	22	24	3	36	4	0		0		6	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	337	pinceronly	504	0	-4	0	0	500		0.0	11	24	5	4	9	3	34	3	0		0		7	
nordkap_s7_A	nordkap	7	A	US	Titanium collected (tiebreak)	1000	pinceronly	1926	1926	500	2736	2736	500	1.0	1.0	4	7	0	1	1	0		0	2	64	3	5	12	
nordkap_s7_B	nordkap	7	B	OPP	Core destroyed	309	pinceronly	504	0	-4	468	0	32	0.0	0.0	4	8	1	3	4	2	7	2	1	64	4	5	10	
nordkap_s8_A	nordkap	8	A	US	Core destroyed	625	pinceronly	0	0	500	1512	1008	-4	0.6667		2	6	0	1	1	1	209	1	1	81	4	5	118	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	241	pinceronly	0	0	500	504	0	-4	0.0		3	8	0	4	4	2	7	2	2	53	3	5	25	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	433	pinceronly	0	0	500	504	0	-4	0.0		2	5	0	1	1	1	144	1	1	248	3	5	57	
nordkap_s9_B	nordkap	9	B	OPP	Core destroyed	326	pinceronly	666	160	-6	0	0	500		0.2402	19	75	7	12	19	2	9	3	0		3	5	7	
yulerune_s7_A	yulerune	7	A	OPP	Titanium collected (tiebreak)	1000	pinceronly	990	990	500	0	0	500		1.0	9	82	1	14	15	1	19	2	0		0		11	
yulerune_s7_B	yulerune	7	B	OPP	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	0	0	500			8	29	3	12	15	1	19	2	0		0		139	
yulerune_s8_A	yulerune	8	A	OPP	Core destroyed	212	pinceronly	504	0	-4	0	0	500		0.0	12	55	4	9	13	1	19	1	0		0		8	
yulerune_s8_B	yulerune	8	B	US	Core destroyed	281	pinceronly	1206	932	226	504	0	-4	0.0	0.7728	5	24	3	5	8	2	19	2	1	124	0		9	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	325	pinceronly	504	0	-4	450	0	50	0.0	0.0	7	38	3	8	11	1	19	2	1	244	0		11	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	313	pinceronly	504	0	-4	0	0	500		0.0	9	49	4	13	17	1	19	1	0		0		8	
atoll_s10_A	atoll	10	A	US	Core destroyed	424	pinceronly	1044	1044	500	504	0	-4	0.0	1.0	5	16	0	0	0	0		3	1	368	5	7	23	
atoll_s10_B	atoll	10	B	US	Core destroyed	346	pinceronly	2610	2600	490	2448	1948	0	0.7958	0.9962	5	17	0	1	1	0		1	1	74	4	7	14	
atoll_s11_A	atoll	11	A	US	Core destroyed	116	pinceronly	0	0	500	504	0	-4	0.0		4	12	0	2	2	0		0	1	60	5	7	8	
atoll_s11_B	atoll	11	B	US	Core destroyed	111	pinceronly	954	936	482	504	0	-4	0.0	0.9811	3	12	0	1	1	0		0	1	55	3	7	8	
atoll_s12_A	atoll	12	A	OPP	Core destroyed	463	pinceronly	504	0	-4	0	0	500		0.0	3	12	0	3	3	1	172	2	0		2	7	6	
atoll_s12_B	atoll	12	B	OPP	Core destroyed	318	pinceronly	864	356	-8	0	0	500		0.412	4	14	0	1	1	0		1	0		3	7	7	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	116	pinceronly	0	0	500	504	0	-4	0.0		3	21	0	0	0	0		0	1	60	2	13	14	
drakkarfjord_s10_B	drakkarfjord	10	B	OPP	Core destroyed	521	pinceronly	504	0	-4	2160	1820	160	0.8426	0.0	4	20	0	0	0	0		0	1	60	2	13	10	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	90	pinceronly	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	34	1	13	10	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	98	pinceronly	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	42	1	13	12	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	88	pinceronly	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	32	1	13	13	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	125	pinceronly	0	0	500	756	252	-4	0.3333		3	14	0	0	0	0		0	1	41	1	13	12	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	114	pinceronly	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	55	2	9	11	
glacierkeep_s10_B	glacierkeep	10	B	OPP	Titanium collected (tiebreak)	1000	pinceronly	126	0	374	2700	2700	500	1.0	0.0	11	99	0	0	0	0		1	3	56	3	9	23	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	128	pinceronly	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		1	1	67	2	9	11	
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	445	pinceronly	0	0	500	504	0	-4	0.0		7	61	0	1	1	0		0	1	336	3	9	18	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	108	pinceronly	0	0	500	504	0	-4	0.0		4	26	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s12_B	glacierkeep	12	B	OPP	Core destroyed	769	pinceronly	504	0	-4	0	0	500		0.0	7	67	0	0	0	0		0	0		2	9	7	
midgard_s10_A	midgard	10	A	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	0	0	500			8	25	3	10	13	2	43	3	0		0		10	
midgard_s10_B	midgard	10	B	OPP	Titanium collected (tiebreak)	1000	pinceronly	414	0	86	594	576	482	0.9697	0.0	10	51	3	6	9	3	35	4	1	848	0		69	
midgard_s11_A	midgard	11	A	US	Core destroyed	203	pinceronly	0	0	500	504	0	-4	0.0		8	35	2	8	10	1	42	2	2	160	0		10	
midgard_s11_B	midgard	11	B	OPP	Core destroyed	357	pinceronly	504	0	-4	684	662	478	0.9678	0.0	12	74	1	9	10	2	34	2	1	41	0		34	
midgard_s12_A	midgard	12	A	OPP	Core destroyed	325	pinceronly	810	304	-6	0	0	500		0.3753	9	51	1	11	12	2	43	4	0		0		7	
midgard_s12_B	midgard	12	B	OPP	Core destroyed	333	pinceronly	504	0	-4	0	0	500		0.0	7	40	5	11	16	3	37	5	0		0		9	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	138	pinceronly	486	476	490	504	0	-4	0.0	0.9794	2	5	0	1	1	0		0	1	45	3	5	13	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	373	pinceronly	1674	1442	268	504	0	-4	0.0	0.8614	3	9	2	5	7	1	7	1	1	317	4	5	11	
nordkap_s11_A	nordkap	11	A	OPP	Core destroyed	905	pinceronly	504	0	-4	936	936	500	1.0	0.0	12	53	0	8	8	1	464	2	1	80	3	5	15	
nordkap_s11_B	nordkap	11	B	US	Core destroyed	150	pinceronly	0	0	500	504	0	-4	0.0		3	8	1	2	3	3	7	4	1	94	4	5	14	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	129	pinceronly	594	576	482	504	0	-4	0.0	0.9697	2	5	0	1	1	0		0	1	56	3	5	14	
nordkap_s12_B	nordkap	12	B	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	252	252	500	1.0		10	148	9	131	140	10	9	10	2	44	3	5	11	
yulerune_s10_A	yulerune	10	A	OPP	Core destroyed	409	pinceronly	504	0	-4	0	0	500		0.0	7	27	4	10	14	2	19	2	0		0		13	
yulerune_s10_B	yulerune	10	B	OPP	Core destroyed	353	pinceronly	504	0	-4	252	0	248	0.0	0.0	6	34	3	17	20	2	19	2	1	316	0		9	
yulerune_s11_A	yulerune	11	A	OPP	Core destroyed	145	pinceronly	504	0	-4	0	0	500		0.0	8	26	3	7	10	1	19	1	0		0		11	
yulerune_s11_B	yulerune	11	B	US	Core destroyed	227	pinceronly	0	0	500	504	0	-4	0.0		3	13	0	6	6	3	20	3	1	171	0		11	
yulerune_s12_A	yulerune	12	A	US	Core destroyed	540	pinceronly	0	0	500	900	384	-16	0.4267		7	63	1	29	30	4	20	7	2	480	0		12	
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	312	pinceronly	504	0	-4	0	0	500		0.0	14	67	4	14	18	1	19	1	0		0		7	
atoll_s13_A	atoll	13	A	OPP	Core destroyed	268	pinceronly	504	0	-4	0	0	500		0.0	4	14	0	0	0	0		0	0		3	7	5	
atoll_s13_B	atoll	13	B	US	Core destroyed	191	pinceronly	1026	1002	476	504	0	-4	0.0	0.9766	3	12	0	1	1	0		0	1	62	3	7	9	
atoll_s14_A	atoll	14	A	OPP	Core destroyed	137	pinceronly	504	0	-4	522	208	186	0.3985	0.0	4	16	0	0	0	0		0	1	68	3	7	3	
atoll_s14_B	atoll	14	B	OPP	Titanium collected (tiebreak)	1000	pinceronly	396	396	500	0	0	500		1.0	7	33	3	20	23	1	398	5	0		3	7	9	
atoll_s15_A	atoll	15	A	OPP	Core destroyed	221	pinceronly	882	380	-2	0	0	500		0.4308	4	13	0	0	0	0		1	0		5	7	8	
atoll_s15_B	atoll	15	B	US	Core destroyed	238	pinceronly	0	0	500	828	328	0	0.3961		4	14	0	1	1	0		3	1	146	3	7	7	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Core destroyed	90	pinceronly	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	34	1	13	10	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	3546	3546	500	1.0		3	13	0	0	0	0		0	2	40	2	13	76	
drakkarfjord_s14_A	drakkarfjord	14	A	OPP	Core destroyed	569	pinceronly	1260	760	0	270	270	500	1.0	0.6032	8	104	0	0	0	0		1	2	89	5	13	16	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	1926	1926	500	1.0		4	13	0	0	0	0		0	1	40	23	13	74	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	90	pinceronly	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	34	1	13	10	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	125	pinceronly	0	0	500	756	252	-4	0.3333		3	14	0	0	0	0		0	1	41	1	13	12	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	281	pinceronly	0	0	500	504	0	-4	0.0		5	30	0	0	0	0		1	2	84	2	9	13	
glacierkeep_s13_B	glacierkeep	13	B	US	Core destroyed	309	pinceronly	0	0	500	918	414	-4	0.451		3	18	0	1	1	0		0	1	60	2	9	43	
glacierkeep_s14_A	glacierkeep	14	A	US	Core destroyed	424	pinceronly	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	2	68	2	9	42	
glacierkeep_s14_B	glacierkeep	14	B	US	Titanium collected (tiebreak)	1000	pinceronly	0	0	500	3330	3122	292	0.9375		7	58	0	0	0	0		2	1	92	2	9	7	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	119	pinceronly	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	63	2	9	13	
glacierkeep_s15_B	glacierkeep	15	B	US	Core destroyed	457	pinceronly	0	0	500	504	0	-4	0.0		9	75	0	1	1	0		0	1	349	2	9	17	
midgard_s13_A	midgard	13	A	OPP	Core destroyed	424	pinceronly	504	0	-4	1566	1548	482	0.9885	0.0	9	37	3	5	8	1	43	2	1	50	0		7	
midgard_s13_B	midgard	13	B	OPP	Core destroyed	267	pinceronly	756	248	-8	1080	912	332	0.8444	0.328	9	31	3	3	6	1	35	2	1	84	0		32	
