# corpus/failure_reel.tsv — THE FAILURE REEL MANIFEST.  Append-only, tab-separated.
#
# WHAT IT IS.  Commissioned by Magnus, 2026-08-18: every build report's worst-loss
# replays, each with a cause narrative, collected in ONE place so they can be watched
# later.  The local dashboard serves it at /reel (tools/dash/reel.py); a WATCH link per
# row renders the replay through tools/replay_view.py's generate_html at /reel_view.
#
# WHO WRITES IT.  BUILD AGENTS APPEND, nobody rewrites.  Append your build's ~5 worst
# losses at the end of the build, in the same commit as the build report.  Never edit or
# delete an existing row: a reel row is a banked observation and the page is allowed to
# show a row whose replay has since been deleted (it renders MISSING, not a dead link).
#
# COLUMNS (8, tab-separated, in this order):
#   ts           when THIS ROW was appended, UTC ISO8601 `%Y-%m-%dT%H:%M:%SZ`, from
#                `date -u` in the same shell call.  Never hand-written, never interpolated.
#   build        the build this loss belongs to — the BUILD-REPORT slug, e.g. `v515ecosalt`.
#                The page groups by this field, newest ts first.
#   replay_path  repo-RELATIVE path to the .replay26, e.g.
#                `scratchpad/s51_rush_autopsy/replays/midgard_s1_A.replay26`.
#                Must be inside the repo and end `.replay26`; /reel_view rejects anything else.
#   map          map name, lowercase, as fired.
#   seat         `A` or `B` — which seat WE played.
#   arm          the fired tree/arm label, e.g. `v515log`.  Append `-vs-<opp>` if the reel
#                mixes opponents within one build.
#   cause_class  a SHORT uppercase token, no spaces (e.g. MAG_STARVED, HEAL_OUTRUN,
#                NO_TURRET).  Reuse an existing token when the cause is the same one;
#                a new token means a genuinely new cause.
#   narrative    one plain-text field, NO TABS and no newlines — sanitise before writing.
#                Say what killed us and cite the anchor (file:line, a measured rate, the
#                autopsy section).  This is what a human reads instead of re-deriving.
#
# SANITISING.  `narrative = ' '.join(str(n).split())` collapses every tab/newline/run of
# whitespace and is what the seeder used.  A row with the wrong field count is shown by
# /reel as a MALFORMED row, never silently dropped.
#
# SELECTION.  "Worst loss" is the build's own call, but state it: these seed rows are
# every game in the s51 rush-autopsy grid whose `defence` column is CORE_KILLED (our core
# destroyed) — 12 of 30, no hand-ranking.
#
# ts	build	replay_path	map	seat	arm	cause_class	narrative
2026-08-18T08:33:28Z	v515ecosalt	scratchpad/s51_rush_autopsy/replays/nordkap_s2_B.replay26	nordkap	B	v515log	NO_TURRET	Our core was destroyed at round 326 (seat B, vs _v488beltbreak2; win condition 'Core destroyed'; forward sentinels built 0, siege shots 0, funded share 0.0, enemy core healed 0 HP = 0.0 of what we landed). AUTOPSY #2 — no forward sentinel is ever bought: `_fs_try_sentinel` scores only the 4 tiles adjacent to the raider's CURRENT tile (siege.py:2828) minus ring tiles, veto and can_fire_from — and the raider lives ON the ring, so its own hand excludes its own candidates. FS SENTINEL fires 0x while FS ARRIVE fires 1-8x. Same reach-class defect as the v515 evictor, purchase-side.
2026-08-18T08:33:28Z	v515ecosalt	scratchpad/s51_rush_autopsy/replays/nordkap_s3_A.replay26	nordkap	A	v515log	NO_TURRET	Our core was destroyed at round 205 (seat A, vs _v488beltbreak2; win condition 'Core destroyed'; forward sentinels built 0, siege shots 0, funded share 0.0, enemy core healed 0 HP = 0.0 of what we landed). AUTOPSY #2 — no forward sentinel is ever bought: `_fs_try_sentinel` scores only the 4 tiles adjacent to the raider's CURRENT tile (siege.py:2828) minus ring tiles, veto and can_fire_from — and the raider lives ON the ring, so its own hand excludes its own candidates. FS SENTINEL fires 0x while FS ARRIVE fires 1-8x. Same reach-class defect as the v515 evictor, purchase-side.
2026-08-18T08:54:18Z	v518fastsent	scratchpad/s51_v518_build/reel/replays/midgard_s1_B.replay26	midgard	B	v518-floor60-vs-_v488beltbreak2	HEAL_OUTRUN	Our core destroyed r114 (seat B, vs _v488beltbreak2, arm v518 floor60). NO builder of ours was ever inside d^2<=8 of their core in 114 rounds (0 ring rounds) yet a FORWARD sentinel went up at (6,6) r42 and opened on their core r43: 26 shots = 468 dmg, THEY HEALED 464 OF IT (0.991), their core bottomed at 254 HP r91 and recovered. Their first core-hitting turret opened r81 and put 28 shots = 504 dmg into our core, exactly its full HP. FIREDISC read: 46 non-firing FUNDED rounds of 72 = 64% against a 50% pure-reload floor, i.e. ~10 shots (~100 ammo) of hold in the one reel game where the discipline plausibly engaged -- and it bought nothing: heal-back stayed 0.991 and the saved bank never became a second turret. Known class, AUTOPSY #3 (heal-outrun); answers v517's open question 'what does the bot do during a hold' with 'nothing, and the held ammunition did not convert'.
2026-08-18T08:54:18Z	v518fastsent	scratchpad/s51_v518_build/reel/replays/atoll_s2_B.replay26	atoll	B	v518-floor60-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r128 (seat B, vs _v488beltbreak2, arm v518 floor60). The raider reached d^2<=8 at r47 and was there 3 rounds of 128. THREE sentinels were built -- (12,5) r14, (10,4) r18, (11,3) r54 -- and ALL THREE ARE HOME TURRETS (d^2 166-204 from their core); they fired 26 shots between them and not one landed on the enemy core. Their turret opened r13 and delivered 32 shots. Known class, AUTOPSY #2 in its purest form: the titanium went into turrets and every turret was pointed the wrong way. In the v518 GAP518 decomposition this is the NOBODY bucket (50.4% of the arrive->sent window), which no purchase-side plank can reach.
2026-08-18T08:54:18Z	v518fastsent	scratchpad/s51_v518_build/reel/replays/nordkap_s36_B.replay26	nordkap	B	v518-floor60-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r172 (seat B, vs _v488beltbreak2, arm v518 floor60). The raider arrived r4 and held the ring 65 of 172 rounds -- the best presence in this reel -- and STILL bought no forward sentinel. The only sentinel of the match is (9,21) at d^2=210 from their core, i.e. home; it fired 43 shots at nothing that mattered. Two forward launchers at r3 and r8 each lived exactly 1 round (the ferry hop tearing down as designed). Their turret opened r13. Known class, AUTOPSY #2 -- and the informative half is that PRESENCE WAS NOT THE BLOCKER here: this is a GATE/FUND game with a live body standing on the ring, the two buckets that are 25.7% and 18.9% of the window in the v518 decomposition.
2026-08-18T08:54:18Z	v518fastsent	scratchpad/s51_v518_build/reel/replays/drakkarfjord_s28_A.replay26	drakkarfjord	A	v518-floor60-vs-_v488beltbreak2	TURRET_LOST	Our core destroyed r180 (seat A, vs _v488beltbreak2, arm v518 floor60) -- the closest loss in the reel. Raider arrived r10, held the ring 58 of 180 rounds with a 15-round gap. Two HOME sentinels r39 and r47, one of which fired ZERO shots in 141 rounds (a dud). The FORWARD sentinel finally landed at (27,7), d^2=6.5, r84, opened r85 and never died: 48 shots, 864 dmg, heal-back 0.667, their core bottomed at 212 HP at r179 -- ONE ROUND before ours hit zero. Their turret opened r125 and needed 28 shots. FIREDISC read: exactly 48 of 96 funded rounds non-firing = 50.0%, the pure reload cadence, so this sentinel HELD NOTHING and fired every round it could. Known class, and the sharpest instance of this build's centrepiece: we lost a race by ~16 shots while arrive->sent was 74 rounds.
2026-08-18T08:54:18Z	v518fastsent	scratchpad/s51_v518_build/reel/replays/glacierkeep_s38_A.replay26	glacierkeep	A	v518-floor60-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r376 (seat A, vs _v488beltbreak2, arm v518 floor60). The raider arrived r8 and was on the ring 28 of 376 rounds (longest absence 18). NOT ONE SENTINEL OF EITHER KIND WAS BUILT ALL GAME -- the only turret we own is a home gunner at (13,17) built r28 that fired 42 shots and hit their core zero times. Their first core-hitting turret did not open until r321: we had 313 rounds of a completely uncontested board and converted none of it. Known class, AUTOPSY #2, and the extreme point of the v518 NOBODY bucket -- a 376-round game with 28 ring rounds.
2026-08-18T09:38:36Z	v519cripple	scratchpad/s51_v519_build/reel/replays/nordkap_s8_A.replay26	nordkap	A	v519-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r112 (seat A, vs _v488beltbreak2, arm v519 FIRED). The raider held the ring 100 of 112 rounds -- the best presence in the reel -- and the team still put ZERO shots on their core: both sentinels are HOME turrets (r10 at d2=130, r48 at d2=242), 15 shots between them, none on the enemy core. Their first core-hitting turret opened r10 and delivered 31 shots. Known class (AUTOPSY-rush-top3-2026-08-18 #2); presence was not the blocker, siting was.
2026-08-18T09:38:36Z	v519cripple	scratchpad/s51_v519_build/reel/replays/atoll_s4_B.replay26	atoll	B	v519-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r114 (seat B, vs _v488beltbreak2, arm v519 FIRED). 22 ring rounds of 114. Seven turrets built, two of them beltbreak shredders (r20 at d2=58, r62 at d2=40) landing 29 shots on their economy -- the cripple half worked -- but the only sentinel went up at d2=132 (home) and their core finished at 500 HP. Their turret opened r59 and needed exactly 28 shots. Known class (autopsy #2).
2026-08-18T09:38:36Z	v519cripple	scratchpad/s51_v519_build/reel/replays/yulerune_s36_A.replay26	yulerune	A	v519-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r132 (seat A, vs _v488beltbreak2, arm v519 FIRED) -- a CRIPPLE-cell loss, and it shows what MODESWITCH costs. The plank stood down here (0 forward launchers, engine-side) and the chassis planted a shredder at r19 that fired 31 shots; 99 ring rounds. Their core finished at 500 HP: we never threatened it. Their two turrets opened r69 and killed us in 28 shots. The cell wins 33/78 under the mode, but its losses are games where the core is never touched.
2026-08-18T09:38:36Z	v519cripple	scratchpad/s51_v519_build/reel/replays/midgard_s15_A.replay26	midgard	A	v519-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r146 (seat A, vs _v488beltbreak2, arm v519 FIRED) -- the same shape on the other cripple cell. Shredders at r37 (d2=60) and r53 (d2=32) put 23 shots into their economy over 99 ring rounds; their core finished at 500 HP. The two sentinels we bought sit at d2=1070 and d2=1352, i.e. in our own half. Their turrets opened r109. Known class (autopsy #2).
2026-08-18T09:38:36Z	v519cripple	scratchpad/s51_v519_build/reel/replays/drakkarfjord_s10_B.replay26	drakkarfjord	B	v519-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r242 (seat B, vs _v488beltbreak2, arm v519 FIRED). 86 ring rounds of 242, EIGHT turrets, zero shots on their core, zero shredders in the annulus, and their economy (9 harvesters + 100 belts) lost nothing all game. Sentinels at d2=1014 and d2=1254; the gunner that fired 110 shots is at d2=906 -- every weapon we bought pointed at our own half. Known class (autopsy #2), extreme point.
2026-08-18T09:38:36Z	v519cripple	scratchpad/s51_v519_build/reel/replays/glacierkeep_s20_B.replay26	glacierkeep	B	v519-FIRED-vs-_v488beltbreak2	MAG_STARVED	Our core destroyed r518 (seat B, vs _v488beltbreak2, arm v519 FIRED) -- the one non-NO_TURRET row. A forward sentinel landed at (15,6) d2=12 at r80 and lived 87 rounds, putting 23 shots (414 damage) into their core, of which 252 was healed straight back (heal-back 0.609). Its funded share was 0.05: the magazine was dry for 95 percent of its life. Their core ended at 338 HP; their first core-hitting turret did not open until r463. AUTOPSY #1 (vision-gated siege magazine) in its purest form, still unfixed after v516/v518.
2026-08-18T10:31:32Z	v520pincer	scratchpad/s51_v520_build/reel/replays/nordkap_s72_B.replay26	nordkap	B	v520-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r101 (seat B, vs _v488beltbreak2, arm v520 FIRED, grid block b24) -- the earliest our-core death on nordkap across 162 v520 rows. THE PINCER'S PRESENCE PLANK WORKED AND BOUGHT NOTHING: two or more of our builder bots sat inside d^2<=50 of their core in 94 of 95 at-ring rounds (share 0.99, max 4 simultaneous, the reel's best) and 6 of 8 orthogonal heal seats were denied by r39 (5 by building, 1 by body) -- yet the team put ZERO shots on their core. No forward sentinel was ever bought; the only sentinel is (8,20) at d^2=184, i.e. home, and it fired 0 shots in 87 rounds while a home gunner at (13,19) fired 79. Their core finished at 500 HP and their economy (10 harvesters + 38 belts) lost nothing all game. Their turrets opened r61 and delivered 36 shots. Known class, AUTOPSY #2 -- presence was never the blocker here, siting is, and v520's extra body did not change that.
2026-08-18T10:31:32Z	v520pincer	scratchpad/s51_v520_build/reel/replays/yulerune_s14_A.replay26	yulerune	A	v520-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r124 (seat A, vs _v488beltbreak2, arm v520 FIRED, grid block b5). Two turrets all game and neither is forward: a beltbreak shredder gunner at (14,2) d^2=62 built r19 that fired 50 shots and took out 12 of their economy buildings -- the cripple half worked -- and a sentinel that did not appear until r92, at d^2=246, in our own half. Their core finished at 500 HP, never touched. The pincer is THINNEST here of the whole reel: >=2 of our builders inside d^2<=50 in only 29 of 99 at-ring rounds (share 0.29) and only 4 of 8 heal seats ever denied, ALL by buildings and none by a body. Their single core-hitting turret opened r69 and needed exactly 28 shots. Known class, AUTOPSY #2.
2026-08-18T10:31:32Z	v520pincer	scratchpad/s51_v520_build/reel/replays/midgard_s54_B.replay26	midgard	B	v520-FIRED-vs-_v488beltbreak2	HEAL_OUTRUN	Our core destroyed r145 (seat B, vs _v488beltbreak2, arm v520 FIRED, grid block b18). A forward sentinel DID land -- (7,6) at d^2=32, built r45, opened on their core r46, alive to the end -- and put 24 shots = 432 damage in; THEY HEALED 432 OF IT (heal-back 1.000, their core ended at full 500). The v520 seal is why: 47 enemy-core heal rounds spanning r56-r102 and NOT ONE fell in a round where all 8 heal seats were denied, because that round never existed -- we peaked at 6 of 8 simultaneously, and the 6th seat was not taken until r121, nineteen rounds after the last heal. Two-body presence was there (>=2 builders in 94 of 101 at-ring rounds) and no launcher of ours was ever in the throw envelope of their core, so nothing evicted the healer. Funded share 0.33 (33 of the sentinel's 100 rounds held >=10 ammo). Their turrets opened r102 and needed 28 shots. Known class, AUTOPSY #3.
2026-08-18T10:31:32Z	v520pincer	scratchpad/s51_v520_build/reel/replays/atoll_s77_A.replay26	atoll	A	v520-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r149 (seat A, vs _v488beltbreak2, arm v520 FIRED, grid block b26) -- and this is the reel's TERMINAL-LAUNCHER row. Four launchers of ours stood within d^2<=2 of a heal seat (coverage 1-2 seats each, against a best-reachable-site ceiling of 2), the union alive 130 of 149 rounds, and (13,0) survived 119 rounds at d^2=2 of the core footprint. IT CONVERTED NOTHING: those four were credited 2 attributed throws between them, one from a seat tile, and NINE turrets were bought without a single shot on their core. Presence collapsed -- 9 ring rounds of 149 at d^2<=8, >=2 builders in only 16 rounds, max 2 simultaneous -- and only 3 of 8 seats were ever denied, the last at r13, so nothing was held. Their core finished at 500 HP; their economy (3 harvesters + 12 belts) lost nothing. Their turret opened r94 and needed 28 shots. Known class, AUTOPSY #2, with the v520 twist that the terminal launcher was SITED right and never used.
2026-08-18T10:31:32Z	v520pincer	scratchpad/s51_v520_build/reel/replays/drakkarfjord_s17_A.replay26	drakkarfjord	A	v520-FIRED-vs-_v488beltbreak2	HEAL_OUTRUN	Our core destroyed r217 (seat A, vs _v488beltbreak2, arm v520 FIRED, grid block b6) -- the closest game of the reel, their core bottomed at 482 HP, and the best seal in it: ALL 8 heal seats were denied at some point by r33 (6 by building, 2 by body; seal rate 15.4 per 100 at-ring rounds, 2.5x the reel median) -- BUT NEVER SIMULTANEOUSLY. Peak simultaneous denial 7 of 8, closure_round -1. The forward sentinel (27,2) at d^2=6 built r63, opened r79 and lived 154 rounds for 27 shots = 486 damage; they healed 468 of it (heal-back 0.963) across 72 heal rounds r81-r159, EVERY ONE in an unsealed round. A terminal launcher at (29,5) covered 2 seats and lived 176 rounds on 1 attributed throw. Their turret opened r162 and needed 28 shots. Known class, AUTOPSY #3 -- and the sharpest statement that cumulative seal coverage is not the quantity that stops a heal; simultaneity is.
2026-08-18T10:31:32Z	v520pincer	scratchpad/s51_v520_build/reel/replays/glacierkeep_s37_A.replay26	glacierkeep	A	v520-FIRED-vs-_v488beltbreak2	MAG_STARVED	Our core destroyed r431 (seat A, vs _v488beltbreak2, arm v520 FIRED, grid block b13) -- THE ONLY GAME IN THE REEL WHERE THE SEAL ACTUALLY CLOSED: all 8 heal seats denied simultaneously from r28 through r71, 43 consecutive rounds. IT DID NOT OVERLAP THE SHOT. The forward sentinel did not go up at (17,24) until r76, five rounds AFTER the seal had already broken; it opened r77, was funded in only 8 of its 37 rounds (share 0.22), landed 12 shots = 216 damage and died r113. The enemy then healed all 216 back over r128-r164 -- entirely after our turret was already dead -- and their core ended at 500 HP. Their economy (14 harvesters + 116 belts) lost nothing; their turrets did not open until r380, so we had ~380 rounds of an uncontested board. AUTOPSY #1 (vision-gated siege magazine) in the usual form, PLUS a v520-specific finding that is not in this file yet: the seal window and the fire window were DISJOINT, so a closure that the pincer did achieve bought exactly zero.
2026-08-18T11:57:27Z	v521sync	scratchpad/s51_v521_build/reel/replays/atoll_s89_B.replay26	atoll	B	v521-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r144 (seat B, vs _v488beltbreak2, arm v521 FIRED). ZERO on every column of the v521 currency instrument: 0 rounds with the collar simultaneously sealed, 0 rounds with a funded forward turret, 0 overlap, 0 damage on their core in the whole match. The plank produced neither half of the window it exists to make meet. Known class.
2026-08-18T11:57:27Z	v521sync	scratchpad/s51_v521_build/reel/replays/drakkarfjord_s30_A.replay26	drakkarfjord	A	v521-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r307 (seat A, vs _v488beltbreak2, arm v521 FIRED). Same shape as row 1 on the map v520 moved most: sealed_r 0, livefund_r 0, overlap 0, 0 damage dealt to their core over 307 rounds. Known class.
2026-08-18T11:57:27Z	v521sync	scratchpad/s51_v521_build/reel/replays/glacierkeep_s83_A.replay26	glacierkeep	A	v521-FIRED-vs-_v488beltbreak2	SEAL_SHOT_DISJOINT	Our core destroyed r323 (seat A, vs _v488beltbreak2, arm v521 FIRED) -- THE ROW THAT NAMES THE TOKEN v520 PROPOSED AND DID NOT COIN. The collar was SIMULTANEOUSLY SEALED for 22 rounds and a funded forward turret existed for ZERO of them: livefund_r = 0, overlap_r = 0, seal_only_r = 22, shot_only_r = 0. This is v520's glacierkeep_s37_A finding reproduced on a different seed under a build designed to prevent it, and it is why the seal-shot reframe survives this report even though this build's mechanism does not. 0 damage on their core.
