tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
v530_atoll_s2_A	atoll	2	A	308	0	7	0	3	0.0	2	5	6	3	27	2	3	3	3	5	5	2	4	13	7	17	15	51	120	120	42	270	240	26	470	500	73	970	1510	1500	2580	2	2	4	1	1	3	2	3	2	6	3	1	3	3	3	2	6	3	1	3	3	3	2	6	4	1	3	3	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	3	3	0	2	3	3	0	2	4	4	0	1	24	24	4	0	3.305	7	12	647	0.5178	0.0185	6	8	8	4	4	0.571	0	22	5	0.227	2	2	7	98	6	4	6	0	42	2	5	5	3	8	10	7	13	0	builder_attack	theirs	21	1	2	2	8	8	70	0.227	0.244	79	2	10	298	0.968	7	4	10	4	0	0	0	248	18	4	8	0	0	4	3	2	0.5	248	0	83	22	3	23	33	16	113	0	348	-1	500	500	0	308	Core destroyed
v531fix_atoll_s2_A	atoll	2	A	333	0	7	0	3	0.0	2	5	5	3	27	2	2	2	4	3	3	2	3	10	12	7	8	30	40	120	7	90	280	95	90	480	49	90	930	90	1580	2	1	3	3	1	3	2	2	0	8	5	1	3	2	2	0	2	5	1	3	2	2	0	2	5	1	3	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	3	3	0	3	3	3	0	3	3	3	0	3	21	21	6	0	3.712	7	8	640	0.4813	0.0469	6	8	8	5	4	0.714	0	22	5	0.227	2	2	8	0	6	4	8	0	51	5	5	3	2	16	11	9	12	1	sentinel	theirs	21	1	2	2	8	8	182	0.547	0.559	195	2	11	322	0.967	3	5	32	4	2	0	0	200	41	6	2	2	0	4	5	2	0.333	162	0	87	15	20	19	0	71	236	0	500	-1	500	500	0	333	Core destroyed
parent_atoll_s2_B	atoll	2	B	229	0	5	0	3	1.061	3	5	2	3	22	2	3	3	4	2	3	3	4	4	4	8	5	56	120	110	46	240	190	4	250	290	36	250	540	250	610	2	2	4	4	1	3	2	3	1	2	8	1	3	1	3	0	1	7	1	3	1	3	0	1	7	1	3	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	7	7	0	0	7	7	0	0	7	7	0	0	23	23	7	0	5.646	5	6	518	0.5444	0.0405	6	8	8	4	2	0.8	0	22	5	0.227	2	2	6	20	6	5	6	0	34	2	5	5	4	12	9	12	12	0	builder_attack	theirs	25	1	2	2	9	8	110	0.48	0.485	140	2	9	220	0.961	8	4	32	2	2	0	0	119	40	4	3	0	2	2	3	2	0.5	119	0	42	15	22	26	0	30	174	0	500	-1	500	500	0	229	Core destroyed
flagoff_atoll_s2_B	atoll	2	B	492	1	6	0	3	1.061	3	5	2	3	22	2	4	5	2	3	3	3	4	13	11	12	3	83	120	130	22	250	200	12	270	300	26	620	550	2080	1890	2	2	4	3	1	3	2	4	1	2	8	1	3	1	4	0	1	7	1	3	1	4	2	4	6	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	7	7	0	0	7	7	0	0	6	6	0	0	24	24	7	0	5.734	6	15	1618	0.6026	0.0457	6	8	8	6	4	1.0	0	22	5	0.227	2	2	6	13	6	4	6	0	44	2	5	4	4	13	10	9	13	1	sentinel	theirs	21	1	2	2	8	8	197	0.4	0.535	227	2	10	482	0.98	7	6	26	2	0	0	0	164	34	2	3	0	0	2	2	1	0.5	164	0	32	0	22	180	30	10	60	266	462	155	0	500	1	492	Core destroyed
v530_atoll_s2_B	atoll	2	B	1000	0	5	0	3	1.061	3	5	5	3	22	2	3	3	3	3	5	2	10	11	10	6	6	0	0	120	3	30	270	4	130	400	7	130	650	130	2650	2	0	3	2	1	3	2	3	1	3	4	1	3	2	3	0	1	4	1	3	1	3	0	1	4	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	2	3	3	0	3	3	3	0	3	26	26	4	0	2.957	5	5	472	0.2987	0.0466	6	8	8	2	2	0.4	1	22	5	0.227	2	2	4	249	6	4	4	0	28	2	5	3	1	10	10	10	12	1	sentinel	theirs	19	3	2	2	8	8	72	0.072	0.074	87	2	10	990	0.99	8	2	22	2	0	0	0	82	30	2	0	0	0	2	2	1	0.5	82	0	434	6	20	0	50	10	73	418	500	-1	500	500	0	1000	Titanium collected (tiebreak)
v531fix_atoll_s2_B	atoll	2	B	494	1	6	0	3	1.061	3	5	5	3	22	2	2	2	3	3	5	2	3	3	10	9	5	33	40	50	39	110	130	102	210	230	133	460	480	1190	1210	2	1	3	2	1	3	2	2	1	3	4	1	3	2	2	1	3	4	1	3	2	2	1	3	4	1	3	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	2	4	4	0	2	4	4	0	2	24	24	6	0	3.806	6	6	1967	0.6274	0.0585	6	8	8	5	3	0.833	0	22	5	0.227	2	2	5	56	6	5	5	0	31	2	5	4	6	55	10	12	29	0	sentinel	ours	2	21	2	2	8	8	454	0.919	0.984	849	2	10	484	0.98	10	5	128	1	0	0	0	137	137	1	2	0	0	1	1	1	1.0	137	0	9	347	0	107	24	28	-1	500	500	204	0	500	1	494	Core destroyed
parent_drakkarfjord_s1_A	drakkarfjord	1	A	389	0	6	0	3	1.376	4	4	9	9	33	2	2	6	12	3	3	10	10	10	11	13	10	75	50	0	65	200	180	2	390	510	8	540	1370	860	4030	2	2	10	0	1	9	1	2	2	10	2	1	9	1	3	3	17	5	1	9	1	4	0	0	6	2	9	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	2	2	0	5	5	5	0	2	6	6	0	2	54	54	8	0	4.46	6	14	1103	0.252	0.0281	6	12	14	3	3	0.5	0	42	9	0.214	5	5	12	10	6	10	12	0	80	2	5	5	4	17	11	16	17	1	sentinel	theirs	43	2	2	2	14	14	88	0.226	0.247	119	2	15	374	0.961	10	3	38	3	0	0	0	104	51	3	3	0	0	3	2	2	0.667	104	0	50	18	14	0	89	8	367	0	500	-1	500	500	0	389	Core destroyed
flagoff_drakkarfjord_s1_A	drakkarfjord	1	A	102	1	4	0	3	1.376	4	4	9	9	33	2	3	3	10	2	2	10	10	22	14	6	1	75	50	0	17	190	0	12	290	0	12	290	0	290	0	2	2	10	0	1	9	1	3	2	10	5	1	9	1	3	0	0	8	2	9	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	7	7	0	0	-1	-1	-1	-1	44	44	7	0	3.147	4	6	349	0.5244	0.0029	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	4	5	5	3	15	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	82	0.804	0.804	101	2	15	87	0.853	10	2	84	1	0	0	0	96	96	1	0	0	0	1	1	1	1.0	96	0	10	0	20	28	0	0	-1	500	500	42	0	0	1	102	Core destroyed
v530_drakkarfjord_s1_A	drakkarfjord	1	A	453	1	5	0	3	1.376	4	5	248	9	33	0	0	1	11	2	2	9	10	10	14	7	1	43	0	0	43	0	0	14	0	0	12	0	0	0	0	0	0	10	0	1	-1	1	0	0	10	4	1	-1	1	0	0	1	4	1	-1	1	0	0	1	4	1	-1	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	2	2	0	4	2	2	0	4	2	2	0	4	44	44	6	0	3.777	5	6	1309	0.7945	0.0008	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	23	6	10	10	0	66	2	5	5	4	30	11	19	17	1	sentinel	theirs	43	2	2	2	14	14	252	0.556	0.728	324	2	15	438	0.967	13	2	100	2	0	0	0	344	112	2	0	0	0	2	1	2	1.0	344	0	42	0	10	80	0	10	-1	500	500	77	0	386	1	453	Core destroyed
v531fix_drakkarfjord_s1_A	drakkarfjord	1	A	133	1	5	0	3	1.376	4	5	14	11	31	1	1	1	11	3	3	9	10	10	20	6	0	11	10	0	14	90	0	14	130	0	14	130	0	130	0	1	1	10	0	1	11	1	1	1	10	6	1	11	1	1	0	0	8	3	11	0	0	0	0	0	-1	-1	0	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	5	5	0	2	7	7	0	0	-1	-1	-1	-1	41	41	7	0	4.18	5	6	581	0.6145	0.0034	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	66	4	5	5	3	14	11	14	38	0	builder_attack	theirs	40	2	2	2	14	14	117	0.88	0.895	181	2	15	118	0.887	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	20	28	0	10	-1	500	500	49	0	0	1	133	Core destroyed
parent_drakkarfjord_s1_B	drakkarfjord	1	B	101	1	4	0	3	1.376	4	4	9	9	33	2	2	2	12	2	2	10	17	18	9	6	1	7	30	0	24	200	0	14	280	0	14	280	0	280	0	2	1	8	0	1	9	1	2	2	18	5	1	9	2	2	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	1	6	6	0	0	-1	-1	-1	-1	45	45	6	0	2.802	4	6	354	0.5932	0.0028	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	21	11	21	17	1	sentinel	theirs	43	2	2	2	14	14	87	0.861	0.861	127	2	15	86	0.851	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	17	0	20	28	0	0	-1	500	500	46	0	0	1	101	Core destroyed
flagoff_drakkarfjord_s1_B	drakkarfjord	1	B	400	1	6	0	3	1.376	4	4	9	9	33	2	2	7	14	3	3	10	17	18	10	13	1	7	30	0	24	200	0	13	380	0	62	660	0	2540	0	2	1	8	0	1	9	1	2	2	18	3	1	9	2	3	1	9	8	1	9	2	3	0	2	8	1	9	2	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	3	3	0	3	6	6	0	0	6	6	0	0	44	44	6	0	4.247	6	6	1407	0.4627	0.0121	6	12	14	2	2	0.333	0	42	9	0.214	5	5	12	25	6	10	12	0	71	1	5	5	6	35	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	320	0.8	0.965	473	2	15	385	0.963	13	2	224	1	0	0	0	236	236	1	2	0	0	1	1	1	1.0	236	0	36	0	77	101	21	0	-1	500	500	58	0	104	1	400	Core destroyed
v530_drakkarfjord_s1_B	drakkarfjord	1	B	197	1	5	0	3	1.376	4	5	-1	-1	-1	0	0	0	11	3	3	9	16	25	10	6	1	17	0	0	15	0	0	14	0	0	12	0	0	0	0	0	0	10	0	1	-1	2	0	0	17	4	1	-1	2	0	0	1	8	1	-1	1	0	0	1	8	1	-1	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	3	3	0	3	6	6	0	0	6	6	0	0	44	44	6	0	4.071	5	6	671	0.7034	0.0015	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	68	4	5	5	3	14	11	14	17	1	sentinel	theirs	41	2	2	2	14	14	101	0.513	0.523	134	2	15	182	0.924	12	2	44	2	0	0	0	117	56	2	0	0	0	2	1	2	1.0	117	0	8	0	20	28	0	0	-1	500	500	90	0	212	1	197	Core destroyed
v531fix_drakkarfjord_s1_B	drakkarfjord	1	B	209	1	5	0	3	1.376	4	5	14	11	31	1	1	1	11	3	3	9	15	20	10	6	2	1	0	0	6	0	0	74	0	0	12	0	0	0	0	1	0	8	0	1	11	1	1	0	9	4	1	11	2	1	0	1	8	1	11	1	0	0	1	8	1	-1	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	3	3	0	3	6	6	0	0	6	6	0	0	44	44	6	0	4.206	5	6	804	0.7736	0.0012	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	13	11	12	17	1	sentinel	theirs	41	2	2	2	14	14	195	0.933	0.933	248	2	15	194	0.928	10	2	94	1	0	0	0	106	106	1	0	0	0	1	1	1	1.0	106	0	7	8	10	28	0	0	-1	500	500	106	0	266	1	209	Core destroyed
parent_drakkarfjord_s2_A	drakkarfjord	2	A	209	1	4	0	3	1.376	4	4	9	9	33	2	3	3	10	2	2	10	10	22	16	7	1	81	50	30	81	190	90	14	240	90	14	240	90	240	90	2	2	10	0	1	9	1	3	2	10	7	1	9	1	3	0	1	8	1	9	1	3	0	1	8	1	9	1	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	7	7	0	0	7	7	0	0	7	7	0	0	40	40	7	0	5.316	4	6	743	0.751	0.0013	6	12	14	2	2	0.5	0	42	9	0.214	5	5	11	1	6	10	11	0	68	2	5	5	4	36	11	23	17	1	sentinel	theirs	43	2	2	2	14	14	195	0.933	0.933	369	2	15	194	0.928	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	47	0	10	28	0	20	-1	500	500	94	0	176	1	209	Core destroyed
flagoff_drakkarfjord_s2_A	drakkarfjord	2	A	106	1	4	0	3	1.376	4	4	9	9	33	2	2	3	12	3	3	10	10	10	10	6	1	69	50	0	22	200	0	52	400	0	7	410	0	410	0	2	2	10	0	1	9	1	2	2	10	4	1	9	1	2	2	10	8	1	9	1	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	3	7	7	0	0	-1	-1	-1	-1	44	44	7	0	3.075	4	6	387	0.6667	0.0026	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	4	5	5	3	14	11	14	18	1	sentinel	theirs	42	1	2	2	14	14	30	0.283	0.849	50	2	15	91	0.858	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	3	0	14	35	0	0	-1	500	500	37	0	0	1	106	Core destroyed
