tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
v530_icefloe_s2_A	icefloe	2	A	382	0	10	0	3	1.388	4	5	129	6	22	0	0	5	12	2	2	7	9	9	10	23	16	50	0	40	61	0	180	70	0	460	46	280	1390	1090	4850	0	0	6	1	1	-1	1	0	0	6	1	1	-1	1	0	0	6	1	1	-1	1	2	2	11	1	1	6	2	7	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	1	4	1	1	1	4	1	1	1	4	1	1	1	3	9	9	5	1	1.448	10	11	1317	0.4905	0.0251	6	10	10	7	7	0.7	0	28	7	0.25	3	3	64	25	6	7	64	0	396	2	5	4	6	20	9	13	14	0	sentinel	ours	1	30	2	2	10	10	133	0.348	0.414	152	2	18	220	0.576	7	7	16	6	1	0	0	234	60	7	3	0	0	7	3	4	0.571	234	0	54	15	202	9	23	63	359	0	500	-1	500	500	0	382	Core destroyed
v531fix_icefloe_s2_A	icefloe	2	A	191	1	5	0	3	1.388	4	5	9	7	22	1	2	2	15	1	1	10	6	10	11	6	5	86	40	0	73	110	0	14	210	0	24	440	0	440	0	1	1	6	2	1	7	1	2	1	6	2	1	6	1	2	1	6	2	1	6	1	2	1	6	2	1	6	1	17	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	5	1	1	0	5	1	1	0	5	9	9	1	0	0.953	5	5	572	0.3129	0.049	6	10	10	2	2	0.4	0	28	7	0.25	3	3	35	26	6	13	34	0	209	3	5	4	4	15	9	13	12	1	builder_attack	theirs	25	3	2	2	10	10	142	0.743	0.942	176	2	11	180	0.942	9	2	66	0	1	0	0	76	76	1	0	0	0	1	1	1	1.0	76	0	0	27	58	55	0	10	-1	500	500	61	0	194	1	191	Core destroyed
parent_icefloe_s2_B	icefloe	2	B	373	0	5	0	3	1.458	4	4	8	6	22	3	3	4	10	2	2	9	8	8	12	5	6	63	0	40	91	0	80	35	0	170	67	0	420	0	850	3	0	0	5	2	6	0	3	0	0	5	2	6	0	4	0	4	5	1	6	1	4	0	0	5	2	6	0	14	88	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	4	4	0	2	10	10	4	0	3.834	5	5	608	0.1365	0.0016	6	10	10	2	2	0.4	0	28	7	0.25	3	3	78	153	6	10	78	0	407	2	5	4	2	12	9	8	12	0	builder_attack	theirs	27	1	2	2	10	10	363	0.973	0.973	542	2	11	362	0.971	5	2	183	0	1	0	0	193	193	1	0	0	0	1	1	1	1.0	193	0	118	6	121	0	0	87	137	0	382	-1	500	500	0	373	Core destroyed
flagoff_icefloe_s2_B	icefloe	2	B	239	0	4	0	3	1.458	4	4	8	6	22	3	4	4	10	2	2	9	8	11	13	4	7	57	0	20	44	0	120	48	0	300	68	0	800	0	980	3	0	0	5	2	6	0	4	0	0	5	2	6	0	4	0	0	5	2	6	0	4	0	0	5	2	6	0	14	90	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	3	4	4	0	2	10	10	5	0	3.971	4	5	449	0.1737	0.0022	6	10	10	2	2	0.5	0	28	7	0.25	3	3	52	52	6	10	52	0	281	2	5	4	2	24	9	7	12	0	builder_attack	theirs	27	1	2	2	10	10	229	0.958	0.958	396	2	11	228	0.954	5	2	186	1	0	0	0	196	196	1	0	0	0	1	1	1	1.0	196	0	93	5	74	0	0	44	115	0	308	-1	500	500	0	239	Core destroyed
v530_icefloe_s2_B	icefloe	2	B	316	1	8	0	3	1.458	4	5	13	6	22	1	1	8	10	1	2	5	9	9	9	13	8	22	40	20	2	110	100	124	210	200	204	1010	680	2160	2020	1	1	7	5	1	6	2	1	1	7	1	1	6	2	1	1	9	1	1	6	2	6	6	30	1	1	6	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	1	1	0	5	1	1	0	5	1	1	0	5	10	10	4	0	1.165	8	12	1006	0.4423	0.0199	6	10	10	4	4	0.5	0	28	7	0.25	3	3	18	38	6	9	18	0	124	2	5	5	4	20	9	9	11	1	builder_attack	ours	1	27	2	2	10	10	256	0.81	0.839	415	2	11	255	0.807	5	4	110	2	1	0	0	135	120	3	1	0	0	3	3	1	0.333	135	0	7	31	95	42	21	171	-1	500	500	237	0	500	1	316	Core destroyed
v531fix_icefloe_s2_B	icefloe	2	B	427	1	12	0	3	1.458	4	5	9	6	22	1	1	8	10	1	2	5	8	8	9	27	6	26	40	40	78	110	140	114	210	310	117	1130	310	4170	560	1	1	6	5	1	6	1	1	1	6	2	1	6	1	1	1	6	1	1	6	1	6	4	21	1	1	6	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	1	1	0	5	1	1	0	6	1	1	0	5	10	10	4	0	1.117	12	8	1592	0.2368	0.0339	6	10	10	8	8	0.667	0	28	7	0.25	3	3	79	95	6	8	79	0	549	2	5	5	11	30	9	11	11	1	builder_attack	ours	1	27	2	2	10	10	241	0.564	0.646	357	2	11	416	0.974	7	8	51	3	3	0	0	282	104	6	2	0	0	6	3	3	0.5	282	0	17	30	135	127	26	58	-1	500	500	184	0	500	1	427	Core destroyed
parent_auroraveil_s1_A	auroraveil	1	A	173	1	4	0	3	1.25	4	4	9	8	23	1	1	2	10	2	2	10	7	7	9	9	3	58	30	10	87	110	10	50	210	10	16	390	10	390	10	1	1	7	1	1	8	1	1	1	7	1	1	8	1	2	1	7	1	1	8	1	2	1	7	1	1	8	1	19	21	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.971	4	6	620	0.6048	0.0032	6	10	12	2	2	0.5	0	19	5	0.263	2	6	18	10	6	7	18	0	69	2	6	5	6	17	11	14	12	0	gunner	theirs	13	8	2	1	13	12	65	0.376	0.566	69	2	15	158	0.913	10	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	0	0	70	28	17	30	-1	500	500	118	0	194	1	173	Core destroyed
flagoff_auroraveil_s1_A	auroraveil	1	A	184	1	4	0	3	1.25	4	4	9	8	23	1	2	3	10	2	3	10	7	11	9	9	4	21	30	10	69	110	40	34	210	40	36	530	40	530	40	1	1	7	1	1	8	1	2	1	7	1	1	8	1	2	1	7	1	1	8	1	3	2	17	1	1	8	1	20	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.973	4	6	617	0.6418	0.0113	6	10	13	2	2	0.5	0	19	5	0.263	3	2	20	3	6	7	17	3	71	2	6	6	6	12	11	10	12	0	gunner	theirs	13	8	2	2	13	13	76	0.413	0.696	89	2	14	170	0.924	8	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	43	28	8	17	-1	500	500	73	0	284	1	184	Core destroyed
v530_auroraveil_s1_A	auroraveil	1	A	201	0	5	0	3	1.25	4	5	136	8	13	0	0	1	10	1	2	9	14	17	8	7	7	2	0	20	49	0	100	52	0	280	12	0	780	0	780	0	0	7	5	1	-1	1	0	0	7	5	1	-1	1	0	0	7	5	1	-1	1	1	0	7	7	1	8	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	4	0	2	5	4	0	2	5	4	0	2	6	5	0	1	5	19	6	0	4.746	5	6	786	0.6565	0.0025	7	10	12	2	2	0.4	0	19	5	0.263	3	2	12	30	6	9	11	1	49	2	6	5	4	13	11	11	13	1	builder_attack	theirs	14	5	2	2	12	12	88	0.438	0.711	97	2	13	188	0.935	7	2	108	0	1	0	0	118	118	1	1	0	0	1	1	1	1.0	118	0	28	13	105	17	0	36	153	0	500	-1	500	500	0	201	Core destroyed
v531fix_auroraveil_s1_A	auroraveil	1	A	585	0	12	0	3	1.25	4	5	13	10	17	1	1	8	10	1	4	9	13	15	8	13	18	3	0	20	43	0	150	81	30	430	26	280	1380	1710	5220	1	0	7	5	1	10	1	1	0	7	5	1	10	1	2	1	7	5	1	8	1	2	1	7	7	1	8	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	3	0	2	4	3	0	1	4	3	0	1	6	5	0	0	5	19	6	0	5.306	12	19	1951	0.614	0.0087	7	10	12	3	3	0.25	1	19	5	0.263	3	2	31	30	6	5	29	2	137	2	6	4	4	28	11	10	13	1	builder_attack	theirs	14	5	2	2	12	12	137	0.234	0.311	146	2	13	392	0.67	7	3	107	1	1	0	0	207	117	2	8	0	0	2	2	1	0.5	207	0	46	29	172	49	9	24	136	0	338	197	464	500	0	585	Core destroyed
parent_auroraveil_s1_B	auroraveil	1	B	474	0	7	0	3	1.25	4	6	102	8	13	0	0	4	11	1	3	103	0	0	8	8	9	5	0	30	12	0	100	106	0	200	14	0	490	0	2120	0	0	0	1	-1	-1	0	0	0	0	2	-1	-1	0	0	0	0	2	-1	-1	0	2	0	0	5	2	8	0	144	-1	2	0	330	0	0.0	330	1.0	3.42	330	330	1.0	8	1	1	0	7	2	2	0	6	2	2	0	6	5	5	0	3	15	15	5	0	4.186	7	12	1303	0.5932	0.0046	6	8	8	6	4	0.857	0	19	5	0.263	2	2	11	27	6	4	11	0	44	2	5	5	3	16	7	7	9	0	builder_attack	theirs	18	1	2	2	8	8	218	0.46	0.466	266	2	11	463	0.977	5	6	127	0	4	0	0	154	29	4	6	0	0	4	4	1	0.25	154	1	68	42	49	15	19	15	339	0	500	-1	500	500	0	474	Core destroyed
flagoff_auroraveil_s1_B	auroraveil	1	B	255	0	6	0	3	1.25	4	6	-1	-1	-1	0	0	0	11	1	1	-1	0	0	8	6	9	15	0	0	12	0	0	15	0	180	22	0	910	0	1450	0	0	0	4	-1	-1	0	0	0	0	5	-1	-1	0	0	0	0	5	-1	-1	0	0	0	0	6	-1	-1	0	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	4	5	5	0	3	5	5	0	3	5	5	0	2	15	15	6	0	4.451	6	6	998	0.7756	0.008	6	8	8	3	3	0.5	0	19	5	0.263	2	2	4	3	6	4	4	0	27	11	5	4	1	8	7	7	9	0	builder_attack	theirs	18	1	2	2	8	8	125	0.49	0.608	149	2	14	241	0.945	5	3	13	0	2	0	0	115	21	2	1	0	0	2	2	1	0.5	115	1	28	23	53	15	56	21	159	0	500	-1	500	500	0	255	Core destroyed
v530_auroraveil_s1_B	auroraveil	1	B	905	0	5	0	3	1.25	4	5	96	10	17	0	0	1	11	2	3	100	0	0	11	7	5	38	0	30	63	0	100	66	0	200	10	0	450	0	2210	0	0	0	1	-1	-1	0	0	0	0	1	-1	-1	0	1	0	0	1	11	10	0	1	0	0	1	3	10	0	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	1	1	0	6	1	1	0	7	1	1	0	5	6	6	2	0	1.01	5	6	2104	0.4995	0.0029	6	10	10	2	2	0.4	0	19	4	0.211	2	1	135	32	6	3	135	0	552	2	6	5	3	8	9	7	15	0	sentinel	ours	1	21	1	2	10	10	895	0.989	0.989	954	2	11	894	0.988	5	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	376	0	36	5	102	10	110	0	420	-1	500	500	0	905	Core destroyed
v531fix_auroraveil_s1_B	auroraveil	1	B	504	1	8	0	3	1.25	4	5	191	8	13	0	0	2	27	1	1	192	0	0	2	10	3	35	0	0	75	0	0	92	0	0	62	0	30	1400	220	0	0	0	2	-1	-1	0	0	0	0	1	-1	-1	0	0	0	0	2	-1	-1	0	0	0	0	1	-1	-1	0	203	205	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	1	1	0	6	2	2	0	5	1	1	0	6	10	10	3	0	1.133	8	8	1751	0.9052	0.0023	6	8	8	5	5	0.625	3	19	5	0.263	2	2	4	40	6	4	4	0	27	2	5	4	8	16	7	4	9	0	builder_attack	theirs	18	1	2	2	8	8	496	0.984	0.984	902	3	10	494	0.98	5	5	26	0	2	0	0	170	34	2	4	0	0	2	1	2	1.0	170	0	0	111	46	106	59	26	-1	500	500	332	0	500	1	504	Core destroyed
parent_auroraveil_s2_A	auroraveil	2	A	201	1	4	0	3	1.25	4	4	9	8	23	1	1	2	10	2	3	10	7	7	9	8	4	21	20	10	72	110	50	16	210	130	14	460	620	460	620	1	1	7	1	1	8	1	1	1	7	1	1	8	1	2	1	7	1	1	8	1	2	1	7	1	1	8	1	20	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.975	4	7	634	0.6751	0.0047	6	10	13	2	2	0.5	0	19	5	0.263	3	2	15	30	6	6	15	0	56	2	6	6	5	11	11	11	12	0	gunner	theirs	13	8	2	2	13	13	131	0.652	0.821	147	2	16	185	0.92	8	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	27	0	62	56	14	10	147	14	464	90	0	174	1	201	Core destroyed
flagoff_auroraveil_s2_A	auroraveil	2	A	432	1	5	0	3	1.25	4	4	9	8	23	1	1	3	10	1	1	10	7	7	7	35	5	12	30	0	41	110	0	12	210	0	44	460	0	1040	0	1	1	7	5	1	8	1	1	1	7	5	1	8	1	1	1	7	5	1	8	1	1	1	7	5	1	8	1	20	22	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	4	0	2	5	4	0	2	5	4	0	2	5	4	0	2	5	17	5	0	4.785	5	6	1385	0.6765	0.0592	6	10	13	2	2	0.4	0	19	5	0.263	3	2	36	6	6	6	13	23	-22	2	6	6	33	40	11	14	12	1	builder_attack	theirs	14	5	2	2	13	13	291	0.674	0.681	355	2	56	376	0.87	9	2	284	0	1	0	0	294	294	1	2	0	0	1	1	1	1.0	294	1	0	141	70	34	35	28	-1	500	500	333	0	500	1	432	Core destroyed
