r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
29	500	500	186	16	130	15	16	130	0	0	1	3	0	0	1	0
30	500	500	190	16	140	7	16	130	0	0	1	3	0	0	1	0
31	500	500	204	16	150	27	16	140	0	0	1	3	0	0	1	0
32	500	500	204	16	150	21	16	150	0	0	1	3	0	0	1	0
33	500	500	208	16	160	33	16	170	0	0	1	3	0	0	1	0
34	500	500	208	16	160	25	16	170	0	0	1	3	0	0	1	0
35	500	500	238	16	180	35	16	170	0	0	1	3	0	0	1	0
36	500	500	238	16	180	47	16	190	0	0	1	3	0	0	1	0
37	500	500	238	16	180	67	16	210	0	0	1	3	0	0	1	0
38	500	500	248	16	190	23	16	220	0	0	1	3	0	0	1	0
39	500	500	270	24	210	43	12	230	0	0	1	3	0	0	1	0
40	500	500	280	24	220	53	8	240	0	0	1	3	0	0	1	0
41	500	500	290	24	230	73	4	260	0	0	1	3	0	0	1	0
42	500	500	230	24	230	77	16	280	1	0	1	3	0	1	1	0
43	500	482	260	14	250	89	20	290	1	0	1	3	0	1	1	0
44	500	482	240	44	260	95	24	310	1	0	1	3	0	1	1	0
45	500	464	167	64	260	125	20	340	1	0	1	3	0	1	1	0
46	500	468	147	94	270	130	20	350	1	0	1	3	0	1	1	1
47	500	454	140	114	290	127	20	350	1	0	1	3	0	1	1	1
48	500	458	119	144	300	74	20	360	1	0	1	3	0	1	1	1
49	500	444	83	164	300	89	16	380	1	0	1	3	0	1	1	1
50	500	448	27	176	300	38	16	400	1	0	1	3	0	1	1	1
51	500	434	51	166	320	40	20	410	1	0	1	3	0	1	1	2
52	500	438	55	166	330	46	16	430	1	0	1	3	0	1	1	1
53	500	424	59	156	340	67	16	460	1	0	1	3	0	1	1	2
54	500	428	69	156	350	57	20	470	1	0	1	3	0	1	1	2
55	500	414	83	146	360	51	24	470	1	0	1	3	0	1	1	2
56	500	418	53	176	360	49	24	480	1	0	1	3	0	1	1	1
57	500	404	57	166	370	66	24	500	1	0	1	3	0	1	1	2
58	500	408	57	166	370	65	24	520	1	0	1	3	0	1	1	2
59	500	390	71	156	380	20	24	530	1	0	1	3	0	1	1	1
60	500	394	71	156	380	21	24	550	1	0	1	3	0	1	1	2
61	500	380	75	146	390	48	24	580	1	0	1	3	0	1	1	2
62	500	384	55	176	400	26	24	590	1	0	1	3	0	1	1	2
63	500	370	69	166	410	23	24	590	1	0	1	3	0	1	1	1
64	500	374	69	166	410	20	24	600	1	0	1	3	0	1	1	2
65	500	360	73	156	420	27	24	620	1	0	1	3	0	1	1	3
66	500	364	73	156	420	34	24	640	1	0	1	3	0	1	1	2
67	500	350	40	146	430	41	24	650	1	0	1	3	0	1	1	2
68	500	354	7	172	430	38	24	670	1	0	1	3	0	1	1	2
69	500	340	0	162	430	55	24	700	1	0	1	3	0	1	1	2
70	500	344	10	162	440	52	24	710	1	0	1	3	0	1	1	2
71	500	330	23	152	450	59	24	710	1	0	1	3	0	1	1	2
72	500	334	16	152	450	56	24	720	1	0	1	3	0	1	1	2
73	500	320	16	142	450	73	24	740	1	0	1	3	0	1	1	2
74	500	324	14	144	450	80	24	760	1	0	1	3	0	1	1	2
75	500	310	24	134	450	97	24	770	1	0	1	3	0	1	1	3
76	500	314	14	144	450	106	24	790	1	0	1	3	0	1	1	2
77	500	300	14	134	450	133	24	820	1	0	1	3	0	1	1	2
78	500	304	24	134	460	140	24	830	1	0	1	3	0	1	1	2
79	500	290	24	134	460	147	24	830	1	0	1	3	0	1	1	2
80	500	294	14	144	460	52	24	840	1	0	1	3	0	1	1	2
81	482	280	14	134	460	69	14	860	1	0	1	3	0	1	1	2
82	482	284	24	134	470	70	30	880	1	0	1	3	0	1	1	3
83	464	270	24	134	470	77	30	890	1	0	1	3	0	1	1	3
84	464	274	14	144	470	84	40	910	1	0	1	3	0	1	1	2
85	446	260	14	134	470	111	30	940	1	0	1	3	0	1	1	3
86	446	268	24	134	480	107	40	950	1	0	1	3	0	1	1	3
87	428	258	24	134	480	123	30	960	1	0	1	3	0	1	1	3
88	428	266	14	144	480	120	40	980	1	0	1	3	0	1	1	3
89	410	256	14	134	480	138	30	1000	1	0	1	3	0	1	1	3
90	410	264	14	134	480	146	40	1020	1	0	1	3	0	1	1	3
91	392	254	24	124	480	164	30	1030	1	0	1	3	0	1	1	3
92	392	262	14	134	480	62	40	1050	1	0	1	3	0	1	1	3
93	356	256	14	124	480	73	36	1080	1	0	1	3	0	1	1	3
94	356	268	14	124	480	64	52	1090	1	0	1	3	0	1	1	3
95	320	280	24	124	480	65	48	1100	1	0	1	3	0	1	1	3
96	320	292	24	124	480	66	64	1120	1	0	1	3	0	1	1	3
97	284	304	24	124	480	67	60	1140	1	0	1	3	0	1	1	3
98	284	316	24	124	480	68	76	1160	1	0	1	3	0	1	1	3
99	248	328	34	124	480	81	60	1170	1	0	1	3	0	1	1	3
100	248	340	34	124	480	82	76	1190	1	0	1	3	0	1	1	3
101	212	352	34	124	480	105	60	1220	1	0	1	3	0	1	1	3
102	212	364	34	124	480	96	76	1230	1	0	1	3	0	1	1	3
103	176	376	44	124	480	109	60	1240	1	0	1	3	0	1	1	3
104	176	388	44	124	480	110	76	1260	1	0	1	3	0	1	1	3
105	140	400	44	124	480	123	60	1280	1	0	1	3	0	1	1	3
106	140	412	44	124	480	124	76	1300	1	0	1	3	0	1	1	3
107	104	424	54	124	480	137	60	1310	1	0	1	3	0	1	1	3
108	104	436	54	124	480	138	76	1330	1	0	1	3	0	1	1	3
109	68	448	54	124	480	161	60	1360	1	0	1	3	0	1	1	3
110	68	460	54	124	480	152	76	1370	1	0	1	3	0	1	1	3
111	32	472	64	124	480	165	60	1380	1	0	1	3	0	1	1	3
112	32	484	64	124	480	166	76	1400	1	0	1	3	0	1	1	3
113	0	496	64	124	480	63	60	1420	1	0	1	3	0	1	1	3
