tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
nomouth_icefloe_s2_A	icefloe	2	A	437	0	10	0	3	1.388	4	5	6	6	22	2	2	6	16	1	2	7	9	9	6	12	14	47	40	30	48	110	70	93	210	290	57	460	930	900	4270	2	1	6	2	1	6	1	2	1	6	2	1	6	1	2	1	6	0	1	6	1	3	1	6	0	1	6	1	17	20	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	1	1	0	4	0	0	0	6	0	0	0	6	9	9	2	0	0.476	10	11	1500	0.376	0.0267	6	10	10	4	4	0.4	2	28	7	0.25	3	3	108	29	6	10	108	0	603	2	5	4	5	16	9	12	14	1	builder_attack	theirs	26	2	2	2	10	10	190	0.435	0.499	281	2	14	304	0.696	10	4	125	3	1	0	0	256	136	4	1	0	0	4	4	1	0.25	256	0	56	20	222	28	0	82	360	0	500	145	388	466	0	437	Core destroyed
ring_icefloe_s2_A	icefloe	2	A	266	0	8	0	3	1.388	4	5	17	7	22	1	3	4	16	1	2	2	7	11	12	10	10	74	20	20	44	140	120	94	340	320	140	840	860	1030	1340	1	1	7	2	1	7	2	3	2	11	2	1	6	2	4	2	11	2	1	6	2	4	2	11	2	1	6	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	1	1	0	4	1	1	0	4	1	1	0	4	10	10	5	0	1.726	8	7	695	0.1022	0.0302	6	10	10	3	3	0.375	0	28	7	0.25	3	3	85	51	6	12	85	0	465	2	5	4	7	18	9	7	17	1	builder_attack	theirs	27	2	2	2	10	10	169	0.635	0.805	176	2	16	249	0.936	6	3	29	1	1	0	0	101	39	2	0	0	0	2	2	1	0.5	101	0	37	20	158	38	0	74	233	0	500	61	344	500	0	266	Core destroyed
v530_icefloe_s2_B	icefloe	2	B	1000	0	6	0	3	1.458	4	5	13	6	22	1	1	6	10	1	2	5	8	8	9	30	12	29	40	20	68	110	90	116	210	180	131	910	490	7950	14270	1	1	6	5	1	6	1	1	1	6	2	1	6	1	1	1	6	1	1	6	1	5	3	13	1	1	6	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	1	1	0	5	1	1	0	6	1	1	0	5	10	10	4	0	1.05	6	19	3207	0.2049	0.0387	6	10	10	3	3	0.5	0	28	7	0.25	3	3	221	333	6	8	221	0	1217	2	5	5	10	21	9	10	11	1	builder_attack	ours	1	27	2	2	10	10	881	0.881	0.941	960	2	11	984	0.984	5	3	104	2	0	0	0	143	114	2	10	0	0	2	2	1	0.5	143	0	15	26	621	307	18	57	-1	500	500	225	8	500	0	1000	Titanium collected (tiebreak)
parent_icefloe_s2_B	icefloe	2	B	494	0	7	0	3	1.458	4	4	8	6	22	3	3	6	10	1	1	9	8	8	11	11	8	63	0	40	69	0	60	57	0	60	91	0	60	780	800	3	0	0	5	2	6	0	3	0	0	5	2	6	0	3	0	4	5	1	6	1	3	0	4	5	1	6	1	14	86	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	4	4	0	2	10	10	5	0	4.117	7	6	1212	0.2723	0.0396	6	10	10	4	4	0.571	0	28	7	0.25	3	3	72	36	6	10	72	0	453	2	5	4	8	30	9	11	12	0	builder_attack	theirs	27	1	2	2	10	10	470	0.951	0.964	704	2	11	483	0.978	6	4	222	3	1	0	0	344	233	4	0	0	0	4	4	1	0.25	344	0	45	76	73	62	9	89	423	0	500	345	358	500	0	494	Core destroyed
flagoff_icefloe_s2_B	icefloe	2	B	246	0	5	0	3	1.458	4	4	8	6	22	3	4	6	10	2	2	9	8	11	9	6	7	57	0	40	46	0	50	62	0	170	50	100	420	100	540	3	0	0	5	2	6	0	4	0	0	5	2	6	0	4	0	4	5	1	6	1	5	1	6	5	1	6	1	14	87	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	4	4	0	2	10	10	6	0	4.228	5	5	579	0.1969	0.0017	6	10	10	3	3	0.6	0	28	7	0.25	3	3	62	80	6	10	62	0	346	2	5	4	2	9	9	7	12	0	builder_attack	theirs	27	1	2	2	10	10	196	0.797	0.825	242	2	11	235	0.955	5	3	55	2	1	0	0	121	65	3	0	0	0	3	3	1	0.333	121	0	42	11	35	0	0	52	191	0	500	-1	500	500	0	246	Core destroyed
nomouth_icefloe_s2_B	icefloe	2	B	538	0	8	0	3	1.458	4	4	8	6	22	3	3	6	10	2	2	10	7	7	12	12	20	63	0	40	91	0	80	54	0	170	8	0	460	680	4690	3	0	0	4	2	6	0	3	0	0	4	2	6	0	4	0	0	4	2	6	0	4	0	0	3	2	6	0	15	346	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	3	3	0	4	3	3	0	4	3	3	0	4	10	10	7	0	2.95	8	8	1795	0.0797	0.0228	6	10	10	5	5	0.625	0	28	7	0.25	3	3	213	168	6	10	213	0	1217	2	5	4	6	16	9	9	12	0	builder_attack	theirs	27	1	2	2	10	10	306	0.569	0.604	397	2	11	365	0.678	5	5	25	3	2	0	0	376	102	5	2	0	0	5	4	2	0.4	376	0	52	10	176	1	170	72	131	0	406	-1	500	500	0	538	Core destroyed
ring_icefloe_s2_B	icefloe	2	B	322	1	8	0	3	1.435	4	5	124	6	22	0	0	5	10	2	2	2	10	10	10	10	6	12	0	40	51	0	170	72	0	310	199	290	310	1190	310	0	0	6	1	1	-1	2	0	0	6	1	1	-1	2	0	0	6	1	1	-1	2	2	1	6	1	1	6	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	5	1	1	0	5	1	1	0	5	10	10	2	0	1.019	8	6	1517	0.4628	0.0046	6	10	10	4	4	0.5	0	28	7	0.25	3	3	86	85	6	9	86	0	512	1	5	5	5	40	9	15	11	1	builder_attack	ours	1	27	2	2	10	10	312	0.969	0.969	613	4	11	311	0.966	8	4	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	1	106	170	48	5	22	-1	500	500	254	0	500	1	322	Core destroyed
v530_auroraveil_s1_A	auroraveil	1	A	512	0	14	0	3	1.25	4	5	120	8	13	0	0	3	10	1	2	9	13	14	8	10	11	2	0	20	70	0	100	65	0	200	150	140	450	910	3280	0	0	7	5	1	-1	1	0	0	7	5	1	-1	1	0	0	7	5	1	-1	1	3	1	7	5	1	8	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	4	0	2	5	4	0	2	5	4	0	2	5	4	0	2	5	19	5	0	4.799	14	15	2449	0.7232	0.0065	7	10	12	4	3	0.286	2	19	5	0.263	3	2	24	46	6	7	17	7	46	2	6	5	4	15	11	11	13	1	builder_attack	theirs	14	5	2	2	12	12	316	0.617	0.715	330	2	13	499	0.975	7	4	87	1	2	0	0	128	98	3	4	0	1	2	3	1	0.333	128	0	34	15	179	6	95	2	491	0	500	-1	500	500	0	512	Core destroyed
parent_auroraveil_s1_A	auroraveil	1	A	349	0	4	0	3	1.25	4	4	9	8	23	1	3	3	10	2	2	10	7	15	8	9	5	57	30	10	73	110	10	14	210	10	16	460	10	830	330	1	1	7	1	1	8	1	3	1	7	1	1	8	1	3	1	7	1	1	8	1	3	1	7	1	1	8	1	19	21	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.986	4	6	1357	0.6927	0.0567	6	10	13	2	2	0.5	0	19	5	0.263	3	2	37	4	6	7	36	1	98	2	6	5	6	13	11	8	12	0	gunner	theirs	13	8	2	2	13	13	39	0.112	0.341	43	2	14	335	0.96	6	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	28	0	111	109	8	10	261	0	500	73	50	286	0	349	Core destroyed
flagoff_auroraveil_s1_A	auroraveil	1	A	170	1	4	0	3	1.25	4	4	9	8	23	1	2	2	10	2	3	10	7	11	7	7	3	21	20	0	70	110	0	14	210	0	14	380	0	380	0	1	1	7	1	1	8	1	2	1	7	1	1	8	1	2	1	7	1	1	8	1	2	1	7	1	1	8	1	20	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.971	4	6	484	0.5393	0.0062	6	10	13	2	2	0.5	0	19	5	0.263	3	2	19	22	6	6	19	0	66	2	6	6	4	9	11	9	12	0	gunner	theirs	13	8	2	2	13	13	157	0.924	0.924	177	2	15	155	0.912	6	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	17	47	15	0	-1	500	500	77	0	98	1	170	Core destroyed
nomouth_auroraveil_s1_A	auroraveil	1	A	349	0	4	0	3	1.25	4	4	9	8	23	1	3	3	10	2	2	10	7	15	8	9	5	57	30	10	73	110	10	14	210	10	16	460	10	830	330	1	1	7	1	1	8	1	3	1	7	1	1	8	1	3	1	7	1	1	8	1	3	1	7	1	1	8	1	19	21	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.986	4	6	1357	0.6927	0.0567	6	10	13	2	2	0.5	0	19	5	0.263	3	2	37	4	6	7	36	1	98	2	6	5	6	13	11	8	12	0	gunner	theirs	13	8	2	2	13	13	39	0.112	0.341	43	2	14	335	0.96	6	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	28	0	111	109	8	10	261	0	500	73	50	286	0	349	Core destroyed
ring_auroraveil_s1_A	auroraveil	1	A	1000	1	13	0	3	1.25	4	5	76	8	13	0	0	8	10	1	1	2	13	14	5	20	6	4	0	0	12	0	0	5	0	0	133	250	0	2240	0	0	0	9	2	1	-1	3	0	0	9	0	1	-1	3	2	1	9	1	1	8	3	4	1	9	0	1	8	3	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	0	0	0	5	1	1	0	4	0	0	0	5	12	12	1	0	0.046	13	8	4071	0.508	0.0106	7	9	9	7	4	0.538	2	19	5	0.263	2	2	225	187	7	6	225	0	911	2	6	5	10	27	8	5	11	1	gunner	theirs	18	3	2	2	9	9	275	0.275	0.298	275	1	10	990	0.99	8	7	24	2	4	0	0	412	16	6	3	0	0	6	5	2	0.333	412	2	13	34	176	40	417	10	-1	500	500	298	48	500	1	1000	Titanium collected (tiebreak)
v530_auroraveil_s1_B	auroraveil	1	B	148	0	5	0	3	1.25	4	5	76	10	17	0	0	3	13	2	2	77	0	0	8	5	6	58	0	0	85	0	150	40	0	380	64	0	730	0	730	0	0	0	2	-1	-1	0	0	0	0	2	-1	-1	0	2	0	0	2	3	10	0	0	0	0	0	-1	-1	0	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	2	2	0	5	2	2	0	5	-1	-1	-1	-1	6	6	2	0	1.905	5	7	442	0.7805	0.0068	6	10	10	2	2	0.4	1	19	4	0.211	2	1	5	5	6	3	5	0	34	2	6	5	2	6	9	6	15	0	sentinel	ours	1	21	1	2	10	10	123	0.831	0.851	167	2	11	137	0.926	5	2	69	1	0	0	0	79	79	1	1	0	0	1	1	1	1.0	79	1	43	0	30	3	0	25	113	0	0	-1	500	500	0	148	Core destroyed
