tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
nomouth_atoll_s1_B	atoll	1	B	179	1	6	0	3	1.061	3	5	2	3	22	2	2	2	2	3	3	3	4	4	11	8	4	42	120	110	132	260	180	61	460	280	36	860	370	860	370	2	2	4	2	1	3	2	2	2	4	2	1	3	2	2	2	4	2	1	3	2	2	2	4	2	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	2	2	0	3	2	2	0	2	2	2	0	3	20	20	2	0	1.743	6	5	298	0.4966	0.0403	6	8	8	4	3	0.667	0	22	5	0.227	2	2	5	30	6	5	5	0	33	2	5	4	3	13	12	9	13	1	sentinel	theirs	20	2	2	2	8	8	170	0.95	0.95	325	3	12	167	0.933	11	4	125	3	0	0	0	141	134	3	3	0	0	3	3	1	0.333	141	1	59	0	0	32	26	20	13	448	500	124	0	248	1	179	Core destroyed
nocorner_atoll_s1_B	atoll	1	B	801	1	18	0	3	1.061	3	5	6	3	22	3	3	3	3	3	5	2	10	12	12	48	21	8	110	120	29	270	270	23	490	470	160	1230	970	5620	3580	3	2	4	3	1	3	2	3	2	4	3	1	3	2	3	2	10	0	1	3	3	3	3	13	0	1	3	3	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	3	3	0	3	0	0	1	4	0	0	1	4	25	25	5	1	0.255	18	14	2052	0.556	0.0317	6	8	8	18	16	1.0	0	22	5	0.227	2	2	38	124	6	5	33	5	199	2	5	4	13	26	10	8	13	0	builder_attack	theirs	25	1	2	2	8	8	201	0.251	0.262	215	2	10	791	0.988	6	18	10	13	3	0	0	446	20	16	6	0	0	16	10	4	0.25	446	0	52	221	0	103	12	32	-1	500	500	270	0	500	1	801	Core destroyed
nodoor_atoll_s1_B	atoll	1	B	365	0	5	0	3	1.061	3	5	5	3	22	1	1	1	2	2	3	2	1	1	4	4	3	0	0	130	7	0	280	7	0	480	7	0	980	0	1800	1	0	1	1	1	3	1	1	0	1	4	1	3	1	1	0	1	5	1	3	1	1	0	1	5	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	4	4	0	1	5	5	0	0	5	5	0	0	23	23	5	0	4.395	5	5	142	0.3732	0.0	6	8	8	2	2	0.4	0	22	5	0.227	2	2	4	109	6	4	4	0	28	2	5	4	1	11	10	11	14	1	sentinel	ours	0	23	2	2	8	8	66	0.181	0.197	83	2	10	355	0.973	7	2	30	2	0	0	0	80	38	2	0	0	0	2	1	2	1.0	80	0	225	0	0	5	0	0	14	0	482	-1	500	500	0	365	Core destroyed
ring_atoll_s1_B	atoll	1	B	447	0	8	0	3	1.061	3	5	6	3	22	1	1	2	4	3	4	2	8	8	11	7	7	0	60	120	12	130	270	127	240	470	28	490	970	1100	2200	1	1	8	1	1	3	6	1	1	7	2	1	3	5	2	1	5	2	1	3	4	2	1	5	2	1	3	4	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	2	1	1	0	2	1	1	0	3	1	1	0	2	32	32	1	0	0.897	8	9	1240	0.721	0.1556	6	8	8	5	3	0.625	3	22	5	0.227	2	2	6	206	6	4	4	2	14	2	5	5	2	9	10	6	12	1	sentinel	theirs	21	1	2	2	8	8	44	0.098	0.114	51	2	10	437	0.978	5	5	41	3	0	0	0	33	18	3	2	0	0	3	2	2	0.667	33	0	169	3	20	25	202	0	161	0	500	-1	500	500	0	447	Core destroyed
v530_atoll_s2_A	atoll	2	A	534	0	8	0	3	0.0	2	5	6	3	27	3	4	4	6	3	4	2	10	13	11	18	20	44	120	60	70	260	240	27	360	500	101	910	1000	1880	2970	3	2	4	2	1	3	2	4	1	3	7	1	3	2	4	1	3	7	1	3	2	4	3	13	5	1	3	3	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	6	6	0	0	6	6	0	0	5	5	0	0	27	27	6	0	4.861	8	19	1498	0.7303	0.0167	6	8	8	4	4	0.5	1	22	5	0.227	2	2	5	149	6	5	5	0	31	2	5	4	1	6	11	6	14	0	builder_attack	theirs	23	2	2	2	8	8	96	0.18	0.189	105	2	11	523	0.979	6	4	10	3	0	0	0	98	18	3	13	0	0	3	2	2	0.667	98	0	68	49	18	28	95	19	71	0	266	-1	500	500	0	534	Core destroyed
parent_atoll_s2_A	atoll	2	A	287	1	7	0	3	0.0	2	5	2	3	27	2	3	3	2	3	5	3	4	8	13	15	8	40	120	120	29	270	240	116	610	620	41	1490	1630	2340	2050	2	2	4	2	1	3	2	3	2	4	2	1	3	2	3	3	14	2	1	3	3	3	2	10	0	1	3	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	2	2	0	4	2	2	0	3	0	0	0	4	20	20	2	0	1.199	7	10	628	0.3981	0.0573	6	8	8	6	4	0.857	0	22	5	0.227	2	2	6	7	6	6	6	0	34	2	5	5	5	13	9	5	11	0	builder_attack	theirs	25	1	2	2	8	8	184	0.641	0.652	264	2	9	278	0.969	7	6	22	1	1	0	0	64	31	2	7	0	0	2	2	1	0.5	64	0	69	161	0	73	50	30	115	12	446	200	0	500	1	287	Core destroyed
flagoff_atoll_s2_A	atoll	2	A	230	0	5	0	3	0.0	2	5	2	3	27	2	2	2	2	4	5	3	4	4	14	6	9	64	120	120	51	270	320	27	470	620	10	970	1660	1110	2020	2	2	4	2	1	3	2	2	2	4	3	1	3	2	2	2	4	4	1	3	2	2	2	4	4	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	3	3	0	3	4	4	0	2	4	4	0	2	20	20	4	0	3.122	5	5	557	0.7379	0.1903	6	8	8	3	2	0.6	0	22	5	0.227	2	2	6	37	6	6	6	0	34	2	5	5	2	9	9	9	11	0	builder_attack	theirs	25	1	2	2	8	8	77	0.335	0.335	131	2	9	221	0.961	4	3	56	2	0	0	0	85	65	2	1	0	0	2	2	1	0.5	85	0	78	5	0	82	131	28	145	0	446	-1	500	500	0	230	Core destroyed
nomouth_atoll_s2_A	atoll	2	A	157	0	6	0	3	0.0	2	6	2	3	27	1	1	1	4	3	5	3	2	2	13	5	8	59	70	140	12	110	370	12	110	850	11	110	1680	110	1680	1	1	2	3	1	3	1	1	0	1	7	1	3	1	1	0	1	7	1	3	1	1	0	1	7	1	3	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	5	5	0	1	5	5	0	1	5	5	0	0	21	21	5	0	3.885	6	8	355	0.6197	0.0085	6	8	8	3	3	0.5	2	22	5	0.227	2	2	5	4	6	5	5	0	30	2	5	4	1	4	12	4	13	1	sentinel	theirs	19	3	2	3	8	8	74	0.471	0.471	87	2	12	145	0.924	4	3	9	3	0	0	0	33	18	3	1	0	0	3	3	1	0.333	33	0	50	4	13	30	0	12	100	0	90	-1	500	500	0	157	Core destroyed
nocorner_atoll_s2_A	atoll	2	A	318	1	6	0	3	0.0	2	5	6	3	27	2	2	2	2	4	5	2	4	4	13	10	3	45	120	140	74	270	280	88	420	520	89	670	520	970	520	2	2	4	1	1	3	2	2	2	4	5	1	3	2	2	1	3	6	1	3	2	2	1	3	6	1	3	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	5	5	0	1	5	5	0	1	5	5	0	1	21	21	5	0	4.305	6	5	767	0.7145	0.1656	6	8	8	5	3	0.833	0	22	5	0.227	2	2	6	46	6	6	6	0	34	1	5	5	6	55	9	25	11	0	builder_attack	theirs	24	1	2	2	8	8	310	0.975	0.975	609	2	9	309	0.972	10	5	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	91	7	12	37	0	40	17	452	500	171	0	500	1	318	Core destroyed
nodoor_atoll_s2_A	atoll	2	A	670	1	9	0	3	0.0	2	5	6	3	27	4	4	4	3	3	4	2	5	13	5	21	12	12	120	90	53	270	230	88	470	440	52	1420	960	6110	4470	4	2	4	2	1	3	2	4	2	4	4	1	3	2	4	2	4	4	1	3	2	4	4	14	2	1	3	3	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	2	4	4	0	2	2	2	0	3	22	22	5	0	2.148	9	16	2091	0.7685	0.0124	6	8	8	8	6	0.889	0	22	5	0.227	2	2	11	152	6	5	11	0	71	2	5	4	7	17	9	4	11	0	builder_attack	theirs	23	2	2	2	8	8	138	0.206	0.261	139	2	9	661	0.987	5	8	7	6	0	0	0	221	15	6	4	0	0	6	6	1	0.167	221	0	41	10	4	257	0	36	65	436	500	189	0	500	1	670	Core destroyed
ring_atoll_s2_A	atoll	2	A	602	0	14	0	3	0.0	2	5	6	3	27	2	2	5	3	3	5	2	9	17	9	30	20	68	120	100	117	260	260	60	460	460	70	1360	1460	3410	4650	2	2	9	2	1	3	7	2	2	8	4	1	3	6	3	2	8	3	1	3	6	3	3	18	0	1	3	7	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	0	2	2	0	0	2	2	0	0	0	0	0	1	22	22	2	0	0.259	14	17	1764	0.733	0.0198	6	8	8	13	10	0.929	0	22	5	0.227	2	2	20	98	6	5	20	0	131	2	5	4	11	32	11	7	11	1	sentinel	theirs	21	1	2	2	8	8	195	0.324	0.364	277	2	11	591	0.982	5	13	15	7	3	0	0	256	87	10	8	0	0	10	6	3	0.3	256	0	92	49	41	46	227	70	562	0	500	-1	500	500	0	602	Core destroyed
v530_atoll_s2_B	atoll	2	B	382	1	12	0	3	1.061	3	5	5	3	22	2	3	3	4	3	4	2	3	10	11	11	3	12	20	120	15	100	270	91	270	470	76	770	730	1670	730	2	1	3	1	1	3	2	3	1	3	4	1	3	2	3	1	13	5	1	3	2	3	1	13	5	1	3	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	3	3	0	3	4	4	0	2	4	4	0	2	24	24	4	0	3.5	12	6	1273	0.6347	0.011	6	8	8	10	9	0.833	2	22	5	0.227	2	2	8	76	6	4	8	0	57	2	5	4	4	52	10	22	12	1	sentinel	theirs	21	1	2	2	8	8	271	0.709	0.78	351	3	10	372	0.974	9	10	12	6	0	0	0	167	20	6	4	0	0	6	3	3	0.5	167	0	100	12	10	57	25	16	-1	500	500	163	0	500	1	382	Core destroyed
parent_atoll_s2_B	atoll	2	B	191	1	5	0	3	1.061	3	5	2	3	22	2	2	2	3	3	3	3	4	4	9	6	2	28	120	100	87	260	180	14	460	280	12	920	500	920	500	2	2	4	2	1	3	2	2	2	4	2	1	3	2	2	2	4	3	1	3	2	2	2	4	3	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	2	2	0	3	3	3	0	2	3	3	0	2	21	21	3	0	2.435	5	5	496	0.7601	0.0081	6	8	8	2	2	0.4	1	22	5	0.227	2	2	7	72	6	7	7	0	40	2	5	5	3	12	10	12	14	1	sentinel	ours	0	23	2	2	8	8	124	0.649	0.958	161	2	10	181	0.948	10	2	76	1	0	0	0	84	84	1	1	0	0	1	1	1	1.0	84	0	66	0	0	91	0	10	14	460	494	63	0	140	1	191	Core destroyed
flagoff_atoll_s2_B	atoll	2	B	142	1	5	0	3	1.061	3	5	2	3	22	2	2	2	3	3	3	3	4	4	9	7	2	29	120	100	12	260	180	15	460	280	28	680	380	680	380	2	2	4	2	1	3	2	2	2	4	3	1	3	2	2	2	4	3	1	3	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	3	3	0	3	3	3	0	3	-1	-1	-1	-1	21	21	4	0	2.5	5	5	319	0.4734	0.0219	6	8	8	2	2	0.4	2	22	5	0.227	2	2	7	17	6	7	7	0	40	2	5	5	3	11	10	11	14	1	sentinel	ours	0	23	2	2	8	8	78	0.549	0.648	113	2	10	132	0.93	9	2	64	2	0	0	0	100	72	2	2	0	0	2	1	2	1.0	100	0	59	0	0	45	0	10	14	448	486	87	0	0	1	142	Core destroyed
nomouth_atoll_s2_B	atoll	2	B	119	1	5	0	3	1.061	3	5	2	3	22	2	3	3	3	3	3	3	4	4	12	6	2	55	120	130	89	260	240	13	460	340	23	560	380	560	380	2	2	4	2	1	3	2	3	2	4	3	1	3	2	3	2	4	3	1	3	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	3	3	0	2	3	3	0	1	-1	-1	-1	-1	24	24	3	0	2.277	5	5	125	0.432	0.024	6	8	8	3	2	0.6	0	22	5	0.227	2	2	6	3	6	6	6	0	36	2	5	4	3	9	11	9	11	1	sentinel	theirs	17	5	2	3	8	8	110	0.924	0.933	121	2	11	108	0.908	9	3	15	1	0	0	0	23	23	1	1	0	0	1	1	1	1.0	23	0	55	0	0	31	0	20	14	448	494	64	0	0	1	119	Core destroyed
nocorner_atoll_s2_B	atoll	2	B	297	1	8	0	3	1.061	3	5	6	3	22	2	2	2	4	3	3	2	4	4	12	16	5	16	110	120	97	270	200	73	470	300	98	970	480	1450	480	2	2	4	0	1	3	2	2	2	4	4	1	3	2	2	2	4	4	1	3	2	2	2	4	4	1	3	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	4	4	4	0	1	4	4	0	2	4	4	0	2	33	33	4	0	3.428	8	5	898	0.5312	0.0267	6	8	8	6	5	0.75	0	22	5	0.227	2	2	9	49	6	5	9	0	57	2	5	5	7	22	9	10	16	0	builder_attack	theirs	25	1	2	2	8	8	109	0.367	0.431	130	2	9	288	0.97	11	6	33	5	0	0	0	81	33	5	2	0	0	5	4	2	0.4	81	0	58	0	22	38	19	20	16	446	500	157	0	500	1	297	Core destroyed
