r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
29	500	500	91	16	90	28	24	130	0	0	1	4	1	0	1	0
30	500	500	101	16	100	38	24	140	0	0	1	4	1	0	1	0
31	500	500	64	16	100	48	24	140	0	0	1	4	1	0	1	0
32	500	500	72	16	110	58	24	150	0	0	1	4	1	0	1	0
33	500	500	70	16	110	68	24	160	0	0	1	4	1	0	1	0
34	500	500	74	16	120	14	24	160	0	0	1	4	1	0	1	0
35	500	500	78	16	120	26	24	170	0	0	1	4	0	0	1	0
36	500	500	88	16	130	36	24	180	0	0	1	4	1	0	1	0
37	500	500	82	16	130	38	24	190	0	0	1	4	1	0	1	0
38	500	500	86	16	140	40	24	200	0	0	1	4	1	0	1	0
39	500	500	90	16	140	42	24	200	0	0	1	4	0	0	1	0
40	500	500	100	16	150	52	24	210	0	0	1	4	1	0	1	0
41	500	500	88	16	150	62	24	220	0	0	1	4	1	0	1	0
42	500	500	98	16	160	6	24	220	0	0	1	4	0	0	1	0
43	500	500	59	16	160	26	24	230	0	0	1	4	1	0	1	0
44	500	500	79	16	180	28	24	240	0	0	1	4	1	0	1	0
45	500	500	83	16	190	28	24	240	0	0	1	4	1	0	1	0
46	500	500	93	16	200	30	24	250	0	0	1	4	0	0	1	0
47	500	500	58	16	200	50	24	260	0	0	2	4	0	0	2	0
48	500	500	68	16	210	52	24	270	0	0	2	4	0	0	2	1
49	500	500	70	24	220	64	24	290	0	0	2	4	0	0	2	1
50	500	500	80	24	230	17	24	300	0	0	2	4	1	0	2	1
51	500	500	81	24	230	37	20	310	0	0	2	4	1	0	2	1
52	500	500	99	24	250	43	20	320	0	0	2	4	1	0	2	2
53	500	500	90	24	250	30	20	320	0	0	2	4	1	0	2	2
54	500	500	97	24	260	34	20	330	0	0	2	4	1	0	2	2
55	500	500	104	24	260	46	20	340	0	0	2	4	1	0	2	2
56	500	500	111	24	270	41	20	350	0	0	2	4	1	0	2	1
57	500	500	73	24	280	55	20	370	0	0	2	4	1	0	2	2
58	500	500	81	24	290	50	20	380	0	0	2	4	1	0	2	2
59	500	500	84	24	290	55	24	390	0	0	2	4	1	0	2	2
60	500	500	102	24	310	63	20	400	0	0	2	4	1	0	2	1
61	500	500	93	24	310	57	20	400	0	0	2	4	1	0	2	2
62	500	500	101	24	320	52	20	410	0	0	2	4	1	0	2	2
63	500	500	109	24	320	66	24	420	0	0	2	4	1	0	2	1
64	500	500	117	24	330	12	24	430	0	0	2	4	1	0	2	2
65	500	500	79	24	340	32	20	450	0	0	2	4	1	0	2	2
66	500	500	77	24	340	28	20	460	0	0	2	4	1	0	2	2
67	500	500	95	24	350	34	20	470	0	0	2	4	1	0	2	1
68	500	500	115	24	370	30	24	480	0	0	2	4	1	0	2	2
69	500	500	116	24	380	30	24	480	0	0	2	4	1	0	2	2
70	500	500	77	24	390	38	24	490	0	0	2	4	1	0	2	3
71	500	500	80	24	390	56	24	500	0	0	2	4	1	0	2	2
72	500	500	83	24	400	64	24	510	0	0	2	4	1	0	2	2
73	500	500	84	24	410	72	24	520	0	0	2	4	1	0	2	2
74	500	500	82	24	410	3	24	520	0	0	2	4	1	0	2	2
75	500	500	78	24	410	13	24	520	0	0	2	4	1	0	2	2
76	500	500	98	24	430	1	24	520	0	0	2	4	1	0	2	2
77	500	500	71	44	430	1	20	520	0	0	2	4	0	0	2	2
78	500	500	71	44	430	1	16	520	0	0	2	4	0	0	2	2
79	500	500	74	44	430	11	16	520	0	0	2	4	0	0	2	3
80	500	500	84	44	440	9	12	520	0	0	2	4	1	0	2	3
81	500	500	82	49	450	7	8	520	0	0	2	4	1	0	2	2
82	500	500	79	52	450	5	4	520	0	0	2	4	0	0	2	3
83	500	500	82	52	450	13	0	520	0	0	2	3	1	0	2	2
84	500	500	83	61	460	3	0	520	0	0	2	3	0	0	2	3
85	500	500	67	71	460	3	0	520	0	0	2	3	1	0	2	3
86	500	500	67	71	460	3	0	520	0	0	2	3	1	0	2	2
87	500	500	25	71	460	13	0	520	0	1	2	3	0	0	2	3
88	500	500	28	67	470	1	0	520	0	1	2	3	0	0	2	3
89	500	500	21	63	470	1	0	520	0	1	2	3	1	0	2	3
90	500	500	21	59	470	1	0	520	0	1	2	3	1	0	2	3
91	500	500	24	55	470	11	0	520	0	1	2	3	0	0	2	3
92	500	500	34	51	480	7	0	520	0	1	2	3	1	0	2	3
93	500	500	27	51	480	3	0	520	0	1	2	3	1	0	2	3
94	500	500	27	51	480	3	0	520	0	1	2	3	1	0	2	3
95	500	500	30	51	480	13	0	520	0	1	2	3	1	0	2	3
96	500	500	40	51	490	1	0	520	0	1	2	3	1	0	2	3
97	500	500	33	51	490	1	0	520	0	1	2	3	1	0	2	3
98	500	500	33	51	490	1	0	520	0	1	2	3	1	0	2	3
99	500	500	43	51	490	11	0	520	0	1	2	3	1	0	2	3
100	500	500	43	51	500	7	0	520	0	1	2	3	1	0	2	3
101	500	500	43	47	500	3	0	520	0	1	2	3	1	0	2	3
102	500	500	43	43	500	3	0	520	0	1	2	3	1	0	2	3
103	500	500	53	39	500	13	0	520	0	1	2	3	1	0	2	3
104	500	500	63	35	510	1	0	520	0	1	2	3	2	0	2	3
105	500	500	63	31	510	1	0	520	0	1	2	3	2	0	2	3
106	500	500	62	27	510	1	0	520	0	1	2	3	2	0	2	3
107	500	500	71	27	510	11	0	520	0	1	2	3	2	0	2	3
108	500	500	80	27	520	7	0	520	0	1	2	3	2	0	2	3
109	500	500	80	27	520	3	0	520	0	1	2	3	2	0	2	3
110	500	500	80	27	520	3	0	520	0	1	2	3	2	0	2	3
111	500	500	90	27	520	13	0	520	0	1	2	3	2	0	2	3
112	500	500	14	36	530	9	0	520	1	1	2	3	2	1	2	3
113	500	482	14	26	530	5	0	520	1	1	2	3	2	1	2	3
114	500	482	14	26	530	3	0	520	1	1	2	3	2	1	2	3
115	500	464	24	16	530	13	0	520	1	1	2	3	2	1	2	3
116	500	464	34	16	540	9	0	520	1	1	2	3	2	1	2	3
117	500	446	34	6	540	5	0	520	1	1	2	3	2	1	2	3
118	500	446	34	6	540	3	0	520	1	1	2	3	2	1	2	3
119	500	446	44	6	540	13	0	520	1	1	2	3	2	1	2	3
120	500	446	44	6	540	11	0	520	1	1	2	3	2	1	2	3
121	500	446	44	6	540	11	0	520	1	1	2	3	2	1	2	3
122	500	446	44	6	540	11	0	520	1	1	2	3	2	1	2	3
123	500	446	54	6	540	21	0	520	1	1	2	3	2	1	2	3
124	500	446	54	6	540	12	1	520	1	1	2	3	2	1	2	3
125	500	446	54	6	540	12	1	520	1	1	2	3	2	1	2	3
126	500	446	54	6	540	12	1	520	1	1	2	3	2	1	2	3
127	500	446	64	6	540	22	1	520	1	1	2	3	2	1	2	3
128	500	446	64	6	540	12	3	520	1	1	2	3	2	1	2	3
129	500	446	63	6	540	12	3	520	1	1	2	3	2	1	2	3
130	500	446	62	6	540	12	3	520	1	1	2	3	2	1	2	3
131	500	446	72	6	540	22	3	520	1	1	2	3	2	1	2	3
132	500	446	72	6	540	12	5	520	1	1	2	3	2	1	2	3
133	500	446	71	6	540	12	1	520	1	1	2	3	2	1	2	3
134	500	446	70	6	540	12	1	520	1	1	2	3	2	1	2	3
135	500	446	80	6	540	22	1	520	1	1	2	3	2	1	2	3
136	500	446	80	6	540	12	3	520	1	1	2	3	2	1	2	3
137	500	446	79	6	540	12	3	520	1	1	2	3	2	1	2	3
138	500	446	78	6	540	12	3	520	1	1	2	3	2	1	2	3
139	500	446	88	6	540	22	3	520	1	1	2	3	2	1	2	3
140	500	446	87	7	540	12	5	520	1	1	2	2	2	1	2	3
141	500	428	81	3	540	12	1	520	1	1	2	2	2	1	2	3
142	500	428	81	3	540	12	1	520	1	1	2	2	2	1	2	3
143	500	428	91	3	540	22	1	520	1	1	2	2	2	1	2	3
144	500	410	81	3	540	12	7	520	1	1	2	2	2	1	2	3
145	500	410	80	4	540	12	7	520	1	1	2	2	2	1	2	3
146	500	410	80	4	540	12	7	520	1	1	2	2	2	1	2	3
147	500	410	90	4	540	22	7	520	1	1	2	2	2	1	2	3
148	500	392	80	4	540	12	17	520	1	1	2	2	2	1	2	3
149	500	392	80	4	540	12	17	520	1	1	2	2	2	1	2	3
150	500	392	80	4	540	12	17	520	1	1	2	2	2	1	2	3
151	500	392	90	4	540	22	17	520	1	1	2	2	2	1	2	3
152	500	374	80	4	540	15	24	520	1	1	2	2	2	1	2	3
153	500	374	80	4	540	15	24	520	1	1	2	2	2	1	2	3
154	500	374	80	4	540	15	24	520	1	1	2	2	2	1	2	3
155	500	374	90	4	540	25	24	520	1	1	2	2	2	1	2	3
156	500	356	80	4	540	16	24	520	1	1	2	2	2	1	2	3
157	500	356	80	4	540	16	24	520	1	1	2	2	2	1	2	3
158	500	356	80	4	540	16	24	520	1	1	2	2	2	1	2	3
159	500	356	90	4	540	26	24	520	1	1	2	2	2	1	2	3
160	500	338	80	4	540	26	24	520	1	1	2	2	2	1	2	3
161	500	338	80	4	540	26	24	520	1	1	2	2	2	1	2	3
162	500	338	80	4	540	26	24	520	1	1	2	2	2	1	2	3
163	500	338	90	4	540	36	24	520	1	1	2	2	2	1	2	3
164	500	320	80	4	540	26	24	520	1	1	2	2	2	1	2	3
165	500	320	80	4	540	26	20	520	1	1	2	2	2	1	2	3
166	500	320	80	4	540	22	20	520	1	1	2	2	2	1	2	3
167	500	320	90	4	540	28	20	520	1	1	2	2	2	1	2	3
168	500	302	80	4	540	24	24	520	1	1	2	2	2	1	2	3
169	500	302	80	4	540	24	24	520	1	1	2	2	2	1	2	3
170	500	302	80	4	540	24	24	520	1	1	2	2	2	1	2	3
171	500	302	90	4	540	34	24	520	1	1	2	2	2	1	2	3
172	500	284	80	4	540	24	24	520	1	1	2	2	2	1	2	3
173	500	284	80	4	540	24	20	520	1	1	2	2	2	1	2	3
174	500	284	80	4	540	20	20	520	1	1	2	2	2	1	2	3
175	500	284	90	4	540	26	20	520	1	1	2	2	2	1	2	3
176	500	266	80	4	540	22	24	520	1	1	2	2	2	1	2	3
177	500	266	80	4	540	22	24	520	1	1	2	2	2	1	2	3
178	500	266	80	4	540	22	24	520	1	1	2	2	2	1	2	3
179	500	266	90	4	540	32	24	520	1	1	2	2	2	1	2	3
180	500	248	80	4	540	32	24	520	1	1	2	2	2	1	2	3
181	500	248	80	4	540	32	24	520	1	1	2	2	2	1	2	3
182	500	248	80	4	540	32	24	520	1	1	2	2	2	1	2	3
183	500	248	90	4	540	42	24	520	1	1	2	2	2	1	2	3
184	500	230	80	4	540	42	24	520	1	1	2	2	2	1	2	3
185	500	230	80	4	540	42	24	520	1	1	2	2	2	1	2	3
186	500	230	80	4	540	42	24	520	1	1	2	2	2	1	2	3
187	500	230	90	4	540	52	24	520	1	1	2	2	2	1	2	3
188	500	212	80	4	540	52	24	520	1	1	2	2	2	1	2	3
189	500	212	80	4	540	52	24	520	1	1	2	2	2	1	2	3
190	500	212	80	4	540	52	24	520	1	1	2	2	2	1	2	3
191	500	212	90	4	540	62	24	520	1	1	2	2	2	1	2	3
192	500	194	80	4	540	62	24	520	1	1	2	2	2	1	2	3
193	500	194	80	4	540	62	24	520	1	1	2	2	2	1	2	3
194	500	194	80	4	540	62	24	520	1	1	2	2	2	1	2	3
195	500	194	90	4	540	72	24	520	1	1	2	2	2	1	2	3
196	500	176	80	4	540	8	24	520	1	1	2	2	2	1	2	3
197	500	176	80	4	540	8	20	520	1	1	2	2	2	1	2	3
198	500	176	80	4	540	8	16	520	1	1	2	2	2	1	2	3
199	500	176	90	4	540	18	12	520	1	1	2	2	2	1	2	3
200	500	158	80	4	540	12	14	520	1	1	2	2	2	1	2	3
201	500	158	80	4	540	12	10	520	1	1	2	2	2	1	2	3
202	500	158	80	4	540	12	6	520	0	1	2	2	2	0	2	3
203	500	158	84	10	540	12	6	520	0	1	2	2	2	0	2	3
204	500	158	74	20	540	12	6	520	0	1	2	2	0	0	2	3
205	500	158	74	20	540	12	2	520	0	1	2	2	1	0	2	3
206	500	158	74	20	540	12	2	520	0	1	2	2	0	0	2	3
207	500	158	84	20	540	22	2	520	0	1	2	2	2	0	2	3
208	500	158	74	30	540	12	8	520	0	1	2	2	2	0	2	3
209	500	158	73	30	540	12	8	520	0	1	2	2	1	0	2	3
210	500	158	72	30	540	12	8	520	0	1	2	2	1	0	2	3
211	500	158	82	30	540	12	8	520	0	1	2	2	1	0	2	3
212	500	158	74	38	540	12	4	520	0	1	2	2	0	0	2	3
213	500	158	74	38	540	12	0	520	0	1	2	2	1	0	2	3
214	500	158	74	38	540	12	0	520	0	1	2	2	2	0	2	3
215	500	158	84	38	540	22	0	520	0	1	2	2	0	0	2	3
216	500	158	73	48	540	12	6	520	0	1	2	2	1	0	2	3
217	500	158	72	48	540	12	2	520	0	1	2	2	1	0	2	3
218	500	158	71	48	540	12	2	520	0	1	2	2	1	0	2	3
219	500	158	80	48	540	22	2	520	0	1	2	2	1	0	2	3
220	500	158	74	54	540	12	8	520	0	1	2	2	2	0	2	3
221	500	158	74	54	540	12	4	520	0	1	2	2	2	0	2	3
222	500	158	74	54	540	2	4	520	0	1	2	2	1	0	2	3
223	500	158	84	54	540	12	4	520	0	1	2	2	0	0	2	3
224	500	158	74	64	540	12	0	520	0	1	2	2	1	0	2	3
225	500	158	74	64	540	12	0	520	0	1	2	2	0	0	2	3
226	500	158	74	64	540	12	0	520	0	1	2	2	1	0	2	3
227	500	158	84	64	540	22	0	520	0	1	2	2	0	0	2	3
228	500	158	74	74	540	12	6	520	0	1	2	2	1	0	2	3
229	500	158	74	74	540	12	6	520	0	1	2	2	0	0	2	3
230	500	158	74	74	540	12	2	520	0	1	2	2	1	0	2	3
231	500	158	84	74	540	12	2	520	0	1	2	2	0	0	2	3
232	500	158	74	84	540	12	2	520	0	1	2	2	1	0	2	3
233	500	158	74	84	540	12	2	520	0	1	2	2	0	0	2	3
234	500	158	74	84	540	12	2	520	0	1	2	2	1	0	2	3
235	500	158	84	84	540	22	2	520	0	1	2	2	1	0	2	3
236	500	158	74	94	540	12	12	520	0	1	2	2	1	0	2	3
237	500	158	74	94	540	12	12	520	0	1	2	2	1	0	2	3
238	500	158	74	94	540	12	12	520	0	1	2	2	1	0	2	3
239	500	158	84	94	540	12	12	520	0	1	2	2	1	0	2	3
240	500	158	74	104	540	12	8	520	0	1	2	2	1	0	2	3
241	500	158	74	104	540	12	8	520	0	1	2	2	0	0	2	3
242	500	158	74	104	540	12	4	520	0	1	2	2	1	0	2	3
243	500	158	84	104	540	22	4	520	0	1	2	2	0	0	2	3
244	500	158	74	114	540	12	10	520	0	1	2	1	0	0	2	3
245	500	158	68	120	540	12	10	520	0	1	2	1	0	0	2	3
246	500	158	68	120	540	12	10	520	0	1	2	1	0	0	2	3
247	500	158	78	120	540	22	10	520	0	1	2	1	0	0	2	3
248	500	158	68	130	540	12	20	520	0	1	2	1	0	0	2	3
249	500	158	68	130	540	12	20	520	0	1	2	1	0	0	2	3
250	500	158	68	130	540	12	20	520	0	1	2	1	0	0	2	3
251	500	158	78	130	540	22	20	520	0	1	2	1	0	0	2	3
252	500	158	68	140	540	18	24	520	0	1	2	1	0	0	2	3
253	500	158	68	140	540	18	24	520	0	1	2	1	0	0	2	3
254	500	158	68	140	540	18	24	520	0	1	2	1	0	0	2	3
255	500	158	78	140	540	28	24	520	0	1	2	1	0	0	2	3
256	500	158	68	150	540	28	24	520	0	1	2	1	0	0	2	3
257	500	158	68	150	540	28	24	520	0	1	2	1	0	0	2	3
258	500	158	68	150	540	28	24	520	0	1	2	1	0	0	2	3
259	500	158	78	150	540	38	24	520	0	1	2	1	0	0	2	3
260	500	158	68	160	540	38	24	520	0	1	2	1	0	0	2	3
261	500	158	68	160	540	38	24	520	0	1	2	1	1	0	2	3
262	500	158	68	160	540	38	24	520	0	1	2	1	0	0	2	3
263	500	158	78	160	540	48	24	520	0	1	2	1	0	0	2	3
264	500	158	68	170	540	48	24	520	0	1	2	1	0	0	2	3
265	500	158	68	170	540	48	24	520	0	1	2	1	1	0	2	3
266	500	158	68	170	540	48	24	520	0	1	2	1	1	0	2	3
267	500	158	78	170	540	48	24	520	0	1	2	1	0	0	2	3
268	500	158	68	180	540	48	24	520	0	1	2	1	1	0	2	3
269	500	158	68	180	540	48	24	520	0	1	2	1	1	0	2	3
270	500	158	68	180	540	48	24	520	0	1	2	1	1	0	2	3
271	500	158	78	180	540	58	24	520	0	1	2	1	1	0	2	3
272	500	158	68	190	540	58	24	520	0	1	2	1	1	0	2	3
273	500	158	68	190	540	58	24	520	0	1	2	1	1	0	2	3
274	500	158	68	190	540	58	24	520	0	1	2	1	1	0	2	3
275	500	158	78	190	540	58	24	520	0	1	2	1	1	0	2	3
276	500	158	68	200	540	58	20	520	0	1	2	1	1	0	2	3
277	500	158	68	200	540	54	20	520	0	1	2	0	0	0	2	3
278	500	158	62	206	540	50	24	520	0	1	2	0	0	0	2	3
279	500	158	72	206	540	60	24	520	0	1	2	0	0	0	2	3
280	500	158	62	216	540	60	24	520	0	1	2	0	0	0	2	3
281	500	158	62	216	540	60	24	520	0	1	2	0	0	0	2	3
282	500	158	62	216	540	60	24	520	0	1	2	0	0	0	2	3
283	500	158	72	216	540	70	24	520	0	1	2	0	0	0	2	3
284	500	158	62	226	540	70	24	520	0	1	2	0	0	0	2	3
285	500	158	62	226	540	70	24	520	0	1	2	0	0	0	2	3
286	500	158	62	226	540	70	24	520	0	1	2	0	0	0	2	3
287	500	158	72	226	540	80	24	520	0	1	2	0	0	0	2	3
288	500	158	62	236	540	80	24	520	0	1	2	0	0	0	2	3
289	500	158	62	236	540	80	24	520	0	1	2	0	0	0	2	3
290	500	158	4	236	540	80	24	520	0	1	2	1	0	0	2	3
291	500	158	14	236	540	90	24	520	0	1	2	1	0	0	2	3
292	500	158	14	236	540	90	24	520	0	1	2	1	0	0	2	3
293	500	158	14	236	540	22	24	520	0	1	2	1	0	0	2	3
294	500	158	14	236	540	12	24	520	0	1	2	1	0	0	2	3
295	500	158	24	236	540	22	24	520	0	1	2	1	0	0	2	3
296	500	158	24	236	540	22	24	520	0	1	2	1	0	0	2	3
297	500	158	24	236	540	22	24	520	0	1	2	1	0	0	2	3
298	500	158	24	236	540	22	24	520	0	1	2	1	0	0	2	3
299	500	158	34	236	540	32	24	520	0	1	2	1	0	0	2	3
300	500	158	34	236	540	22	24	520	0	1	2	1	0	0	2	3
301	500	158	34	236	540	22	24	520	0	1	2	1	0	0	2	3
302	500	158	34	236	540	22	24	520	0	1	2	1	0	0	2	3
303	500	158	44	236	540	32	24	520	0	1	2	1	0	0	2	3
304	500	158	44	236	540	32	24	520	0	1	2	1	0	0	2	3
305	500	158	44	236	540	22	24	520	0	1	2	1	0	0	2	3
306	500	158	44	236	540	22	24	520	0	1	2	1	0	0	2	3
307	500	158	54	236	540	32	24	520	0	1	2	1	0	0	2	3
308	500	158	12	236	540	22	24	520	0	1	3	1	0	0	2	3
309	500	158	12	236	540	22	24	520	0	1	2	1	0	0	2	3
310	500	158	12	236	540	22	24	520	0	1	2	1	0	0	2	3
311	500	158	22	236	540	32	24	520	0	1	2	1	0	0	2	3
312	500	158	22	236	540	22	24	520	0	1	2	1	0	0	2	3
313	500	158	22	236	540	22	24	520	0	1	2	1	0	0	2	3
314	500	158	22	236	540	22	24	520	0	1	2	1	0	0	2	3
315	500	158	32	236	540	32	24	520	0	1	2	1	0	0	2	3
316	500	158	32	236	540	22	24	520	0	1	2	1	0	0	2	3
317	500	158	32	236	540	22	24	520	0	1	2	1	0	0	2	3
318	500	158	32	236	540	22	24	520	0	1	2	1	0	0	2	3
319	500	158	42	236	540	32	24	520	0	1	2	1	0	0	2	3
320	500	158	42	236	540	22	24	520	0	1	2	1	0	0	2	3
321	500	158	42	236	540	22	24	520	0	1	2	1	0	0	2	3
322	500	158	42	236	540	22	24	520	0	1	2	1	0	0	2	3
323	500	158	52	236	540	32	24	520	0	1	2	1	0	0	2	3
324	500	158	10	236	540	22	24	520	0	1	3	1	0	0	2	3
325	500	158	10	236	540	22	24	520	0	1	2	1	0	0	2	3
326	500	158	10	236	540	22	24	520	0	1	2	1	0	0	2	3
327	500	158	20	236	540	32	24	520	0	1	2	1	0	0	2	3
328	500	158	20	236	540	22	24	520	0	1	2	1	0	0	2	3
329	500	158	20	236	540	22	24	520	0	1	2	1	0	0	2	3
330	500	158	20	236	540	22	24	520	0	1	2	1	0	0	2	3
331	500	158	30	236	540	32	24	520	0	1	2	1	0	0	2	3
332	500	158	30	236	540	22	24	520	0	1	2	1	0	0	2	3
333	500	158	30	236	540	22	24	520	0	1	2	1	0	0	2	3
334	500	158	30	236	540	22	24	520	0	1	2	1	0	0	2	3
335	500	158	40	236	540	32	24	520	0	1	2	1	0	0	2	3
336	500	158	40	236	540	32	24	520	0	1	2	1	0	0	2	3
337	500	158	40	236	540	32	24	520	0	1	2	1	0	0	2	3
338	500	158	40	236	540	32	24	520	0	1	2	1	0	0	2	3
339	500	158	50	236	540	42	24	520	0	1	2	1	0	0	2	3
340	500	158	50	236	540	42	24	520	0	1	2	1	0	0	2	3
341	500	158	50	236	540	42	24	520	0	1	2	1	0	0	2	3
342	500	158	50	236	540	42	24	520	0	1	2	1	0	0	2	3
343	500	158	60	236	540	52	24	520	0	1	2	1	0	0	2	3
344	500	158	60	236	540	52	24	520	0	1	2	1	0	0	2	3
345	500	158	60	236	540	52	24	520	0	1	2	1	0	0	2	3
346	500	158	60	236	540	52	24	520	0	1	2	1	0	0	2	3
347	500	158	70	236	540	62	24	520	0	1	2	1	0	0	2	3
348	500	158	70	236	540	62	24	520	0	1	2	1	0	0	2	3
349	500	158	70	236	540	62	24	520	0	1	2	1	0	0	2	3
350	500	158	70	236	540	62	24	520	0	1	2	1	0	0	2	3
351	500	158	80	236	540	72	24	520	0	1	2	1	0	0	2	3
352	500	158	80	236	540	72	24	520	0	1	2	1	0	0	2	3
353	500	158	80	236	540	72	24	520	0	1	2	1	0	0	2	3
354	500	158	80	236	540	72	24	520	0	1	2	1	0	0	2	3
355	500	158	90	236	540	82	24	520	0	1	2	1	0	0	2	3
356	500	158	90	236	540	82	24	520	0	1	2	1	0	0	2	3
357	500	158	90	236	540	82	24	520	0	1	2	1	0	0	2	3
358	500	158	90	236	540	82	24	520	0	1	2	1	0	0	2	3
359	500	158	58	236	540	92	24	520	0	2	2	1	0	0	2	3
360	500	158	58	232	540	92	24	520	0	2	2	1	0	0	2	3
361	500	158	58	228	540	92	24	520	0	2	2	1	0	0	2	3
362	500	158	58	224	540	92	14	520	0	2	2	1	0	0	2	3
363	500	158	68	224	540	92	24	520	0	2	2	1	1	0	2	3
364	500	158	68	224	540	92	14	520	0	2	2	1	1	0	2	3
365	500	158	68	224	540	82	24	520	0	2	2	1	1	0	2	3
366	500	158	68	224	540	82	14	520	0	2	2	0	0	0	2	3
367	500	158	68	224	540	82	24	520	0	2	2	0	0	0	2	3
368	500	158	68	224	540	82	24	520	0	2	2	0	0	0	2	3
369	500	158	68	224	540	82	24	520	0	2	2	0	0	0	2	3
370	500	158	68	224	540	82	24	520	0	2	2	0	0	0	2	3
371	500	158	78	224	540	92	24	520	0	2	2	0	0	0	2	3
372	500	158	78	224	540	92	24	520	0	2	2	0	0	0	2	3
373	500	158	78	224	540	92	24	520	0	2	2	0	0	0	2	3
374	500	158	78	224	540	92	24	520	0	2	2	0	0	0	2	3
375	500	158	88	224	540	102	24	520	0	2	2	0	0	0	2	3
376	500	158	88	224	540	102	24	520	0	2	2	0	0	0	2	3
377	500	158	88	220	540	102	24	520	0	2	2	0	0	0	2	3
378	500	158	88	220	540	102	24	520	0	2	2	0	0	0	2	3
379	500	158	98	220	540	112	24	520	0	2	2	0	0	0	2	3
380	500	158	98	220	540	112	24	520	0	2	2	0	0	0	2	3
381	500	158	98	220	540	112	24	520	0	2	2	0	0	0	2	3
382	500	158	98	220	540	112	24	520	0	2	2	0	0	0	2	3
383	500	158	108	220	540	122	24	520	0	2	2	0	0	0	2	3
384	500	158	108	220	540	122	24	520	0	2	2	0	0	0	2	3
385	500	158	108	220	540	122	24	520	0	2	2	0	0	0	2	3
386	500	158	108	220	540	122	24	520	0	2	2	0	0	0	2	3
387	500	158	118	216	540	132	24	520	0	2	2	0	0	0	2	3
388	500	158	118	216	540	132	24	520	0	2	2	0	0	0	2	3
389	500	158	118	216	540	132	24	520	0	2	2	0	0	0	2	3
390	500	158	118	216	540	132	24	520	0	2	2	0	0	0	2	3
391	500	158	128	216	540	142	24	520	0	2	2	0	0	0	2	3
392	500	158	128	216	540	142	24	520	0	2	2	0	0	0	2	3
393	500	158	128	216	540	142	24	520	0	2	2	0	0	0	2	3
394	500	158	128	216	540	142	24	520	0	2	2	0	0	0	2	3
395	500	158	138	216	540	152	24	520	0	2	2	0	0	0	2	3
396	500	158	138	216	540	46	24	520	0	2	2	0	0	0	2	3
397	482	158	138	212	540	46	14	520	0	2	2	0	0	0	2	3
398	482	158	138	212	540	30	30	520	0	2	2	0	0	0	2	3
399	464	158	148	212	540	24	36	520	0	2	2	0	0	0	2	3
400	464	158	84	212	540	12	48	520	0	2	2	1	0	0	2	3
401	446	158	84	212	540	12	38	520	0	2	2	1	0	0	2	3
402	446	158	38	212	540	12	38	520	0	2	3	1	0	0	2	3
403	428	158	48	212	540	22	28	520	0	2	2	1	0	0	2	3
404	428	158	48	212	540	12	38	520	0	2	2	1	0	0	2	3
405	410	158	48	212	540	12	28	520	0	2	2	1	0	0	2	3
