tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s2_B	269	17	8	HOP	187	228	41	0	252.5	36.5	486
atoll_s2_B	278	15	12	HOP	194	235	41	0	162.5	90.5	486
atoll_s2_B	287	10	13	HOP	201	-1	285	1	58.5	130.5	486
atoll_s2_B	463	7	5	HOP	349	350	1	0	110.5	62.5	486
atoll_s2_B	467	4	10	HOP	351	352	1	0	22.5	166.5	486
atoll_s2_B	474	0	14	RING	354	-1	132	1	6.5	342.5	486
atoll_s3_A	7	4	12	HOME	1	2	1	0	200.5	8.5	154
atoll_s3_A	12	8	8	HOP	3	4	1	0	72.5	72.5	154
atoll_s3_A	21	14	5	RING	6	9	3	0	6.5	222.5	154
atoll_s3_A	41	12	3	RING	13	-1	141	1	6.5	222.5	154
atoll_s3_B	7	13	5	HOME	1	2	1	0	200.5	8.5	245
atoll_s3_B	12	9	9	HOP	3	4	1	0	72.5	72.5	245
atoll_s3_B	24	4	13	RING	6	-1	239	1	4.5	220.5	245
atoll_s3_B	276	12	2	HOME	208	209	1	0	246.5	6.5	245
atoll_s3_B	278	7	5	HOP	210	211	1	0	110.5	62.5	245
drakkarfjord_s1_A	7	5	23	HOME	1	2	1	0	804.5	8.5	172
drakkarfjord_s1_A	11	10	20	HOP	3	4	1	0	512.5	76.5	172
drakkarfjord_s1_A	13	14	16	HOP	5	6	1	0	288.5	204.5	172
drakkarfjord_s1_A	14	18	12	HOP	7	8	1	0	128.5	396.5	172
drakkarfjord_s1_A	15	22	8	HOP	9	10	1	0	32.5	652.5	172
drakkarfjord_s1_A	93	27	7	RING	39	-1	133	1	6.5	906.5	172
drakkarfjord_s1_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s1_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s1_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s1_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s1_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s1_B	312	10	17	HOP	116	117	1	0	112.5	428.5	999
drakkarfjord_s1_B	568	29	4	HOME	187	196	9	0	1122.5	6.5	999
drakkarfjord_s1_B	603	24	8	HOP	197	198	1	0	734.5	18.5	999
drakkarfjord_s1_B	615	18	11	HOP	200	201	1	0	422.5	114.5	999
drakkarfjord_s1_B	637	12	16	HOP	205	206	1	0	162.5	342.5	999
drakkarfjord_s1_B	657	6	21	HOP	210	211	1	0	24.5	692.5	999
drakkarfjord_s1_B	708	17	13	HOP	222	265	43	0	342.5	162.5	999
drakkarfjord_s1_B	739	23	7	HOP	230	231	1	0	726.5	18.5	999
drakkarfjord_s1_B	750	19	11	HOP	232	233	1	0	454.5	98.5	999
drakkarfjord_s1_B	755	14	14	HOP	234	235	1	0	242.5	246.5	999
drakkarfjord_s1_B	766	10	18	HOP	236	237	1	0	98.5	454.5	999
drakkarfjord_s1_B	832	26	1	HOP	256	-1	743	1	1104.5	12.5	999
drakkarfjord_s1_B	846	28	6	HOME	260	261	1	0	992.5	4.5	999
drakkarfjord_s1_B	851	23	9	HOP	262	263	1	0	660.5	32.5	999
drakkarfjord_s1_B	865	11	16	HOP	266	267	1	0	144.5	372.5	999
drakkarfjord_s1_B	882	6	22	HOP	271	272	1	0	18.5	726.5	999
drakkarfjord_s1_B	1021	15	10	HOP	315	332	17	0	366.5	162.5	999
drakkarfjord_s1_B	1073	21	7	HOP	328	329	1	0	648.5	36.5	999
drakkarfjord_s1_B	1090	12	15	HOP	332	333	1	0	180.5	320.5	999
drakkarfjord_s1_B	1123	5	21	HOP	341	342	1	0	18.5	734.5	999
drakkarfjord_s1_B	1200	28	6	HOME	361	362	1	0	992.5	4.5	999
drakkarfjord_s1_B	1207	23	9	HOP	363	364	1	0	660.5	32.5	999
drakkarfjord_s1_B	1215	18	12	HOP	365	366	1	0	396.5	128.5	999
drakkarfjord_s1_B	1229	12	16	HOP	369	370	1	0	162.5	342.5	999
drakkarfjord_s1_B	1243	7	20	HOP	373	374	1	0	40.5	620.5	999
drakkarfjord_s1_B	1291	28	14	HOP	388	429	41	0	760.5	92.5	999
drakkarfjord_s1_B	1308	28	7	HOME	393	394	1	0	956.5	8.5	999
drakkarfjord_s1_B	1315	24	11	HOP	395	396	1	0	644.5	48.5	999
drakkarfjord_s1_B	1332	16	14	HOP	400	401	1	0	292.5	200.5	999
drakkarfjord_s1_B	1345	10	17	HOP	404	405	1	0	112.5	428.5	999
drakkarfjord_s1_B	1413	12	11	HOP	424	831	407	0	272.5	252.5	999
drakkarfjord_s1_B	1425	23	7	HOP	428	429	1	0	726.5	18.5	999
drakkarfjord_s1_B	1436	18	11	HOP	431	432	1	0	422.5	114.5	999
drakkarfjord_s1_B	1455	11	16	HOP	437	438	1	0	144.5	372.5	999
drakkarfjord_s1_B	1472	6	22	HOP	442	443	1	0	18.5	726.5	999
drakkarfjord_s1_B	1501	8	0	HOP	452	493	41	0	630.5	362.5	999
drakkarfjord_s1_B	1522	13	1	HOP	459	500	41	0	662.5	194.5	999
drakkarfjord_s1_B	1546	19	0	HOP	467	508	41	0	872.5	76.5	999
drakkarfjord_s1_B	1814	24	8	HOP	568	-1	431	1	734.5	18.5	999
drakkarfjord_s1_B	1956	28	12	HOP	626	667	41	0	806.5	58.5	999
drakkarfjord_s1_B	1971	28	17	HOP	632	673	41	0	706.5	158.5	999
drakkarfjord_s1_B	1991	28	21	HOP	639	680	41	0	662.5	274.5	999
drakkarfjord_s1_B	2004	28	25	HOP	644	685	41	0	650.5	422.5	999
drakkarfjord_s1_B	2037	22	26	HOP	656	-1	343	1	382.5	482.5	999
drakkarfjord_s1_B	2096	11	27	HOP	678	719	41	0	78.5	746.5	999
drakkarfjord_s1_B	2259	14	1	HOP	732	773	41	0	684.5	168.5	999
drakkarfjord_s2_A	7	5	23	HOME	1	2	1	0	804.5	8.5	855
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	855
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	855
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	855
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	855
drakkarfjord_s2_A	474	5	27	HOP	182	183	1	0	968.5	12.5	855
drakkarfjord_s2_A	500	12	20	HOP	190	191	1	0	450.5	110.5	855
drakkarfjord_s2_A	521	17	14	HOP	196	197	1	0	180.5	320.5	855
drakkarfjord_s2_A	548	23	7	HOP	203	204	1	0	18.5	726.5	855
drakkarfjord_s2_A	685	24	4	RING	254	295	41	0	6.5	882.5	855
drakkarfjord_s2_A	756	5	26	HOME	281	628	347	0	924.5	8.5	855
drakkarfjord_s2_A	812	3	27	HOME	301	302	1	0	1058.5	6.5	855
drakkarfjord_s2_A	842	12	20	HOP	311	312	1	0	450.5	110.5	855
drakkarfjord_s2_A	867	18	13	HOP	319	320	1	0	144.5	372.5	855
drakkarfjord_s2_A	993	4	22	HOME	384	385	1	0	812.5	8.5	855
drakkarfjord_s2_A	1002	13	18	HOP	391	392	1	0	364.5	152.5	855
drakkarfjord_s2_A	1011	20	11	HOP	399	400	1	0	84.5	488.5	855
drakkarfjord_s2_A	1058	8	22	HOP	436	437	1	0	648.5	36.5	855
drakkarfjord_s2_A	1062	12	18	HOP	438	439	1	0	392.5	132.5	855
drakkarfjord_s2_A	1066	17	14	HOP	441	442	1	0	180.5	320.5	855
drakkarfjord_s2_A	1104	8	22	HOP	475	476	1	0	648.5	36.5	855
drakkarfjord_s2_A	1107	12	18	HOP	477	478	1	0	392.5	132.5	855
drakkarfjord_s2_A	1113	17	13	HOP	481	482	1	0	162.5	342.5	855
drakkarfjord_s2_A	1147	0	11	HOP	511	552	41	0	744.5	188.5	855
drakkarfjord_s2_A	1161	3	4	HOP	524	565	41	0	552.5	420.5	855
drakkarfjord_s2_A	1174	7	6	HOP	534	575	41	0	382.5	362.5	855
drakkarfjord_s2_A	1189	1	23	HOME	547	548	1	0	992.5	4.5	855
drakkarfjord_s2_A	1198	12	19	HOP	556	557	1	0	420.5	120.5	855
drakkarfjord_s2_A	1211	20	11	HOP	566	567	1	0	84.5	488.5	855
drakkarfjord_s2_A	1236	6	22	HOP	588	589	1	0	726.5	18.5	855
drakkarfjord_s2_A	1249	16	15	HOP	599	600	1	0	220.5	272.5	855
drakkarfjord_s2_A	1259	23	8	HOP	607	608	1	0	24.5	692.5	855
drakkarfjord_s2_A	1281	9	22	HOP	628	629	1	0	612.5	48.5	855
drakkarfjord_s2_A	1290	16	15	HOP	636	637	1	0	220.5	272.5	855
drakkarfjord_s2_A	1347	5	25	HOME	664	665	1	0	882.5	6.5	855
drakkarfjord_s2_A	1355	10	21	HOP	667	668	1	0	544.5	68.5	855
drakkarfjord_s2_A	1373	17	14	HOP	675	676	1	0	180.5	320.5	855
drakkarfjord_s2_A	1441	25	18	HOP	703	749	46	0	184.5	548.5	855
drakkarfjord_s2_A	1444	5	27	HOP	704	705	1	0	968.5	12.5	855
drakkarfjord_s2_A	1467	12	19	HOP	713	714	1	0	420.5	120.5	855
drakkarfjord_s2_A	1492	20	11	HOP	723	724	1	0	84.5	488.5	855
drakkarfjord_s2_A	1532	24	27	HOP	740	781	41	0	512.5	468.5	855
drakkarfjord_s2_A	1581	1	22	HOME	760	761	1	0	956.5	8.5	855
drakkarfjord_s2_A	1599	10	18	HOP	767	768	1	0	454.5	98.5	855
drakkarfjord_s2_A	1622	19	11	HOP	777	778	1	0	98.5	454.5	855
drakkarfjord_s2_A	1709	24	27	HOP	819	-1	36	1	512.5	468.5	855
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	453
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	453
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	453
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	453
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	453
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	562
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	562
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	562
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	562
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	562
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	154
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	154
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	154
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	154
drakkarfjord_s3_B	15	7	21	HOP	9	10	1	0	32.5	652.5	154
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	919
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	919
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	919
glacierkeep_s1_A	14	15	23	HOP	7	8	1	0	12.5	420.5	919
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s1_B	14	17	6	HOP	8	9	1	0	18.5	426.5	999
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	447
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	447
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	447
glacierkeep_s2_A	14	16	23	HOP	7	8	1	0	14.5	422.5	447
glacierkeep_s2_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s2_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s2_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s2_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s3_A	7	14	5	HOME	1	2	1	0	462.5	6.5	180
glacierkeep_s3_A	11	15	11	HOP	3	4	1	0	240.5	72.5	180
glacierkeep_s3_A	13	16	17	HOP	5	6	1	0	92.5	212.5	180
glacierkeep_s3_A	14	16	23	HOP	7	8	1	0	14.5	422.5	180
glacierkeep_s3_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s3_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s3_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s3_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s3_B	286	12	27	HOME	722	723	1	0	606.5	6.5	999
glacierkeep_s3_B	381	12	27	HOME	954	955	1	0	606.5	6.5	999
glacierkeep_s3_B	390	16	7	HOP	975	976	1	0	22.5	382.5	999
midgard_s1_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	163
midgard_s1_A	11	8	8	HOP	3	4	1	0	684.5	60.5	163
midgard_s1_A	17	12	12	HOP	5	6	1	0	420.5	180.5	163
midgard_s1_A	20	16	16	HOP	7	8	1	0	220.5	364.5	163
midgard_s1_A	24	20	20	HOP	9	10	1	0	84.5	612.5	163
midgard_s1_A	28	24	24	HOP	11	-1	152	1	12.5	924.5	163
midgard_s1_A	104	1	6	HOP	40	41	1	0	1070.5	14.5	163
midgard_s1_A	109	6	9	HOP	42	43	1	0	726.5	54.5	163
midgard_s1_A	114	9	14	HOP	44	45	1	0	462.5	174.5	163
midgard_s1_A	119	14	17	HOP	46	47	1	0	246.5	342.5	163
midgard_s1_A	128	21	20	HOP	50	51	1	0	72.5	648.5	163
midgard_s1_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	277
midgard_s1_B	11	21	21	HOP	3	4	1	0	684.5	60.5	277
midgard_s1_B	15	17	17	HOP	5	6	1	0	420.5	180.5	277
midgard_s1_B	24	13	13	HOP	7	8	1	0	220.5	364.5	277
midgard_s1_B	28	9	9	HOP	9	10	1	0	84.5	612.5	277
midgard_s1_B	32	5	5	HOP	11	-1	266	1	12.5	924.5	277
midgard_s1_B	403	20	20	HOP	136	137	1	0	612.5	84.5	277
midgard_s1_B	439	9	9	HOP	152	153	1	0	84.5	612.5	277
midgard_s1_B	494	21	23	HOP	180	181	1	0	762.5	42.5	277
midgard_s1_B	522	13	13	HOP	192	193	1	0	220.5	364.5	277
midgard_s2_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	244
midgard_s2_A	11	8	8	HOP	3	4	1	0	684.5	60.5	244
midgard_s2_A	17	12	12	HOP	5	6	1	0	420.5	180.5	244
midgard_s2_A	18	16	16	HOP	7	8	1	0	220.5	364.5	244
midgard_s2_A	24	20	20	HOP	9	10	1	0	84.5	612.5	244
midgard_s2_A	29	24	24	HOP	11	27	16	0	12.5	924.5	244
midgard_s2_A	85	5	3	HOME	34	35	1	0	1014.5	6.5	244
midgard_s2_A	91	8	8	HOP	36	37	1	0	684.5	60.5	244
midgard_s2_A	97	12	12	HOP	38	39	1	0	420.5	180.5	244
midgard_s2_A	103	16	16	HOP	40	41	1	0	220.5	364.5	244
midgard_s2_A	110	20	20	HOP	42	43	1	0	84.5	612.5	244
midgard_s2_A	115	24	24	HOP	44	52	8	0	12.5	924.5	244
midgard_s2_A	152	5	1	HOME	60	61	1	0	1112.5	8.5	244
midgard_s2_A	166	8	4	HOP	64	65	1	0	848.5	32.5	244
midgard_s2_A	172	13	7	HOP	66	67	1	0	562.5	130.5	244
midgard_s2_A	181	16	12	HOP	68	69	1	0	320.5	272.5	244
midgard_s2_A	186	20	16	HOP	70	71	1	0	152.5	488.5	244
midgard_s2_A	191	23	21	HOP	72	73	1	0	42.5	762.5	244
midgard_s2_A	223	28	25	RING	83	-1	161	1	4.5	1156.5	244
midgard_s2_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	123
midgard_s2_B	11	21	21	HOP	3	4	1	0	684.5	60.5	123
midgard_s2_B	15	17	17	HOP	5	6	1	0	420.5	180.5	123
midgard_s2_B	18	13	13	HOP	7	8	1	0	220.5	364.5	123
midgard_s2_B	22	9	9	HOP	9	10	1	0	84.5	612.5	123
midgard_s2_B	26	5	5	HOP	11	-1	112	1	12.5	924.5	123
midgard_s3_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	658
midgard_s3_A	11	8	8	HOP	3	4	1	0	684.5	60.5	658
midgard_s3_A	17	12	12	HOP	5	6	1	0	420.5	180.5	658
midgard_s3_A	20	16	16	HOP	7	8	1	0	220.5	364.5	658
midgard_s3_A	26	20	20	HOP	9	10	1	0	84.5	612.5	658
midgard_s3_A	29	24	24	HOP	11	-1	647	1	12.5	924.5	658
midgard_s3_A	33	24	26	RING	14	-1	644	1	6.5	1014.5	658
midgard_s3_A	233	5	3	HOME	99	100	1	0	1014.5	6.5	658
midgard_s3_A	239	8	8	HOP	101	102	1	0	684.5	60.5	658
midgard_s3_A	244	13	12	HOP	104	105	1	0	392.5	200.5	658
midgard_s3_A	260	18	16	HOP	109	110	1	0	182.5	422.5	658
midgard_s3_A	287	27	22	HOP	118	119	1	0	20.5	980.5	658
midgard_s3_A	384	5	3	HOME	153	154	1	0	1014.5	6.5	658
midgard_s3_A	391	8	8	HOP	155	156	1	0	684.5	60.5	658
midgard_s3_A	409	14	13	HOP	160	161	1	0	338.5	242.5	658
midgard_s3_A	429	16	18	HOP	165	166	1	0	182.5	422.5	658
midgard_s3_A	463	27	22	HOP	174	175	1	0	20.5	980.5	658
midgard_s3_A	543	1	4	HOME	205	206	1	0	1156.5	4.5	658
midgard_s3_A	550	5	9	HOP	208	209	1	0	768.5	48.5	658
midgard_s3_A	562	10	15	HOP	213	214	1	0	404.5	212.5	658
midgard_s3_A	584	19	21	HOP	222	223	1	0	86.5	614.5	658
midgard_s3_A	671	1	4	HOME	261	262	1	0	1156.5	4.5	658
midgard_s3_A	690	11	9	HOP	270	271	1	0	546.5	114.5	658
midgard_s3_A	709	21	15	HOP	280	281	1	0	162.5	498.5	658
midgard_s3_A	734	27	22	HOP	291	292	1	0	20.5	980.5	658
midgard_s3_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	252
midgard_s3_B	11	21	21	HOP	3	4	1	0	684.5	60.5	252
midgard_s3_B	15	17	17	HOP	5	6	1	0	420.5	180.5	252
midgard_s3_B	18	13	13	HOP	7	8	1	0	220.5	364.5	252
midgard_s3_B	23	9	9	HOP	9	10	1	0	84.5	612.5	252
midgard_s3_B	29	5	5	HOP	11	52	41	0	12.5	924.5	252
nordkap_s1_A	7	9	9	HOME	1	2	1	0	90.5	6.5	236
nordkap_s1_A	11	10	15	HOP	3	4	1	0	12.5	72.5	236
nordkap_s1_A	25	10	21	RING	8	14	6	0	6.5	210.5	236
nordkap_s1_B	7	9	16	HOME	1	2	1	0	90.5	6.5	144
nordkap_s1_B	11	10	10	HOP	3	4	1	0	12.5	72.5	144
nordkap_s1_B	18	11	5	RING	7	9	2	0	4.5	184.5	144
nordkap_s2_A	7	9	9	HOME	1	2	1	0	90.5	6.5	235
nordkap_s2_A	11	10	15	HOP	3	4	1	0	12.5	72.5	235
nordkap_s2_A	28	12	19	RING	10	12	2	0	6.5	162.5	235
nordkap_s2_B	7	9	16	HOME	1	2	1	0	90.5	6.5	162
nordkap_s2_B	11	10	10	HOP	3	4	1	0	12.5	72.5	162
nordkap_s2_B	80	9	9	RING	50	-1	112	1	6.5	90.5	162
nordkap_s3_A	7	9	9	HOME	1	2	1	0	90.5	6.5	999
nordkap_s3_A	11	10	15	HOP	3	4	1	0	12.5	72.5	999
nordkap_s3_A	28	12	19	RING	10	12	2	0	6.5	162.5	999
nordkap_s3_A	103	12	17	HOP	52	-1	947	1	8.5	116.5	999
nordkap_s3_B	7	9	16	HOME	1	2	1	0	90.5	6.5	378
nordkap_s3_B	11	10	10	HOP	3	4	1	0	12.5	72.5	378
nordkap_s3_B	22	11	5	RING	8	10	2	0	4.5	184.5	378
