tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
glacierkeep_s6_B	glacierkeep	6	B	US	245	8	245	92	133	97	3	3	112	89	0	18	0	18	486	0	486	6.0	2.0083
midgard_s4_A	midgard	4	A	OPP	275	8	275	0	0	247	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s4_B	midgard	4	B	OPP	241	8	241	0	61	170	16	0	-1	0	16	0	0		360	0	360		1.4938
midgard_s5_A	midgard	5	A	US	210	8	210	0	158	194	149	0	-1	0	149	0	0		504	0	504		2.4
midgard_s5_B	midgard	5	B	US	198	8	198	0	56	189	56	0	-1	0	56	0	0		504	0	504		2.5455
midgard_s6_A	midgard	6	A	US	193	8	193	0	104	149	77	0	-1	0	77	0	0		712	204	508		2.6321
midgard_s6_B	midgard	6	B	US	228	8	228	0	44	190	44	0	-1	0	44	0	0		504	0	504		2.2105
nordkap_s4_A	nordkap	4	A	US	277	8	277	217	173	87	3	3	104	214	0	18	0	18	486	0	486	6.0	1.7737
nordkap_s4_B	nordkap	4	B	US	129	8	129	71	122	121	121	71	58	0	50	504	0	504	0	0	0	7.0986	0.0
nordkap_s5_A	nordkap	5	A	US	245	8	245	202	165	76	5	5	80	197	0	36	0	36	468	0	468	7.2	1.95
nordkap_s5_B	nordkap	5	B	US	379	8	379	0	164	369	164	0	-1	0	164	0	0		684	180	504		1.3298
nordkap_s6_A	nordkap	6	A	US	113	8	113	90	61	25	15	15	52	75	0	18	0	18	486	0	486	1.2	4.9592
nordkap_s6_B	nordkap	6	B	OPP	1000	8	1000	75	896	157	60	5	108	70	55	36	0	36	2660	2458	202	7.2	0.203
yulerune_s4_A	yulerune	4	A	US	431	8	431	0	57	239	24	0	-1	0	24	0	0		504	0	504		1.1694
yulerune_s4_B	yulerune	4	B	OPP	318	8	318	0	0	123	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s5_A	yulerune	5	A	US	1000	8	1000	0	972	165	148	0	-1	0	148	0	0		0	0	0		0.0
yulerune_s5_B	yulerune	5	B	OPP	208	8	208	0	0	122	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s6_A	yulerune	6	A	OPP	696	8	696	0	0	683	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s6_B	yulerune	6	B	OPP	246	8	246	0	0	116	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s7_A	atoll	7	A	OPP	936	8	936	0	15	925	15	0	-1	0	15	0	0		122	122	0		0.0
atoll_s7_B	atoll	7	B	OPP	328	8	328	0	4	318	4	0	-1	0	4	0	0		36	20	16		0.0488
atoll_s8_A	atoll	8	A	OPP	1000	8	1000	0	0	981	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s8_B	atoll	8	B	OPP	721	8	721	0	0	226	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s9_A	atoll	9	A	US	116	8	116	0	56	109	56	0	-1	0	56	0	0		504	0	504		4.3448
atoll_s9_B	atoll	9	B	OPP	250	8	250	0	0	112	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s7_A	drakkarfjord	7	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s7_B	drakkarfjord	7	B	US	461	8	461	18	385	113	51	18	86	0	33	162	0	162	906	564	342	9.0	0.772
drakkarfjord_s8_A	drakkarfjord	8	A	US	106	8	106	30	70	92	70	24	36	6	46	216	0	216	350	64	286	9.0	3.4878
drakkarfjord_s8_B	drakkarfjord	8	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s9_A	drakkarfjord	9	A	US	105	8	105	42	70	91	70	37	35	5	33	324	0	324	242	60	182	8.7568	2.6765
drakkarfjord_s9_B	drakkarfjord	9	B	US	632	8	632	19	559	423	364	7	73	12	357	54	0	54	2078	1628	450	7.7143	0.72
glacierkeep_s7_A	glacierkeep	7	A	US	111	8	111	83	56	56	56	56	55	27	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s7_B	glacierkeep	7	B	US	143	8	143	10	59	91	51	5	87	5	46	54	0	54	450	0	450	10.8	3.2609
glacierkeep_s8_A	glacierkeep	8	A	US	123	8	123	78	56	107	56	56	67	22	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s8_B	glacierkeep	8	B	US	225	8	225	92	112	96	1	1	113	91	0	0	0	0	504	0	504	0.0	2.25
glacierkeep_s9_A	glacierkeep	9	A	US	203	8	203	106	75	137	43	35	96	71	8	288	0	288	240	28	212	8.2286	1.2619
glacierkeep_s9_B	glacierkeep	9	B	OPP	1000	8	1000	46	0	948	0	0	-1	46	0	0	0		0	0	0		0.0
midgard_s7_A	midgard	7	A	US	185	8	185	0	51	174	47	0	-1	0	47	0	0		582	78	504		2.7243
midgard_s7_B	midgard	7	B	OPP	406	8	406	0	0	177	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s8_A	midgard	8	A	US	289	8	289	0	93	185	16	0	-1	0	16	0	0		504	0	504		1.7439
midgard_s8_B	midgard	8	B	US	897	8	897	0	843	848	804	0	-1	0	804	0	0		662	158	504		0.5619
midgard_s9_A	midgard	9	A	OPP	863	8	863	0	126	657	12	0	-1	0	12	0	0		450	450	0		0.0
midgard_s9_B	midgard	9	B	US	1000	8	1000	0	910	102	25	0	-1	0	25	0	0		2402	2402	0		0.0
nordkap_s7_A	nordkap	7	A	US	304	8	304	34	249	113	69	10	55	24	59	54	0	54	1310	864	446	5.4	1.517
nordkap_s7_B	nordkap	7	B	OPP	349	8	349	283	4	278	2	0	-1	283	2	0	0		0	0	0		0.0
nordkap_s8_A	nordkap	8	A	US	732	8	732	35	664	545	504	0	-1	35	504	0	0		2688	2178	510		0.6967
nordkap_s8_B	nordkap	8	B	OPP	146	8	146	0	137	111	109	0	-1	0	109	0	0		0	0	0		0.0
nordkap_s9_A	nordkap	9	A	US	253	8	253	9	210	99	67	5	43	4	62	36	0	36	984	520	464	7.2	1.871
nordkap_s9_B	nordkap	9	B	US	150	8	150	74	64	138	63	45	94	29	18	378	0	378	126	0	126	8.4	1.2
yulerune_s7_A	yulerune	7	A	OPP	1000	8	1000	0	0	568	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s7_B	yulerune	7	B	OPP	638	8	638	0	371	170	8	0	-1	0	8	0	0		324	0	324		0.5078
yulerune_s8_A	yulerune	8	A	OPP	132	8	132	0	0	29	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s8_B	yulerune	8	B	US	289	8	289	0	81	166	19	0	-1	0	19	0	0		504	0	504		1.7439
yulerune_s9_A	yulerune	9	A	US	133	8	133	0	49	122	49	0	-1	0	49	0	0		504	0	504		3.7895
yulerune_s9_B	yulerune	9	B	US	492	8	492	0	465	408	395	0	-1	0	395	0	0		504	0	504		1.0244
atoll_s10_A	atoll	10	A	US	1000	8	1000	0	735	980	735	0	-1	0	735	0	0		268	268	0		0.0
atoll_s10_B	atoll	10	B	OPP	287	8	287	0	221	181	124	0	-1	0	124	0	0		890	602	288		1.0035
atoll_s11_A	atoll	11	A	US	257	8	257	0	98	240	88	0	-1	0	88	0	0		770	268	502		1.9533
atoll_s11_B	atoll	11	B	OPP	217	8	217	0	0	71	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s12_A	atoll	12	A	US	429	8	429	124	189	203	3	0	-1	124	3	0	0		504	0	504		1.1748
atoll_s12_B	atoll	12	B	OPP	522	8	522	0	440	513	440	0	-1	0	440	0	0		2212	1744	468		0.8966
drakkarfjord_s10_A	drakkarfjord	10	A	US	100	8	100	59	59	72	45	45	41	14	0	378	0	378	126	0	126	8.4	2.2909
drakkarfjord_s10_B	drakkarfjord	10	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s11_A	drakkarfjord	11	A	US	103	8	103	74	56	89	56	56	47	18	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s11_B	drakkarfjord	11	B	US	116	8	116	39	76	102	76	28	40	11	48	252	0	252	340	88	252	9.0	2.8636
drakkarfjord_s12_A	drakkarfjord	12	A	US	106	8	106	30	70	92	70	24	36	6	46	216	0	216	350	64	286	9.0	3.4878
drakkarfjord_s12_B	drakkarfjord	12	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s10_A	glacierkeep	10	A	OPP	206	8	206	22	0	176	0	0	-1	22	0	0	0		0	0	0		0.0
glacierkeep_s10_B	glacierkeep	10	B	US	1000	8	1000	887	908	78	4	4	92	883	0	18	0	18	288	162	126	4.5	0.1265
glacierkeep_s11_A	glacierkeep	11	A	OPP	596	8	596	40	56	419	5	0	-1	40	5	0	0		288	288	0		0.0
glacierkeep_s11_B	glacierkeep	11	B	OPP	838	8	838	167	574	302	94	23	128	144	71	198	0	198	1352	1550	-198	8.6087	-0.2429
glacierkeep_s12_A	glacierkeep	12	A	US	1000	8	1000	267	655	115	0	0	-1	267	0	0	0		334	334	0		0.0
glacierkeep_s12_B	glacierkeep	12	B	OPP	781	8	781	0	0	729	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s10_A	midgard	10	A	US	357	8	357	0	101	256	16	0	-1	0	16	0	0		504	0	504		1.4118
midgard_s10_B	midgard	10	B	US	254	8	254	0	79	241	79	0	-1	0	79	0	0		588	76	512		2.0157
midgard_s11_A	midgard	11	A	OPP	265	8	265	0	215	57	17	0	-1	0	17	0	0		0	0	0		0.0
midgard_s11_B	midgard	11	B	OPP	272	8	272	0	7	265	7	0	-1	0	7	0	0		60	60	0		0.0
midgard_s12_A	midgard	12	A	US	237	8	237	0	85	160	24	0	-1	0	24	0	0		504	0	504		2.1266
midgard_s12_B	midgard	12	B	US	333	8	333	0	56	284	52	0	-1	0	52	0	0		504	0	504		1.5135
nordkap_s10_A	nordkap	10	A	US	566	8	566	0	261	362	119	0	-1	0	119	0	0		1080	578	502		0.8869
nordkap_s10_B	nordkap	10	B	US	1000	8	1000	0	72	990	72	0	-1	0	72	0	0		18	0	18		0.018
nordkap_s11_A	nordkap	11	A	US	108	8	108	69	59	83	47	47	49	22	0	396	0	396	108	0	108	8.4255	1.7705
nordkap_s11_B	nordkap	11	B	OPP	248	8	248	0	103	162	77	0	-1	0	77	0	0		0	0	0		0.0
nordkap_s12_A	nordkap	12	A	US	413	8	413	290	321	63	7	6	238	284	1	36	0	36	606	138	468	6.0	1.1499
nordkap_s12_B	nordkap	12	B	US	814	8	814	0	415	803	415	0	-1	0	415	0	0		2284	1784	500		0.6143
yulerune_s10_A	yulerune	10	A	US	239	8	239	0	56	220	55	0	-1	0	55	0	0		504	0	504		2.1088
yulerune_s10_B	yulerune	10	B	US	318	8	318	0	56	302	56	0	-1	0	56	0	0		504	0	504		1.5849
yulerune_s11_A	yulerune	11	A	US	441	8	441	0	56	419	56	0	-1	0	56	0	0		504	0	504		1.1429
yulerune_s11_B	yulerune	11	B	OPP	264	8	264	0	0	78	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_A	yulerune	12	A	US	638	8	638	0	82	577	82	0	-1	0	82	0	0		638	128	510		0.7994
yulerune_s12_B	yulerune	12	B	US	172	8	172	0	56	157	56	0	-1	0	56	0	0		504	0	504		2.9302
atoll_s13_A	atoll	13	A	US	1000	8	1000	0	928	78	13	0	-1	0	13	0	0		6092	5870	222		0.222
atoll_s13_B	atoll	13	B	US	117	8	117	0	57	90	39	0	-1	0	39	0	0		504	0	504		4.3077
atoll_s14_A	atoll	14	A	US	296	8	296	0	228	286	225	0	-1	0	225	0	0		1276	776	500		1.6892
atoll_s14_B	atoll	14	B	US	438	8	438	0	308	429	308	0	-1	0	308	0	0		1636	1136	500		1.1416
atoll_s15_A	atoll	15	A	OPP	340	8	340	0	0	333	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	US	127	8	127	0	61	102	49	0	-1	0	49	0	0		504	0	504		3.9685
drakkarfjord_s13_A	drakkarfjord	13	A	US	121	8	121	22	84	107	84	15	37	7	69	126	0	126	506	124	382	8.4	3.6038
drakkarfjord_s13_B	drakkarfjord	13	B	US	127	8	127	20	86	113	86	15	41	5	71	126	0	126	512	132	380	8.4	3.3929
drakkarfjord_s14_A	drakkarfjord	14	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s14_B	drakkarfjord	14	B	OPP	521	8	521	0	461	56	10	0	-1	0	10	0	0		1702	1344	358		0.6871
drakkarfjord_s15_A	drakkarfjord	15	A	US	224	8	224	34	188	210	188	28	36	6	160	252	0	252	840	592	248	9.0	1.2653
drakkarfjord_s15_B	drakkarfjord	15	B	OPP	521	8	521	0	461	55	9	0	-1	0	9	0	0		1688	1348	340		0.6526
glacierkeep_s13_A	glacierkeep	13	A	OPP	429	8	429	401	361	1	1	1	88	400	0	0	0	0	162	0	162	0.0	0.3785
glacierkeep_s13_B	glacierkeep	13	B	US	1000	8	1000	145	0	79	0	0	-1	145	0	0	0		0	0	0		0.0
glacierkeep_s14_A	glacierkeep	14	A	US	110	8	110	82	58	14	14	14	56	68	0	0	0	0	504	0	504	0.0	5.25
glacierkeep_s14_B	glacierkeep	14	B	OPP	838	8	838	167	574	302	94	23	128	144	71	198	0	198	1352	1550	-198	8.6087	-0.2429
glacierkeep_s15_A	glacierkeep	15	A	US	123	8	123	80	56	94	42	42	67	38	0	252	0	252	252	0	252	6.0	3.1111
glacierkeep_s15_B	glacierkeep	15	B	US	346	8	346	92	274	148	120	24	72	68	96	180	0	180	792	468	324	7.5	1.0062
midgard_s13_A	midgard	13	A	OPP	348	8	348	0	0	78	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s13_B	midgard	13	B	OPP	653	8	653	0	352	520	286	0	-1	0	286	0	0		224	224	0		0.0
midgard_s14_A	midgard	14	A	OPP	546	8	546	0	82	102	42	0	-1	0	42	0	0		252	252	0		0.0
midgard_s14_B	midgard	14	B	OPP	241	8	241	0	0	138	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s15_A	midgard	15	A	US	357	8	357	0	308	265	226	0	-1	0	226	0	0		504	0	504		1.4118
midgard_s15_B	midgard	15	B	US	421	8	421	0	153	268	12	0	-1	0	12	0	0		504	0	504		1.1971
nordkap_s13_A	nordkap	13	A	US	529	8	529	30	441	409	341	5	88	25	336	36	0	36	1940	1476	464	7.2	0.8855
nordkap_s13_B	nordkap	13	B	US	290	8	290	222	62	279	58	50	56	172	8	396	0	396	108	0	108	7.92	0.45
nordkap_s14_A	nordkap	14	A	US	1000	8	1000	20	442	463	107	3	68	17	104	18	0	18	1866	1804	62	6.0	0.0622
nordkap_s14_B	nordkap	14	B	US	171	8	171	119	91	68	18	18	104	101	0	162	0	162	342	0	342	9.0	2.2353
nordkap_s15_A	nordkap	15	A	US	578	8	578	0	252	503	199	0	-1	0	199	0	0		1226	722	504		0.872
nordkap_s15_B	nordkap	15	B	US	309	8	309	253	204	56	47	28	56	225	19	0	0	0	504	0	504	0.0	1.7936
yulerune_s13_A	yulerune	13	A	US	527	8	527	0	264	508	264	0	-1	0	264	0	0		558	54	504		0.9564
yulerune_s13_B	yulerune	13	B	US	205	8	205	0	56	175	56	0	-1	0	56	0	0		504	0	504		2.4585
yulerune_s14_A	yulerune	14	A	OPP	485	8	485	0	82	289	13	0	-1	0	13	0	0		306	0	306		0.6309
yulerune_s14_B	yulerune	14	B	OPP	338	8	338	0	0	103	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s15_A	yulerune	15	A	US	328	8	328	0	56	318	56	0	-1	0	56	0	0		504	0	504		1.5366
yulerune_s15_B	yulerune	15	B	OPP	556	8	556	0	372	190	20	0	-1	0	20	0	0		1388	1378	10		0.018
atoll_s16_A	atoll	16	A	US	284	8	284	0	103	270	103	0	-1	0	103	0	0		684	180	504		1.7746
atoll_s16_B	atoll	16	B	US	194	8	194	0	29	185	29	0	-1	0	29	0	0		504	0	504		2.5979
atoll_s17_A	atoll	17	A	OPP	269	8	269	0	0	177	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s17_B	atoll	17	B	US	127	8	127	0	61	102	49	0	-1	0	49	0	0		504	0	504		3.9685
atoll_s18_A	atoll	18	A	US	237	8	237	0	69	177	24	0	-1	0	24	0	0		504	0	504		2.1266
atoll_s18_B	atoll	18	B	US	398	8	398	0	338	92	41	0	-1	0	41	0	0		1416	916	500		1.2563
drakkarfjord_s16_A	drakkarfjord	16	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s16_B	drakkarfjord	16	B	US	122	8	122	29	82	108	82	20	40	9	62	180	0	180	442	116	326	9.0	3.1961
drakkarfjord_s17_A	drakkarfjord	17	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s17_B	drakkarfjord	17	B	US	284	8	284	60	244	227	201	44	40	16	157	396	0	396	838	734	104	9.0	0.4333
drakkarfjord_s18_A	drakkarfjord	18	A	US	106	8	106	30	70	92	70	24	36	6	46	216	0	216	350	64	286	9.0	3.4878
drakkarfjord_s18_B	drakkarfjord	18	B	US	125	8	125	20	84	111	84	15	41	5	69	126	0	126	502	124	378	8.4	3.4364
glacierkeep_s16_A	glacierkeep	16	A	US	123	8	123	77	56	94	55	55	67	22	0	486	0	486	18	0	18	8.8364	0.2647
glacierkeep_s16_B	glacierkeep	16	B	US	329	8	329	141	109	135	3	3	220	138	0	18	0	18	486	0	486	6.0	1.4908
glacierkeep_s17_A	glacierkeep	17	A	US	123	8	123	78	56	106	56	56	67	22	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s17_B	glacierkeep	17	B	US	445	8	445	64	349	30	3	0	-1	64	3	0	0		918	414	504		1.1326
glacierkeep_s18_A	glacierkeep	18	A	OPP	277	8	277	234	64	212	44	44	63	190	0	378	0	378	108	0	108	8.5909	0.4635
glacierkeep_s18_B	glacierkeep	18	B	US	388	8	388	0	164	361	164	0	-1	0	164	0	0		1036	532	504		1.299
midgard_s16_A	midgard	16	A	US	308	8	308	0	258	288	247	0	-1	0	247	0	0		504	0	504		1.6364
midgard_s16_B	midgard	16	B	US	206	8	206	0	46	180	46	0	-1	0	46	0	0		504	0	504		2.4466
midgard_s17_A	midgard	17	A	US	253	8	253	0	203	234	203	0	-1	0	203	0	0		504	0	504		1.9921
midgard_s17_B	midgard	17	B	US	1000	8	1000	0	944	839	796	0	-1	0	796	0	0		0	0	0		0.0
midgard_s18_A	midgard	18	A	US	340	8	340	0	280	328	277	0	-1	0	277	0	0		668	160	508		1.4941
midgard_s18_B	midgard	18	B	US	609	8	609	0	165	315	12	0	-1	0	12	0	0		504	0	504		0.8276
nordkap_s16_A	nordkap	16	A	US	137	8	137	114	89	19	7	7	48	107	0	0	0	0	504	0	504	0.0	3.8769
nordkap_s16_B	nordkap	16	B	OPP	377	8	377	14	370	112	112	4	99	10	108	18	0	18	860	670	190	4.5	0.5094
nordkap_s17_A	nordkap	17	A	US	197	8	197	170	149	42	6	6	48	164	0	18	0	18	486	0	486	3.0	2.5445
nordkap_s17_B	nordkap	17	B	US	290	8	290	0	159	232	140	0	-1	0	140	0	0		650	148	502		1.731
nordkap_s18_A	nordkap	18	A	US	433	8	433	56	345	116	49	4	88	52	45	18	0	18	1660	1174	486	4.5	1.1329
nordkap_s18_B	nordkap	18	B	US	117	8	117	80	85	66	41	33	41	47	8	288	0	288	216	0	216	8.7273	2.5714
yulerune_s16_A	yulerune	16	A	OPP	203	8	203	0	0	142	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s16_B	yulerune	16	B	OPP	268	8	268	0	0	93	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_A	yulerune	17	A	US	211	8	211	0	187	201	187	0	-1	0	187	0	0		504	0	504		2.3886
yulerune_s17_B	yulerune	17	B	OPP	222	8	222	0	0	58	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_A	yulerune	18	A	OPP	1000	8	1000	0	0	146	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_B	yulerune	18	B	OPP	213	8	213	0	189	51	36	0	-1	0	36	0	0		0	0	0		0.0
atoll_s19_A	atoll	19	A	US	429	8	429	124	189	203	3	0	-1	124	3	0	0		504	0	504		1.1748
atoll_s19_B	atoll	19	B	OPP	454	8	454	0	0	413	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s20_A	atoll	20	A	OPP	373	8	373	0	305	77	16	0	-1	0	16	0	0		930	886	44		0.118
