tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
glacierkeep_s2_B	104	first_fwd_sentinel	260	78	100	9	0	11	0	0	20	20
glacierkeep_s2_B	300	r300	212	63	40	32	0	10	10	0	20	0
glacierkeep_s2_B	584	end	285	85	40	55	0	10	20	0	20	40
glacierkeep_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_A	103	first_fwd_sentinel	306	91	120	10	0	11	5	0	40	20
glacierkeep_s3_A	179	r300	305	91	120	10	0	10	5	0	40	20
glacierkeep_s3_A	179	end	305	91	120	10	0	10	5	0	40	20
glacierkeep_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_B	268	first_fwd_sentinel	258	77	100	9	0	9	0	0	20	20
glacierkeep_s3_B	300	r300	258	77	100	9	0	9	0	0	20	20
glacierkeep_s3_B	323	end	259	77	100	9	0	10	0	0	20	20
glacierkeep_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_A	80	first_fwd_sentinel	204	61	20	12	0	2	10	20	20	20
midgard_s1_A	300	r300	223	66	20	9	0	4	10	20	40	20
midgard_s1_A	556	end	222	66	20	9	0	3	10	20	40	20
midgard_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_B	42	first_fwd_sentinel	223	66	60	13	0	0	20	10	0	20
midgard_s1_B	196	r300	189	56	40	24	0	0	25	0	0	0
midgard_s1_B	196	end	189	56	40	24	0	0	25	0	0	0
midgard_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_A	311	first_fwd_sentinel	559	167	160	13	0	6	20	0	120	140
midgard_s2_A	300	r300	539	161	160	13	0	6	20	0	120	120
midgard_s2_A	366	end	579	173	160	13	0	6	20	0	140	140
midgard_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s2_B	130	r300	290	87	100	26	0	4	30	10	0	20
midgard_s2_B	130	end	290	87	100	26	0	4	30	10	0	20
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	272	r300	179	53	40	19	0	0	20	0	0	0
midgard_s3_A	272	end	179	53	40	19	0	0	20	0	0	0
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s3_B	112	r300	206	61	20	20	0	1	25	0	20	20
midgard_s3_B	112	end	206	61	20	20	0	1	25	0	20	20
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	60	first_fwd_sentinel	286	85	120	6	0	10	10	0	20	20
nordkap_s1_A	124	r300	264	79	100	5	0	9	10	0	20	20
nordkap_s1_A	124	end	264	79	100	5	0	9	10	0	20	20
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	65	first_fwd_sentinel	303	90	120	6	0	7	10	0	40	20
nordkap_s1_B	223	r300	340	102	100	13	0	7	20	0	60	40
nordkap_s1_B	223	end	340	102	100	13	0	7	20	0	60	40
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	87	first_fwd_sentinel	279	83	100	3	0	11	5	0	0	60
nordkap_s2_A	300	r300	277	83	100	3	0	9	5	0	0	60
nordkap_s2_A	347	end	277	83	100	3	0	9	5	0	0	60
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	129	first_fwd_sentinel	313	93	120	5	0	8	10	10	40	20
nordkap_s2_B	300	r300	312	93	120	5	0	7	10	10	40	20
nordkap_s2_B	710	end	312	93	120	5	0	7	10	10	40	20
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	108	first_fwd_sentinel	273	81	100	5	0	8	10	10	0	40
nordkap_s3_A	168	r300	255	76	80	6	0	9	10	10	0	40
nordkap_s3_A	168	end	255	76	80	6	0	9	10	10	0	40
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	180	first_fwd_sentinel	268	80	80	4	0	9	5	10	20	40
nordkap_s3_B	300	r300	268	80	80	4	0	9	5	10	20	40
nordkap_s3_B	999	end	265	79	60	4	0	6	5	10	40	40
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
