tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
nordkap_s3_A	nordkap	3	A	US	Core destroyed	329	parent	54	54	500	792	288	-4	0.3636	1.0	2	6	0	1	1	0		0	1	51	3	5	45	
nordkap_s3_B	nordkap	3	B	US	Titanium collected (tiebreak)	1000	parent	0	0	500	252	252	500	1.0		10	148	9	131	140	10	9	10	2	44	3	5	11	
yulerune_s1_A	yulerune	1	A	US	Core destroyed	408	parent	0	0	500	504	0	-4	0.0		13	50	8	22	30	4	19	6	2	304	1	208	17	
yulerune_s1_B	yulerune	1	B	US	Core destroyed	475	parent	0	0	500	504	0	-4	0.0		6	29	5	8	13	3	19	5	2	421	0		11	
yulerune_s2_A	yulerune	2	A	US	Core destroyed	188	parent	1386	1160	274	612	112	0	0.183	0.8369	7	31	2	6	8	1	19	1	1	87	0		7	
yulerune_s2_B	yulerune	2	B	OPP	Core destroyed	443	parent	504	0	-4	0	0	500		0.0	10	51	2	10	12	2	19	6	0		1	389	8	
yulerune_s3_A	yulerune	3	A	OPP	Core destroyed	357	parent	504	0	-4	0	0	500		0.0	9	44	3	11	14	2	24	2	0		0		11	
yulerune_s3_B	yulerune	3	B	US	Core destroyed	249	parent	324	0	176	504	0	-4	0.0	0.0	4	19	1	5	6	1	19	1	1	156	0		10	
atoll_s4_A	atoll	4	A	US	Core destroyed	141	parent	0	0	500	504	0	-4	0.0		4	12	0	1	1	0		0	1	65	3	7	8	
atoll_s4_B	atoll	4	B	OPP	Core destroyed	731	parent	900	392	-8	0	0	500		0.4356	4	17	1	4	5	7	652	10	0		10	7	8	
atoll_s5_A	atoll	5	A	US	Core destroyed	410	parent	90	90	500	738	234	-4	0.3171	1.0	5	16	0	2	2	2	277	6	1	304	2	7	3	
atoll_s5_B	atoll	5	B	OPP	Core destroyed	250	parent	648	142	-6	0	0	500		0.2191	3	12	0	0	0	0		2	0		2	7	34	
atoll_s6_A	atoll	6	A	OPP	Core destroyed	184	parent	900	388	-12	0	0	500		0.4311	4	16	0	0	0	0		1	0		2	7	3	
atoll_s6_B	atoll	6	B	US	Core destroyed	122	parent	936	926	490	504	0	-4	0.0	0.9893	3	12	0	1	1	0		0	1	66	3	7	7	
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	100	parent	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s4_B	drakkarfjord	4	B	OPP	Core destroyed	521	parent	504	0	-4	2178	1820	142	0.8356	0.0	4	20	0	0	0	0		0	1	60	2	13	10	
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	99	parent	0	0	500	558	52	-6	0.0932		3	16	0	0	0	0		0	1	37	1	13	12	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	153	parent	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	68	2	13	22	
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	101	parent	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	45	1	13	13	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	98	parent	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	42	1	13	15	
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	120	parent	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	64	2	9	12	
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	217	parent	0	0	500	504	0	-4	0.0		3	23	0	0	0	0		0	1	108	3	9	12	
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	146	parent	756	664	408	504	0	-4	0.0	0.8783	2	19	0	0	0	0		0	1	69	2	9	9	
glacierkeep_s5_B	glacierkeep	5	B	US	Titanium collected (tiebreak)	1000	parent	0	0	500	756	756	500	1.0		10	91	0	0	0	0		1	1	92	4	9	20	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	127	parent	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		1	1	71	2	9	12	
glacierkeep_s6_B	glacierkeep	6	B	OPP	Core destroyed	789	parent	504	0	-4	0	0	500		0.0	8	73	0	0	0	0		0	0		2	9	7	
midgard_s4_A	midgard	4	A	US	Core destroyed	289	parent	54	54	500	504	0	-4	0.0	1.0	6	32	1	5	6	1	34	2	2	128	0		10	
midgard_s4_B	midgard	4	B	US	Core destroyed	177	parent	612	468	356	504	0	-4	0.0	0.7647	7	23	3	9	12	2	40	3	1	107	0		9	
midgard_s5_A	midgard	5	A	OPP	Core destroyed	565	parent	504	0	-4	2394	1996	102	0.8338	0.0	7	36	1	9	10	2	42	3	1	55	0		6	
midgard_s5_B	midgard	5	B	OPP	Core destroyed	339	parent	504	0	-4	0	0	500		0.0	10	55	1	7	8	2	34	3	0		0		21	
midgard_s6_A	midgard	6	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	0	0	500			7	25	6	9	15	3	48	4	0		0		9	
midgard_s6_B	midgard	6	B	OPP	Core destroyed	268	parent	504	0	-4	612	594	482	0.9706	0.0	10	20	6	2	8	2	35	2	1	48	0		14	
nordkap_s4_A	nordkap	4	A	US	Core destroyed	104	parent	450	448	498	504	0	-4	0.0	0.9956	2	8	0	0	0	0		0	1	36	2	5	11	
nordkap_s4_B	nordkap	4	B	OPP	Titanium collected (tiebreak)	1000	parent	54	54	500	378	378	500	1.0	1.0	11	48	1	7	8	2	9	3	3	136	16	5	51	
nordkap_s5_A	nordkap	5	A	US	Core destroyed	124	parent	0	0	500	756	248	-8	0.328		1	3	0	1	1	0		0	1	40	2	5	12	
nordkap_s5_B	nordkap	5	B	US	Core destroyed	150	parent	0	0	500	504	0	-4	0.0		3	8	1	2	3	3	7	4	1	94	4	5	14	
nordkap_s6_A	nordkap	6	A	US	Core destroyed	108	parent	0	0	500	504	0	-4	0.0		3	8	0	1	1	0		1	1	49	2	5	14	
nordkap_s6_B	nordkap	6	B	US	Core destroyed	186	parent	180	180	500	504	0	-4	0.0	1.0	3	9	1	2	3	2	9	2	1	81	2	5	11	
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	208	parent	504	0	-4	0	0	500		0.0	7	40	1	1	2	1	34	2	0		0		10	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	173	parent	810	304	-6	0	0	500		0.3753	11	42	4	3	7	1	19	1	0		0		5	
yulerune_s5_A	yulerune	5	A	US	Core destroyed	323	parent	0	0	500	504	0	-4	0.0		6	31	2	12	14	4	28	5	1	267	0		12	
yulerune_s5_B	yulerune	5	B	US	Core destroyed	161	parent	0	0	500	504	0	-4	0.0		5	30	2	10	12	1	19	1	1	92	0		12	
yulerune_s6_A	yulerune	6	A	US	Core destroyed	656	parent	0	0	500	504	0	-4	0.0		6	28	1	4	5	1	19	2	1	600	0		10	
yulerune_s6_B	yulerune	6	B	US	Core destroyed	624	parent	1674	1674	500	504	0	-4	0.0	1.0	4	19	3	5	8	2	19	4	1	568	0		10	
atoll_s7_A	atoll	7	A	US	Core destroyed	148	parent	0	0	500	504	0	-4	0.0		5	16	0	3	3	0		2	1	92	2	7	10	
atoll_s7_B	atoll	7	B	US	Core destroyed	250	parent	0	0	500	828	324	-4	0.3913		4	14	0	1	1	0		4	1	158	3	7	9	
atoll_s8_A	atoll	8	A	US	Core destroyed	266	parent	432	432	500	558	54	-4	0.0968	1.0	4	22	0	10	10	1	167	1	2	166	4	7	8	
atoll_s8_B	atoll	8	B	US	Core destroyed	346	parent	2610	2600	490	2448	1948	0	0.7958	0.9962	5	17	0	1	1	0		1	1	74	4	7	14	
atoll_s9_A	atoll	9	A	OPP	Core destroyed	202	parent	918	408	-10	0	0	500		0.4444	5	18	0	2	2	0		1	0		3	7	4	
atoll_s9_B	atoll	9	B	US	Core destroyed	185	parent	1476	1476	500	1026	522	-4	0.5088	1.0	4	10	0	2	2	0		0	2	92	3	7	8	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	93	parent	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	37	1	13	13	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	101	parent	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	93	parent	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	37	1	13	13	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	287	parent	0	0	500	1476	970	-6	0.6572		3	13	0	0	0	0		0	1	40	2	13	14	
drakkarfjord_s9_A	drakkarfjord	9	A	OPP	Core destroyed	338	parent	864	360	-4	0	0	500		0.4167	10	128	0	0	0	0		3	0		2	13	13	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	461	parent	0	0	500	1152	648	-4	0.5625		2	9	0	0	0	0		0	1	76	1	13	52	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	119	parent	0	0	500	504	0	-4	0.0		4	29	0	0	0	0		0	1	63	2	9	11	
glacierkeep_s7_B	glacierkeep	7	B	OPP	Harvesters (tiebreak)	1000	parent	0	0	500	1638	1628	490	0.9939		12	95	0	0	0	0		1	1	92	3	9	14	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	132	parent	0	0	500	504	0	-4	0.0		4	27	0	0	0	0		1	1	75	2	9	11	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	217	parent	0	0	500	504	0	-4	0.0		3	14	0	0	0	0		0	1	68	2	9	26	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	126	parent	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	68	2	9	11	
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	285	parent	0	0	500	504	0	-4	0.0		2	18	0	0	0	0		0	1	181	3	9	34	
midgard_s7_A	midgard	7	A	OPP	Core destroyed	347	parent	504	0	-4	720	720	500	1.0	0.0	11	51	4	8	12	2	34	3	1	55	0		5	
midgard_s7_B	midgard	7	B	US	Core destroyed	327	parent	0	0	500	504	0	-4	0.0		8	33	5	12	17	2	40	5	1	271	0		9	
midgard_s8_A	midgard	8	A	OPP	Core destroyed	220	parent	504	0	-4	666	666	500	1.0	0.0	8	39	2	5	7	1	36	1	1	52	0		5	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	176	parent	504	0	-4	0	0	500		0.0	8	34	4	19	23	2	39	3	0		0		8	
midgard_s9_A	midgard	9	A	US	Core destroyed	225	parent	0	0	500	504	0	-4	0.0		8	33	4	16	20	2	43	3	1	120	0		9	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	341	parent	1116	616	0	306	0	194	0.0	0.552	9	19	6	8	14	2	39	4	1	264	0		9	
nordkap_s7_A	nordkap	7	A	US	Core destroyed	277	parent	288	288	500	504	0	-4	0.0	1.0	2	6	1	3	4	2	7	2	1	148	3	5	30	
nordkap_s7_B	nordkap	7	B	OPP	Core destroyed	356	parent	558	54	-4	0	0	500		0.0968	16	68	0	2	2	0		0	0		9	5	7	
nordkap_s8_A	nordkap	8	A	US	Core destroyed	117	parent	360	342	482	504	0	-4	0.0	0.95	2	5	0	1	1	0		0	1	48	3	5	11	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	241	parent	0	0	500	504	0	-4	0.0		3	8	0	4	4	2	7	2	2	53	3	5	25	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	210	parent	0	0	500	504	0	-4	0.0		3	6	2	3	5	1	81	1	1	154	3	5	13	
nordkap_s9_B	nordkap	9	B	OPP	Core destroyed	304	parent	504	0	-4	0	0	500		0.0	15	52	4	3	7	2	9	2	0		3	5	9	
yulerune_s7_A	yulerune	7	A	US	Core destroyed	274	parent	0	0	500	504	0	-4	0.0		6	20	1	3	4	1	24	2	1	218	3	234	9	
yulerune_s7_B	yulerune	7	B	US	Core destroyed	293	parent	72	0	428	504	0	-4	0.0	0.0	3	16	0	5	5	3	21	3	1	200	0		9	
yulerune_s8_A	yulerune	8	A	US	Core destroyed	337	parent	216	0	284	504	0	-4	0.0	0.0	9	50	2	9	11	1	19	1	1	244	0		9	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	279	parent	504	0	-4	0	0	500		0.0	16	57	7	5	12	2	19	2	0		0		13	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	157	parent	504	0	-4	0	0	500		0.0	9	46	1	4	5	1	19	2	0		0		7	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	209	parent	504	0	-4	0	0	500		0.0	11	39	6	6	12	1	19	2	0		0		8	
atoll_s10_A	atoll	10	A	OPP	Core destroyed	148	parent	720	216	-4	144	0	356	0.0	0.3	4	17	0	0	0	0		1	1	130	3	7	14	
atoll_s10_B	atoll	10	B	US	Core destroyed	146	parent	0	0	500	504	0	-4	0.0		3	18	0	1	1	0		1	1	90	3	7	23	
atoll_s11_A	atoll	11	A	US	Core destroyed	189	parent	0	0	500	504	0	-4	0.0		3	13	0	3	3	0		0	1	124	3	7	28	
atoll_s11_B	atoll	11	B	OPP	Core destroyed	300	parent	864	364	0	1296	1040	244	0.8025	0.4213	3	12	0	0	0	0		0	1	155	3	7	16	
atoll_s12_A	atoll	12	A	US	Core destroyed	631	parent	0	0	500	4356	3850	-6	0.8838		4	12	0	6	6	2	584	3	1	77	8	7	11	
atoll_s12_B	atoll	12	B	OPP	Titanium collected (tiebreak)	1000	parent	0	0	500	0	0	500			4	14	1	1	2	0		4	0		12	7	9	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	103	parent	0	0	500	504	0	-4	0.0		4	26	0	1	1	0		0	1	47	1	13	11	
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	98	parent	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	42	1	13	12	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	121	parent	0	0	500	684	184	0	0.269		2	16	0	0	0	0		0	1	45	1	13	14	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	824	parent	0	0	500	2952	2448	-4	0.8293		4	47	0	0	0	0		1	3	57	6	13	30	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	90	parent	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	34	1	13	10	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	461	parent	0	0	500	1152	648	-4	0.5625		2	9	0	0	0	0		0	1	76	1	13	52	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	119	parent	0	0	500	504	0	-4	0.0		4	29	0	0	0	0		0	1	63	2	9	11	
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	160	parent	0	0	500	504	0	-4	0.0		2	18	0	0	0	0		1	1	95	3	9	22	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	119	parent	0	0	500	504	0	-4	0.0		4	29	0	0	0	0		0	1	63	2	9	11	
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	388	parent	0	0	500	1260	756	-4	0.6		7	64	0	1	1	0		1	2	164	2	9	19	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	119	parent	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	63	2	9	13	
glacierkeep_s12_B	glacierkeep	12	B	US	Core destroyed	277	parent	0	0	500	504	0	-4	0.0		5	41	0	0	0	0		0	1	168	2	9	12	
midgard_s10_A	midgard	10	A	US	Core destroyed	529	parent	270	0	230	504	0	-4	0.0	0.0	9	39	4	17	21	2	41	3	1	368	0		35	
midgard_s10_B	midgard	10	B	OPP	Core destroyed	564	parent	504	0	-4	648	648	500	1.0	0.0	12	19	9	5	14	2	38	3	1	85	0		58	
midgard_s11_A	midgard	11	A	OPP	Core destroyed	732	parent	504	0	-4	1620	1546	426	0.9543	0.0	11	42	6	13	19	2	46	4	1	244	0		24	
midgard_s11_B	midgard	11	B	US	Core destroyed	495	parent	0	0	500	522	16	-6	0.0307		9	84	1	31	32	1	40	2	1	420	0		9	
midgard_s12_A	midgard	12	A	OPP	Core destroyed	187	parent	504	0	-4	0	0	500		0.0	7	27	3	10	13	2	45	3	0		0		8	
midgard_s12_B	midgard	12	B	OPP	Core destroyed	389	parent	504	0	-4	486	0	14	0.0	0.0	9	22	6	9	15	2	38	3	1	260	0		25	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	310	parent	270	262	492	2304	1804	0	0.783	0.9704	2	6	0	1	1	0		1	1	52	3	5	17	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	269	parent	432	36	104	504	0	-4	0.0	0.0833	4	14	1	3	4	1	9	1	1	160	2	5	11	
nordkap_s11_A	nordkap	11	A	US	Core destroyed	377	parent	72	72	500	1224	720	-4	0.5882	1.0	2	5	0	1	1	0		1	1	80	4	5	42	
nordkap_s11_B	nordkap	11	B	OPP	Core destroyed	273	parent	504	0	-4	234	0	266	0.0	0.0	5	18	0	4	4	2	9	2	2	73	5	5	11	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	124	parent	0	0	500	504	0	-4	0.0		6	19	0	1	1	0		1	1	68	4	5	8	
nordkap_s12_B	nordkap	12	B	US	Core destroyed	809	parent	0	0	500	558	54	-4	0.0968		15	57	0	4	4	1	9	2	2	156	9	5	11	
yulerune_s10_A	yulerune	10	A	OPP	Core destroyed	233	parent	504	0	-4	0	0	500		0.0	6	25	4	9	13	3	19	3	0		0		9	
yulerune_s10_B	yulerune	10	B	US	Core destroyed	177	parent	0	0	500	504	0	-4	0.0		5	22	2	6	8	2	24	2	1	72	0		9	
yulerune_s11_A	yulerune	11	A	US	Core destroyed	198	parent	0	0	500	504	0	-4	0.0		5	25	1	4	5	2	19	2	1	142	0		10	
yulerune_s11_B	yulerune	11	B	OPP	Core destroyed	545	parent	504	0	-4	0	0	500		0.0	6	39	2	16	18	1	19	2	0		0		9	
yulerune_s12_A	yulerune	12	A	US	Core destroyed	607	parent	1692	1670	478	504	0	-4	0.0	0.987	5	22	1	4	5	1	24	3	1	551	0		9	
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	318	parent	504	0	-4	0	0	500		0.0	8	48	1	13	14	2	19	4	0		0		8	
atoll_s13_A	atoll	13	A	US	Core destroyed	234	parent	0	0	500	900	392	-8	0.4356		4	18	0	8	8	2	92	2	1	134	4	7	9	
atoll_s13_B	atoll	13	B	OPP	Core destroyed	191	parent	828	324	-4	180	180	500	1.0	0.3913	4	20	0	0	0	0		2	2	130	2	7	5	
atoll_s14_A	atoll	14	A	US	Core destroyed	893	parent	0	0	500	504	0	-4	0.0		5	103	2	95	97	3	156	4	1	828	3	7	28	
atoll_s14_B	atoll	14	B	US	Core destroyed	185	parent	1422	1392	470	900	392	-8	0.4356	0.9789	3	13	0	2	2	0		0	1	85	3	7	6	
atoll_s15_A	atoll	15	A	OPP	Core destroyed	330	parent	2052	1552	0	0	0	500		0.7563	5	17	0	0	0	0		1	0		2	7	3	
atoll_s15_B	atoll	15	B	OPP	Core destroyed	533	parent	828	324	-4	0	0	500		0.3913	5	16	0	0	0	0		0	0		4	7	132	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Core destroyed	115	parent	0	0	500	738	236	-2	0.3198		2	16	0	0	0	0		0	1	33	1	13	12	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	120	parent	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	64	4	13	20	
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	18	18	500	1.0		4	26	0	2	2	0		1	1	92	2	13	86	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	116	parent	0	0	500	684	180	-4	0.2632		3	14	0	0	0	0		0	1	40	1	13	12	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	121	parent	0	0	500	684	184	0	0.269		2	16	0	0	0	0		0	1	45	1	13	14	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	127	parent	0	0	500	774	268	-6	0.3463		3	13	0	0	0	0		0	1	41	1	13	12	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	257	parent	0	0	500	504	0	-4	0.0		5	26	0	0	0	0		1	1	72	2	9	11	
glacierkeep_s13_B	glacierkeep	13	B	US	Core destroyed	617	parent	0	0	500	1008	504	-4	0.5		3	27	0	0	0	0		0	1	116	2	9	64	
glacierkeep_s14_A	glacierkeep	14	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	486	450	464	0.9259		7	59	0	1	1	0		1	2	72	5	9	12	
glacierkeep_s14_B	glacierkeep	14	B	US	Titanium collected (tiebreak)	1000	parent	0	0	500	3330	3122	292	0.9375		7	58	0	0	0	0		2	1	92	2	9	7	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	150	parent	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	1	68	2	9	11	
glacierkeep_s15_B	glacierkeep	15	B	OPP	Harvesters (tiebreak)	1000	parent	18	0	482	0	0	500		0.0	10	92	0	0	0	0		0	0		4	9	9	
midgard_s13_A	midgard	13	A	OPP	Core destroyed	339	parent	504	0	-4	0	0	500		0.0	9	69	1	14	15	1	45	2	0		0		11	
midgard_s13_B	midgard	13	B	US	Core destroyed	584	parent	1638	1584	446	504	0	-4	0.0	0.967	6	35	2	14	16	2	40	4	1	524	0		9	
midgard_s14_A	midgard	14	A	OPP	Core destroyed	646	parent	666	160	-6	216	216	500	1.0	0.2402	11	51	4	11	15	2	34	2	1	50	0		10	
midgard_s14_B	midgard	14	B	OPP	Core destroyed	320	parent	576	68	-8	0	0	500		0.1181	16	39	12	10	22	2	38	4	0		0		14	
midgard_s15_A	midgard	15	A	OPP	Core destroyed	321	parent	504	0	-4	720	720	500	1.0	0.0	9	34	3	7	10	0		1	1	54	0		7	
midgard_s15_B	midgard	15	B	US	Core destroyed	192	parent	486	476	490	504	0	-4	0.0	0.9794	7	34	2	12	14	3	40	4	1	136	0		10	
nordkap_s13_A	nordkap	13	A	US	Core destroyed	105	parent	540	522	482	504	0	-4	0.0	0.9667	2	6	0	1	1	0		0	1	49	3	5	11	
nordkap_s13_B	nordkap	13	B	US	Core destroyed	864	parent	0	0	500	1548	1044	-4	0.6744		4	11	2	3	5	3	7	3	4	100	10	5	38	
nordkap_s14_A	nordkap	14	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	5022	4670	148	0.9299		4	16	1	0	1	1	948	2	5	51	7	5	33	
nordkap_s14_B	nordkap	14	B	OPP	Core destroyed	374	parent	540	36	-4	0	0	500		0.0667	8	25	1	3	4	1	9	1	0		2	5	11	
