tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
yulerune_s2_A	yulerune	2	A	US	188	8	188	0	101	93	20	0	-1	0	20	0	0		576	76	500		2.6596
yulerune_s2_B	yulerune	2	B	OPP	443	8	443	0	0	394	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s3_A	yulerune	3	A	OPP	357	8	357	0	0	221	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s3_B	yulerune	3	B	US	249	8	249	0	93	157	16	0	-1	0	16	0	0		504	0	504		2.0241
atoll_s4_A	atoll	4	A	US	141	8	141	0	76	91	33	0	-1	0	33	0	0		504	0	504		3.5745
atoll_s4_B	atoll	4	B	OPP	731	8	731	0	0	712	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s5_A	atoll	5	A	US	410	8	410	0	116	399	116	0	-1	0	116	0	0		646	142	504		1.2293
atoll_s5_B	atoll	5	B	OPP	250	8	250	0	0	112	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s6_A	atoll	6	A	OPP	184	8	184	0	0	46	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s6_B	atoll	6	B	US	122	8	122	0	56	113	56	0	-1	0	56	0	0		504	0	504		4.1311
drakkarfjord_s4_A	drakkarfjord	4	A	US	100	8	100	59	59	72	45	45	41	14	0	378	0	378	126	0	126	8.4	2.2909
drakkarfjord_s4_B	drakkarfjord	4	B	OPP	521	8	521	0	461	56	10	0	-1	0	10	0	0		1702	1344	358		0.6871
drakkarfjord_s5_A	drakkarfjord	5	A	US	99	8	99	55	62	85	62	47	37	8	15	414	0	414	116	24	92	8.8085	1.7692
drakkarfjord_s5_B	drakkarfjord	5	B	US	153	8	153	64	85	93	39	31	68	33	8	270	0	270	234	0	234	8.7097	1.918
drakkarfjord_s6_A	drakkarfjord	6	A	US	101	8	101	57	56	87	56	56	45	1	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s6_B	drakkarfjord	6	B	US	98	8	98	59	56	84	56	53	42	6	3	486	0	486	18	0	18	9.1698	0.4
glacierkeep_s4_A	glacierkeep	4	A	US	120	8	120	75	56	104	56	56	64	19	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s4_B	glacierkeep	4	B	US	217	8	217	96	109	93	3	3	108	93	0	18	0	18	486	0	486	6.0	2.271
glacierkeep_s5_A	glacierkeep	5	A	US	146	8	146	1	77	75	23	1	71	0	22	0	0	0	504	0	504	0.0	3.4759
glacierkeep_s5_B	glacierkeep	5	B	US	1000	8	1000	85	166	770	3	3	92	82	0	18	0	18	590	608	-18	6.0	-0.0181
glacierkeep_s6_A	glacierkeep	6	A	US	127	8	127	80	56	96	42	42	71	38	0	252	0	252	252	0	252	6.0	2.9647
glacierkeep_s6_B	glacierkeep	6	B	OPP	789	8	789	0	0	737	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s4_A	midgard	4	A	US	289	8	289	0	76	230	33	0	-1	0	33	0	0		504	0	504		1.7439
midgard_s4_B	midgard	4	B	US	177	8	177	0	70	130	39	0	-1	0	39	0	0		504	0	504		2.8475
midgard_s5_A	midgard	5	A	OPP	565	8	565	0	510	90	46	0	-1	0	46	0	0		1878	1480	398		0.7044
midgard_s5_B	midgard	5	B	OPP	339	8	339	0	0	112	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s6_A	midgard	6	A	US	1000	8	1000	0	404	968	404	0	-1	0	404	0	0		0	0	0		0.0
midgard_s6_B	midgard	6	B	OPP	268	8	268	0	220	64	28	0	-1	0	28	0	0		468	450	18		0.0672
nordkap_s4_A	nordkap	4	A	US	104	8	104	81	68	48	22	22	36	59	0	126	0	126	378	0	378	5.7273	4.6098
nordkap_s4_B	nordkap	4	B	OPP	1000	8	1000	0	45	989	45	0	-1	0	45	0	0		378	378	0		0.0
nordkap_s5_A	nordkap	5	A	US	124	8	124	27	84	113	84	16	40	11	68	144	0	144	488	124	364	9.0	3.3704
nordkap_s5_B	nordkap	5	B	US	150	8	150	74	64	138	63	45	94	29	18	378	0	378	126	0	126	8.4	1.2
nordkap_s6_A	nordkap	6	A	US	108	8	108	69	59	83	47	47	49	22	0	396	0	396	108	0	108	8.4255	1.7705
nordkap_s6_B	nordkap	6	B	US	186	8	186	139	120	47	25	12	136	127	13	0	0	0	504	0	504	0.0	2.8966
yulerune_s4_A	yulerune	4	A	OPP	208	8	208	0	0	110	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s4_B	yulerune	4	B	OPP	173	8	173	0	0	156	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s5_A	yulerune	5	A	US	323	8	323	0	295	310	293	0	-1	0	293	0	0		504	0	504		1.5604
yulerune_s5_B	yulerune	5	B	US	161	8	161	0	69	111	40	0	-1	0	40	0	0		504	0	504		3.1304
yulerune_s6_A	yulerune	6	A	US	656	8	656	0	56	282	56	0	-1	0	56	0	0		504	0	504		0.7683
yulerune_s6_B	yulerune	6	B	US	624	8	624	0	597	519	504	0	-1	0	504	0	0		504	0	504		0.8077
atoll_s7_A	atoll	7	A	US	148	8	148	39	56	141	56	39	109	0	17	360	0	360	144	0	144	9.2308	1.3211
atoll_s7_B	atoll	7	B	US	250	8	250	0	92	241	92	0	-1	0	92	0	0		664	160	504		2.016
atoll_s8_A	atoll	8	A	US	266	8	266	0	62	259	62	0	-1	0	62	0	0		558	54	504		1.8947
atoll_s8_B	atoll	8	B	US	346	8	346	0	272	333	272	0	-1	0	272	0	0		1472	972	500		1.4451
atoll_s9_A	atoll	9	A	OPP	202	8	202	0	0	179	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s9_B	atoll	9	B	US	185	8	185	0	93	149	66	0	-1	0	66	0	0		782	278	504		2.7243
drakkarfjord_s7_A	drakkarfjord	7	A	US	93	8	93	64	56	79	56	56	37	8	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s7_B	drakkarfjord	7	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s8_A	drakkarfjord	8	A	US	93	8	93	64	56	79	56	56	37	8	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s8_B	drakkarfjord	8	B	US	287	8	287	60	247	230	204	44	40	16	160	396	0	396	848	738	110	9.0	0.4527
drakkarfjord_s9_A	drakkarfjord	9	A	OPP	338	8	338	0	0	266	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s9_B	drakkarfjord	9	B	US	461	8	461	18	385	113	51	18	86	0	33	162	0	162	906	564	342	9.0	0.772
glacierkeep_s7_A	glacierkeep	7	A	US	119	8	119	76	56	76	56	56	63	20	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s7_B	glacierkeep	7	B	OPP	1000	8	1000	85	408	471	7	3	92	82	4	18	0	18	1292	1300	-8	6.0	-0.008
glacierkeep_s8_A	glacierkeep	8	A	US	132	8	132	89	57	77	52	52	75	37	0	450	0	450	54	0	54	8.6538	0.675
glacierkeep_s8_B	glacierkeep	8	B	US	217	8	217	179	149	35	4	4	68	175	0	18	0	18	486	0	486	4.5	2.2817
glacierkeep_s9_A	glacierkeep	9	A	US	126	8	126	98	58	52	52	52	72	46	0	468	0	468	36	0	36	9.0	0.4865
glacierkeep_s9_B	glacierkeep	9	B	US	285	8	285	48	104	196	33	0	-1	48	33	0	0		504	0	504		1.7684
midgard_s7_A	midgard	7	A	OPP	347	8	347	0	215	56	9	0	-1	0	9	0	0		568	568	0		0.0
midgard_s7_B	midgard	7	B	US	327	8	327	0	56	300	56	0	-1	0	56	0	0		504	0	504		1.5413
midgard_s8_A	midgard	8	A	OPP	220	8	220	0	168	81	41	0	-1	0	41	0	0		490	490	0		0.0
midgard_s8_B	midgard	8	B	OPP	176	8	176	0	0	157	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s9_A	midgard	9	A	US	225	8	225	0	105	126	28	0	-1	0	28	0	0		504	0	504		2.24
midgard_s9_B	midgard	9	B	OPP	341	8	341	0	77	198	12	0	-1	0	12	0	0		306	0	306		0.8974
nordkap_s7_A	nordkap	7	A	US	277	8	277	27	270	143	143	0	-1	27	143	0	0		504	0	504		1.8195
nordkap_s7_B	nordkap	7	B	OPP	356	8	356	0	0	336	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s8_A	nordkap	8	A	US	117	8	117	89	69	51	20	20	48	69	0	108	0	108	396	0	396	5.4	4.0825
nordkap_s8_B	nordkap	8	B	US	241	8	241	55	234	140	140	25	42	30	115	36	0	36	468	0	468	1.44	2.1667
nordkap_s9_A	nordkap	9	A	US	210	8	210	70	129	194	126	70	140	0	56	504	0	504	0	0	0	7.2	0.0
nordkap_s9_B	nordkap	9	B	OPP	304	8	304	0	103	12	12	0	-1	0	12	0	0		0	0	0		0.0
yulerune_s7_A	yulerune	7	A	US	274	8	274	0	64	264	64	0	-1	0	64	0	0		504	0	504		1.8394
yulerune_s7_B	yulerune	7	B	US	293	8	293	0	267	205	190	0	-1	0	190	0	0		504	0	504		1.7201
yulerune_s8_A	yulerune	8	A	US	337	8	337	0	93	208	16	0	-1	0	16	0	0		504	0	504		1.4955
yulerune_s8_B	yulerune	8	B	OPP	279	8	279	0	102	166	4	0	-1	0	4	0	0		0	0	0		0.0
yulerune_s9_A	yulerune	9	A	OPP	157	8	157	0	0	62	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_B	yulerune	9	B	OPP	209	8	209	0	0	160	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_A	atoll	10	A	OPP	148	8	148	0	18	110	15	0	-1	0	15	0	0		144	0	144		0.973
atoll_s10_B	atoll	10	B	US	146	8	146	0	56	134	56	0	-1	0	56	0	0		504	0	504		3.4521
atoll_s11_A	atoll	11	A	US	189	8	189	0	65	142	29	0	-1	0	29	0	0		504	0	504		2.6667
atoll_s11_B	atoll	11	B	OPP	300	8	300	0	145	289	145	0	-1	0	145	0	0		776	520	256		0.8533
atoll_s12_A	atoll	12	A	US	631	8	631	0	554	624	554	0	-1	0	554	0	0		2620	2114	506		0.8019
atoll_s12_B	atoll	12	B	OPP	1000	8	1000	0	0	991	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s10_A	drakkarfjord	10	A	US	103	8	103	74	56	89	56	56	47	18	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s10_B	drakkarfjord	10	B	US	98	8	98	52	56	84	56	51	42	1	5	468	0	468	36	0	36	9.1765	0.766
drakkarfjord_s11_A	drakkarfjord	11	A	US	121	8	121	28	76	107	76	27	45	1	49	234	0	234	358	92	266	8.6667	2.8298
drakkarfjord_s11_B	drakkarfjord	11	B	US	824	8	824	25	483	643	316	0	-1	25	316	0	0		2056	1552	504		0.6117
drakkarfjord_s12_A	drakkarfjord	12	A	US	90	8	90	57	56	75	55	55	34	2	0	486	0	486	18	0	18	8.8364	0.5143
drakkarfjord_s12_B	drakkarfjord	12	B	US	461	8	461	18	385	113	51	18	86	0	33	162	0	162	906	564	342	9.0	0.772
glacierkeep_s10_A	glacierkeep	10	A	US	119	8	119	76	56	76	56	56	63	20	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s10_B	glacierkeep	10	B	US	160	8	160	36	65	97	22	0	-1	36	22	0	0		504	0	504		3.15
glacierkeep_s11_A	glacierkeep	11	A	US	119	8	119	76	56	76	56	56	63	20	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s11_B	glacierkeep	11	B	US	388	8	388	0	164	361	164	0	-1	0	164	0	0		1036	532	504		1.299
glacierkeep_s12_A	glacierkeep	12	A	US	119	8	119	71	56	104	56	51	63	20	5	450	0	450	54	0	54	8.8235	0.7941
glacierkeep_s12_B	glacierkeep	12	B	US	277	8	277	154	109	119	3	3	168	151	0	18	0	18	486	0	486	6.0	1.7737
midgard_s10_A	midgard	10	A	US	529	8	529	0	479	365	327	0	-1	0	327	0	0		504	0	504		0.9527
midgard_s10_B	midgard	10	B	OPP	564	8	564	0	479	104	33	0	-1	0	33	0	0		572	572	0		0.0
midgard_s11_A	midgard	11	A	OPP	732	8	732	0	679	247	207	0	-1	0	207	0	0		1312	1238	74		0.1011
midgard_s11_B	midgard	11	B	US	495	8	495	0	75	351	9	0	-1	0	9	0	0		514	8	506		1.0222
midgard_s12_A	midgard	12	A	OPP	187	8	187	0	0	132	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s12_B	midgard	12	B	OPP	389	8	389	0	129	201	11	0	-1	0	11	0	0		486	0	486		1.2494
nordkap_s10_A	nordkap	10	A	US	310	8	310	33	258	266	227	13	52	20	214	108	0	108	1308	916	392	8.3077	1.3199
nordkap_s10_B	nordkap	10	B	US	269	8	269	180	181	131	52	3	160	177	49	18	0	18	486	0	486	6.0	1.8271
nordkap_s11_A	nordkap	11	A	US	377	8	377	39	297	180	110	1	82	38	109	0	0	0	1002	498	504	0.0	1.3404
nordkap_s11_B	nordkap	11	B	OPP	273	8	273	163	36	254	28	13	260	150	15	108	0	108	126	0	126	8.3077	0.4846
nordkap_s12_A	nordkap	12	A	US	124	8	124	0	56	113	56	0	-1	0	56	0	0		504	0	504		4.0645
nordkap_s12_B	nordkap	12	B	US	809	8	809	155	108	701	62	0	-1	155	62	0	0		558	54	504		0.623
yulerune_s10_A	yulerune	10	A	OPP	233	8	233	0	0	183	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s10_B	yulerune	10	B	US	177	8	177	0	105	70	7	0	-1	0	7	0	0		504	0	504		2.8475
yulerune_s11_A	yulerune	11	A	US	198	8	198	0	56	187	56	0	-1	0	56	0	0		504	0	504		2.5455
yulerune_s11_B	yulerune	11	B	OPP	545	8	545	0	0	147	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_A	yulerune	12	A	US	607	8	607	0	56	527	56	0	-1	0	56	0	0		504	0	504		0.8303
yulerune_s12_B	yulerune	12	B	OPP	318	8	318	0	0	213	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s13_A	atoll	13	A	US	234	8	234	0	133	220	126	0	-1	0	126	0	0		704	196	508		2.1709
atoll_s13_B	atoll	13	B	OPP	191	8	191	0	61	116	14	0	-1	0	14	0	0		128	128	0		0.0
atoll_s14_A	atoll	14	A	US	893	8	893	110	65	828	34	34	828	76	0	270	0	270	234	0	234	7.9412	0.2724
atoll_s14_B	atoll	14	B	US	185	8	185	0	100	175	100	0	-1	0	100	0	0		704	196	508		2.7459
atoll_s15_A	atoll	15	A	OPP	330	8	330	0	0	282	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	OPP	533	8	533	0	0	365	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s13_A	drakkarfjord	13	A	US	115	8	115	8	82	100	81	6	33	2	75	36	0	36	582	116	466	6.0	4.2752
drakkarfjord_s13_B	drakkarfjord	13	B	US	120	8	120	73	56	106	56	56	64	17	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s14_A	drakkarfjord	14	A	US	1000	8	1000	898	908	71	0	0	-1	898	0	0	0		18	18	0		0.0
drakkarfjord_s14_B	drakkarfjord	14	B	US	116	8	116	39	76	102	76	28	40	11	48	252	0	252	340	88	252	9.0	2.8636
drakkarfjord_s15_A	drakkarfjord	15	A	US	121	8	121	28	76	107	76	27	45	1	49	234	0	234	358	92	266	8.6667	2.8298
drakkarfjord_s15_B	drakkarfjord	15	B	US	127	8	127	20	86	113	86	15	41	5	71	126	0	126	512	132	380	8.4	3.3929
glacierkeep_s13_A	glacierkeep	13	A	US	257	8	257	214	185	51	0	0	-1	214	0	0	0		504	0	504		1.9611
glacierkeep_s13_B	glacierkeep	13	B	US	617	8	617	96	501	102	55	12	116	84	43	108	0	108	840	444	396	9.0	0.6545
glacierkeep_s14_A	glacierkeep	14	A	US	1000	8	1000	143	88	794	11	6	72	137	5	0	0	0	486	450	36	0.0	0.0362
glacierkeep_s14_B	glacierkeep	14	B	US	1000	8	1000	0	908	108	60	0	-1	0	60	0	0		2646	2438	208		0.208
glacierkeep_s15_A	glacierkeep	15	A	US	150	8	150	103	82	68	23	23	80	80	0	162	0	162	342	0	342	7.0435	2.6929
glacierkeep_s15_B	glacierkeep	15	B	OPP	1000	8	1000	3	0	948	0	0	-1	3	0	0	0		0	0	0		0.0
midgard_s13_A	midgard	13	A	OPP	339	8	339	0	0	328	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s13_B	midgard	13	B	US	584	8	584	0	531	433	393	0	-1	0	393	0	0		504	0	504		0.863
midgard_s14_A	midgard	14	A	OPP	646	8	646	0	77	410	14	0	-1	0	14	0	0		172	172	0		0.0
midgard_s14_B	midgard	14	B	OPP	320	8	320	0	0	127	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s15_A	midgard	15	A	OPP	321	8	321	0	130	218	49	0	-1	0	49	0	0		542	542	0		0.0
midgard_s15_B	midgard	15	B	US	192	8	192	0	108	185	108	0	-1	0	108	0	0		504	0	504		2.625
nordkap_s13_A	nordkap	13	A	US	105	8	105	71	56	94	56	56	49	15	0	504	0	504	0	0	0	9.0	0.0
nordkap_s13_B	nordkap	13	B	US	864	8	864	361	600	670	451	134	100	227	317	756	0	756	792	1044	-252	5.6418	-0.3452
nordkap_s14_A	nordkap	14	A	US	1000	8	1000	141	790	674	476	14	51	127	462	90	0	90	3160	2898	262	6.4286	0.2657
nordkap_s14_B	nordkap	14	B	OPP	374	8	374	27	75	141	50	15	69	12	35	0	0	0	0	0	0	0.0	0.0
nordkap_s15_A	nordkap	15	A	US	165	8	165	55	78	149	78	15	90	40	63	126	0	126	476	96	380	8.4	2.5333
nordkap_s15_B	nordkap	15	B	OPP	417	8	417	0	0	37	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s13_A	yulerune	13	A	OPP	381	8	381	0	0	351	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s13_B	yulerune	13	B	US	274	8	274	0	250	236	221	0	-1	0	221	0	0		734	228	506		1.8467
yulerune_s14_A	yulerune	14	A	US	221	8	221	0	56	207	56	0	-1	0	56	0	0		504	0	504		2.2805
yulerune_s14_B	yulerune	14	B	US	332	8	332	0	165	317	165	0	-1	0	165	0	0		880	380	500		1.506
yulerune_s15_A	yulerune	15	A	OPP	414	8	414	0	0	153	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s15_B	yulerune	15	B	US	150	8	150	0	56	132	51	0	-1	0	51	0	0		504	0	504		3.36
atoll_s16_A	atoll	16	A	OPP	1000	8	1000	0	760	527	302	0	-1	0	302	0	0		2226	2226	0		0.0
atoll_s16_B	atoll	16	B	OPP	349	8	349	0	69	340	69	0	-1	0	69	0	0		312	282	30		0.086
atoll_s17_A	atoll	17	A	OPP	507	8	507	0	7	500	7	0	-1	0	7	0	0		64	64	0		0.0
atoll_s17_B	atoll	17	B	US	645	8	645	0	338	303	12	0	-1	0	12	0	0		568	64	504		0.7814
atoll_s18_A	atoll	18	A	US	631	8	631	0	554	624	554	0	-1	0	554	0	0		2620	2114	506		0.8019
atoll_s18_B	atoll	18	B	US	184	8	184	0	64	144	38	0	-1	0	38	0	0		504	0	504		2.7391
drakkarfjord_s16_A	drakkarfjord	16	A	US	99	8	99	56	56	85	56	46	48	10	10	414	0	414	90	0	90	9.0	1.6981
drakkarfjord_s16_B	drakkarfjord	16	B	US	96	8	96	66	56	82	56	55	40	11	1	504	0	504	0	0	0	9.1636	0.0
drakkarfjord_s17_A	drakkarfjord	17	A	US	121	8	121	22	84	107	84	15	37	7	69	126	0	126	506	124	382	8.4	3.6038
drakkarfjord_s17_B	drakkarfjord	17	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s18_A	drakkarfjord	18	A	US	116	8	116	0	56	102	56	0	-1	0	56	0	0		504	0	504		4.3448
drakkarfjord_s18_B	drakkarfjord	18	B	US	431	8	431	29	391	379	353	20	40	9	333	180	0	180	1738	1418	320	9.0	0.7786
glacierkeep_s16_A	glacierkeep	16	A	US	153	8	153	108	57	133	53	53	96	55	0	468	0	468	36	0	36	8.8302	0.36
glacierkeep_s16_B	glacierkeep	16	B	OPP	1000	8	1000	55	944	173	165	24	56	31	141	216	0	216	1498	1714	-216	9.0	-0.2213
glacierkeep_s17_A	glacierkeep	17	A	US	162	8	162	110	63	73	29	29	99	81	0	144	0	144	360	0	360	4.9655	2.7068
glacierkeep_s17_B	glacierkeep	17	B	US	245	8	245	92	133	97	3	3	112	89	0	18	0	18	486	0	486	6.0	2.0083
glacierkeep_s18_A	glacierkeep	18	A	US	110	8	110	82	58	14	14	14	56	68	0	0	0	0	504	0	504	0.0	5.25
glacierkeep_s18_B	glacierkeep	18	B	US	143	8	143	10	59	91	51	5	87	5	46	54	0	54	450	0	450	10.8	3.2609
midgard_s16_A	midgard	16	A	US	152	8	152	0	40	137	40	0	-1	0	40	0	0		504	0	504		3.3158
midgard_s16_B	midgard	16	B	US	729	8	729	0	181	481	12	0	-1	0	12	0	0		504	0	504		0.6914
midgard_s17_A	midgard	17	A	US	345	8	345	0	295	205	164	0	-1	0	164	0	0		504	0	504		1.4609
midgard_s17_B	midgard	17	B	OPP	1000	8	1000	0	72	537	1	0	-1	0	1	0	0		72	0	72		0.072
midgard_s18_A	midgard	18	A	OPP	192	8	192	0	0	175	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s18_B	midgard	18	B	US	164	8	164	0	56	154	56	0	-1	0	56	0	0		504	0	504		3.0732
nordkap_s16_A	nordkap	16	A	US	304	8	304	267	56	170	56	56	248	211	0	504	0	504	0	0	0	9.0	0.0
nordkap_s16_B	nordkap	16	B	US	213	8	213	187	206	45	45	28	26	159	17	36	0	36	468	0	468	1.2857	2.5297
nordkap_s17_A	nordkap	17	A	US	249	8	249	208	173	67	3	3	76	205	0	18	0	18	486	0	486	6.0	1.9756
nordkap_s17_B	nordkap	17	B	OPP	287	8	287	0	4	261	4	0	-1	0	4	0	0		0	0	0		0.0
nordkap_s18_A	nordkap	18	A	US	453	8	453	412	56	442	56	56	397	356	0	504	0	504	0	0	0	9.0	0.0
nordkap_s18_B	nordkap	18	B	OPP	1000	8	1000	680	4	436	4	0	-1	680	4	0	0		0	0	0		0.0
yulerune_s16_A	yulerune	16	A	OPP	777	8	777	0	0	338	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s16_B	yulerune	16	B	OPP	1000	8	1000	0	0	173	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_A	yulerune	17	A	US	145	8	145	0	73	104	45	0	-1	0	45	0	0		504	0	504		3.4759
yulerune_s17_B	yulerune	17	B	OPP	983	8	983	0	815	968	815	0	-1	0	815	0	0		0	0	0		0.0
yulerune_s18_A	yulerune	18	A	OPP	215	8	215	0	0	70	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_B	yulerune	18	B	OPP	419	8	419	0	136	233	49	0	-1	0	49	0	0		0	0	0		0.0
atoll_s19_A	atoll	19	A	US	149	8	149	0	89	73	20	0	-1	0	20	0	0		504	0	504		3.3826
atoll_s19_B	atoll	19	B	OPP	437	8	437	0	0	428	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s20_A	atoll	20	A	US	124	8	124	0	56	117	56	0	-1	0	56	0	0		504	0	504		4.0645
