tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
drakkarfjord_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s6_A	380	first_fwd_sentinel	407	122	60	86	0	1	40	0	80	40
drakkarfjord_s6_A	300	r300	349	104	40	86	0	3	40	0	60	20
drakkarfjord_s6_A	435	end	387	116	40	86	0	1	40	0	80	40
drakkarfjord_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s6_B	72	first_fwd_sentinel	263	78	80	39	0	4	20	0	0	20
drakkarfjord_s6_B	148	r300	265	79	80	37	0	8	20	0	0	20
drakkarfjord_s6_B	148	end	265	79	80	37	0	8	20	0	0	20
drakkarfjord_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_A	86	first_fwd_sentinel	289	86	120	9	0	10	10	0	20	20
glacierkeep_s1_A	276	r300	279	83	100	18	0	11	10	0	20	20
glacierkeep_s1_A	276	end	279	83	100	18	0	11	10	0	20	20
glacierkeep_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_B	60	first_fwd_sentinel	260	78	120	10	0	10	0	0	0	20
glacierkeep_s1_B	300	r300	195	58	60	9	0	6	0	0	0	20
glacierkeep_s1_B	999	end	183	54	40	8	0	5	10	0	0	20
glacierkeep_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_A	72	first_fwd_sentinel	285	85	120	10	0	10	5	0	20	20
glacierkeep_s2_A	300	r300	283	84	120	9	0	9	5	0	20	20
glacierkeep_s2_A	999	end	232	69	80	9	0	8	15	0	0	20
glacierkeep_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_B	65	first_fwd_sentinel	259	77	120	10	0	9	0	0	0	20
glacierkeep_s2_B	300	r300	215	64	80	8	0	7	0	0	0	20
glacierkeep_s2_B	999	end	205	61	60	8	0	7	10	0	0	20
glacierkeep_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_A	56	first_fwd_sentinel	265	79	120	10	0	10	5	0	0	20
glacierkeep_s3_A	132	r300	243	72	100	9	0	9	5	0	0	20
glacierkeep_s3_A	132	end	243	72	100	9	0	9	5	0	0	20
glacierkeep_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_B	856	first_fwd_sentinel	352	105	80	81	0	11	40	0	20	20
glacierkeep_s3_B	300	r300	275	82	80	43	0	7	25	0	20	0
glacierkeep_s3_B	999	end	352	105	80	81	0	11	40	0	20	20
glacierkeep_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s4_A	89	first_fwd_sentinel	290	87	120	10	0	10	10	0	20	20
glacierkeep_s4_A	280	r300	276	82	100	16	0	10	10	0	20	20
glacierkeep_s4_A	280	end	276	82	100	16	0	10	10	0	20	20
glacierkeep_s4_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s4_B	65	first_fwd_sentinel	260	78	120	10	0	10	0	0	0	20
glacierkeep_s4_B	300	r300	176	52	60	8	0	8	0	0	0	0
glacierkeep_s4_B	999	end	350	105	40	94	0	6	40	30	0	40
glacierkeep_s4_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s5_A	300	r300	263	78	100	9	0	9	5	0	40	0
glacierkeep_s5_A	999	end	268	80	100	9	0	9	10	0	40	0
glacierkeep_s5_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s5_B	80	first_fwd_sentinel	260	78	120	10	0	10	0	0	0	20
glacierkeep_s5_B	184	r300	259	77	120	8	0	11	0	0	0	20
glacierkeep_s5_B	184	end	259	77	120	8	0	11	0	0	0	20
glacierkeep_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s6_A	68	first_fwd_sentinel	286	85	120	10	0	11	5	0	20	20
glacierkeep_s6_A	129	r300	285	85	120	10	0	10	5	0	20	20
glacierkeep_s6_A	129	end	285	85	120	10	0	10	5	0	20	20
glacierkeep_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s6_B	66	first_fwd_sentinel	260	78	120	10	0	10	0	0	0	20
glacierkeep_s6_B	300	r300	215	64	80	8	0	7	0	0	0	20
glacierkeep_s6_B	544	end	215	64	80	8	0	7	0	0	0	20
glacierkeep_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_A	300	r300	249	74	40	12	0	2	25	10	60	0
midgard_s1_A	362	end	243	72	40	11	0	2	20	10	60	0
midgard_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s1_B	179	r300	188	56	0	19	0	4	25	0	20	20
midgard_s1_B	179	end	188	56	0	19	0	4	25	0	20	20
midgard_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_A	99	first_fwd_sentinel	262	78	20	12	0	5	15	10	60	40
midgard_s2_A	156	r300	261	78	20	12	0	4	15	10	60	40
midgard_s2_A	156	end	261	78	20	12	0	4	15	10	60	40
midgard_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s2_B	155	r300	213	63	40	23	0	0	20	10	0	20
midgard_s2_B	155	end	213	63	40	23	0	0	20	10	0	20
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	69	first_fwd_sentinel	293	87	100	13	0	5	15	20	20	20
midgard_s3_A	167	r300	320	96	100	13	0	7	20	20	20	40
midgard_s3_A	167	end	320	96	100	13	0	7	20	20	20	40
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s3_B	155	r300	217	65	40	24	0	3	30	0	20	0
midgard_s3_B	155	end	217	65	40	24	0	3	30	0	20	0
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s4_A	80	first_fwd_sentinel	292	87	80	15	0	2	25	30	20	20
midgard_s4_A	210	r300	357	107	100	15	0	7	25	30	40	40
midgard_s4_A	210	end	357	107	100	15	0	7	25	30	40	40
midgard_s4_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s4_B	42	first_fwd_sentinel	223	66	60	13	0	0	20	10	0	20
midgard_s4_B	130	r300	221	66	60	26	0	0	25	10	0	0
midgard_s4_B	130	end	221	66	60	26	0	0	25	10	0	0
midgard_s4_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s5_A	116	first_fwd_sentinel	369	110	80	12	0	7	20	10	80	60
midgard_s5_A	255	r300	536	160	160	34	0	7	35	20	100	80
midgard_s5_A	255	end	536	160	160	34	0	7	35	20	100	80
midgard_s5_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s5_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s5_B	259	r300	184	55	20	18	0	1	15	10	0	20
midgard_s5_B	259	end	184	55	20	18	0	1	15	10	0	20
midgard_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s6_A	216	first_fwd_sentinel	297	89	80	11	0	6	20	20	20	40
midgard_s6_A	300	r300	267	80	60	17	0	5	25	20	20	20
midgard_s6_A	471	end	369	110	80	48	0	6	35	20	40	40
midgard_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s6_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s6_B	120	r300	256	76	80	16	0	0	30	10	0	20
midgard_s6_B	120	end	256	76	80	16	0	0	30	10	0	20
midgard_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	60	first_fwd_sentinel	280	84	120	5	0	10	5	0	20	20
nordkap_s1_A	300	r300	237	71	80	4	0	8	5	0	20	20
nordkap_s1_A	824	end	237	71	80	4	0	8	5	0	20	20
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	100	first_fwd_sentinel	288	86	120	3	0	10	5	10	0	40
nordkap_s1_B	168	r300	288	86	120	3	0	10	5	10	0	40
nordkap_s1_B	168	end	288	86	120	3	0	10	5	10	0	40
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	76	first_fwd_sentinel	304	91	100	9	0	10	15	10	40	20
nordkap_s2_A	267	r300	430	129	100	41	0	9	60	20	40	60
nordkap_s2_A	267	end	430	129	100	41	0	9	60	20	40	60
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	336	first_fwd_sentinel	345	103	100	5	0	10	10	20	40	60
nordkap_s2_B	300	r300	325	97	100	5	0	10	10	20	40	40
nordkap_s2_B	406	end	345	103	100	5	0	10	10	20	40	60
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	428	first_fwd_sentinel	488	146	80	30	0	8	30	20	60	160
nordkap_s3_A	300	r300	362	108	80	24	0	8	20	10	40	80
nordkap_s3_A	597	end	663	198	120	50	0	8	45	60	80	200
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	396	first_fwd_sentinel	369	110	80	30	0	9	30	0	60	60
nordkap_s3_B	300	r300	325	97	80	25	0	10	30	0	60	20
nordkap_s3_B	442	end	389	116	80	30	0	9	30	0	60	80
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s4_A	352	first_fwd_sentinel	292	87	80	23	0	9	30	10	20	20
nordkap_s4_A	300	r300	269	80	80	23	0	6	30	10	20	0
nordkap_s4_A	516	end	291	87	80	23	0	8	30	10	20	20
nordkap_s4_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s4_B	78	first_fwd_sentinel	283	84	80	11	0	7	15	10	20	40
nordkap_s4_B	287	r300	355	106	40	34	0	6	35	40	20	80
nordkap_s4_B	287	end	355	106	40	34	0	6	35	40	20	80
nordkap_s4_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s5_A	239	r300	242	72	80	2	0	5	5	10	40	0
nordkap_s5_A	239	end	242	72	80	2	0	5	5	10	40	0
nordkap_s5_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s5_B	104	first_fwd_sentinel	307	92	120	7	0	10	10	0	40	20
nordkap_s5_B	300	r300	413	123	120	26	0	12	35	0	40	80
nordkap_s5_B	999	end	589	176	60	67	0	12	70	160	40	80
nordkap_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s6_A	144	first_fwd_sentinel	308	92	120	8	0	10	10	0	0	60
nordkap_s6_A	214	r300	364	109	120	19	0	10	15	0	40	60
nordkap_s6_A	214	end	364	109	120	19	0	10	15	0	40	60
nordkap_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s6_B	132	first_fwd_sentinel	295	88	120	5	0	10	10	10	20	20
nordkap_s6_B	196	r300	295	88	120	5	0	10	10	10	20	20
nordkap_s6_B	196	end	295	88	120	5	0	10	10	10	20	20
nordkap_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
