tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	131
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	131
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	131
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	131
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	147
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	147
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	147
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	147
drakkarfjord_s2_B	15	6	20	HOP	9	10	1	0	32.5	660.5	147
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	527
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	527
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	527
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	527
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	527
drakkarfjord_s3_A	149	27	7	RING	65	-1	462	1	6.5	906.5	527
drakkarfjord_s3_A	449	11	25	HOP	245	286	41	0	660.5	72.5	527
drakkarfjord_s3_A	495	0	20	HOP	268	-1	259	1	942.5	26.5	527
drakkarfjord_s3_A	517	0	14	HOP	277	318	41	0	792.5	116.5	527
drakkarfjord_s3_A	585	12	20	HOP	301	318	17	0	450.5	110.5	527
drakkarfjord_s3_A	603	2	27	HOME	311	312	1	0	1106.5	6.5	527
drakkarfjord_s3_A	613	8	22	HOP	316	317	1	0	648.5	36.5	527
drakkarfjord_s3_A	624	16	14	HOP	321	322	1	0	200.5	292.5	527
drakkarfjord_s3_A	634	22	9	HOP	326	327	1	0	40.5	620.5	527
drakkarfjord_s3_A	652	24	4	RING	339	344	5	0	6.5	882.5	527
drakkarfjord_s3_A	662	26	2	RING	346	-1	181	1	6.5	1058.5	527
drakkarfjord_s3_A	683	10	12	HOP	361	402	41	0	328.5	212.5	527
drakkarfjord_s3_A	694	11	16	HOP	369	410	41	0	372.5	144.5	527
drakkarfjord_s3_A	705	14	22	HOP	377	418	41	0	462.5	138.5	527
drakkarfjord_s3_A	727	5	27	HOP	393	394	1	0	968.5	12.5	527
drakkarfjord_s3_A	738	12	20	HOP	401	402	1	0	450.5	110.5	527
drakkarfjord_s3_A	752	18	12	HOP	410	411	1	0	128.5	396.5	527
drakkarfjord_s3_A	775	0	12	HOP	425	466	41	0	758.5	162.5	527
drakkarfjord_s3_A	789	3	7	HOP	436	477	41	0	558.5	306.5	527
drakkarfjord_s3_A	800	8	9	HOP	444	485	41	0	362.5	270.5	527
drakkarfjord_s3_A	813	12	13	HOP	453	494	41	0	282.5	222.5	527
drakkarfjord_s3_A	833	3	27	HOME	468	469	1	0	1058.5	6.5	527
drakkarfjord_s3_A	846	11	20	HOP	477	478	1	0	480.5	92.5	527
drakkarfjord_s3_A	857	18	13	HOP	485	486	1	0	144.5	372.5	527
drakkarfjord_s3_A	878	9	28	HOP	501	-1	26	1	858.5	54.5	527
drakkarfjord_s3_A	889	2	28	HOP	509	-1	18	1	1152.5	12.5	527
drakkarfjord_s3_A	911	8	22	HOP	525	526	1	0	648.5	36.5	527
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	248
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	248
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	248
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	248
drakkarfjord_s3_B	15	6	20	HOP	9	10	1	0	32.5	660.5	248
drakkarfjord_s3_B	290	2	22	RING	194	224	30	0	6.5	906.5	248
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	432
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	432
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	432
glacierkeep_s1_A	14	16	23	HOP	7	8	1	0	14.5	422.5	432
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	188
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	188
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	188
glacierkeep_s1_B	14	16	6	HOP	7	8	1	0	14.5	422.5	188
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	184
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	184
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	184
glacierkeep_s2_A	14	15	23	HOP	7	8	1	0	12.5	420.5	184
glacierkeep_s2_B	7	14	24	HOME	1	2	1	0	462.5	6.5	172
glacierkeep_s2_B	11	15	18	HOP	3	4	1	0	240.5	72.5	172
glacierkeep_s2_B	13	16	12	HOP	5	6	1	0	92.5	212.5	172
glacierkeep_s2_B	14	16	6	HOP	7	8	1	0	14.5	422.5	172
glacierkeep_s3_A	7	14	5	HOME	1	2	1	0	462.5	6.5	632
glacierkeep_s3_A	11	15	11	HOP	3	4	1	0	240.5	72.5	632
glacierkeep_s3_A	13	16	17	HOP	5	6	1	0	92.5	212.5	632
glacierkeep_s3_A	14	15	23	HOP	7	8	1	0	12.5	420.5	632
glacierkeep_s3_A	131	12	26	RING	225	-1	407	1	6.5	558.5	632
glacierkeep_s3_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s3_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s3_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s3_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
midgard_s1_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	356
midgard_s1_A	11	8	8	HOP	3	4	1	0	684.5	60.5	356
midgard_s1_A	19	12	12	HOP	5	6	1	0	420.5	180.5	356
midgard_s1_A	21	16	16	HOP	7	8	1	0	220.5	364.5	356
midgard_s1_A	25	20	20	HOP	9	10	1	0	84.5	612.5	356
midgard_s1_A	27	23	25	HOP	11	12	1	0	14.5	926.5	356
midgard_s1_A	34	28	28	RING	14	-1	342	1	4.5	1300.5	356
midgard_s1_A	495	5	8	HOP	195	196	1	0	804.5	36.5	356
midgard_s1_A	507	9	15	HOP	200	201	1	0	438.5	198.5	356
midgard_s1_A	531	20	20	HOP	210	211	1	0	84.5	612.5	356
midgard_s1_A	594	4	0	HOME	236	237	1	0	1208.5	8.5	356
midgard_s1_A	627	15	9	HOP	250	251	1	0	438.5	198.5	356
midgard_s1_A	643	20	16	HOP	256	257	1	0	152.5	488.5	356
midgard_s1_A	700	1	1	HOME	280	281	1	0	1300.5	4.5	356
midgard_s1_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	850
midgard_s1_B	11	21	21	HOP	3	4	1	0	684.5	60.5	850
midgard_s1_B	17	17	17	HOP	5	6	1	0	420.5	180.5	850
midgard_s1_B	23	13	13	HOP	7	8	1	0	220.5	364.5	850
midgard_s1_B	24	9	9	HOP	9	10	1	0	84.5	612.5	850
midgard_s1_B	28	5	5	HOP	11	-1	839	1	12.5	924.5	850
midgard_s1_B	419	14	20	HOP	244	245	1	0	438.5	198.5	850
midgard_s1_B	425	9	11	HOP	252	253	1	0	114.5	546.5	850
midgard_s1_B	460	28	28	HOME	306	307	1	0	1300.5	4.5	850
midgard_s1_B	463	21	23	HOP	312	313	1	0	762.5	42.5	850
midgard_s1_B	474	9	13	HOP	328	329	1	0	152.5	488.5	850
midgard_s1_B	504	28	28	HOME	374	375	1	0	1300.5	4.5	850
midgard_s1_B	507	21	23	HOP	380	381	1	0	762.5	42.5	850
midgard_s1_B	517	9	13	HOP	396	397	1	0	152.5	488.5	850
midgard_s1_B	742	27	29	HOME	801	802	1	0	1302.5	6.5	850
midgard_s1_B	745	24	24	HOP	803	804	1	0	924.5	12.5	850
midgard_s1_B	748	20	20	HOP	805	806	1	0	612.5	84.5	850
midgard_s1_B	751	16	16	HOP	807	808	1	0	364.5	220.5	850
midgard_s1_B	755	12	12	HOP	809	810	1	0	180.5	420.5	850
midgard_s1_B	758	8	9	HOP	812	813	1	0	72.5	648.5	850
midgard_s2_A	7	3	5	HOME	1	2	1	0	1014.5	6.5	257
midgard_s2_A	11	8	8	HOP	3	4	1	0	684.5	60.5	257
midgard_s2_A	13	12	12	HOP	5	6	1	0	420.5	180.5	257
midgard_s2_A	21	16	16	HOP	7	8	1	0	220.5	364.5	257
midgard_s2_A	26	20	20	HOP	9	10	1	0	84.5	612.5	257
midgard_s2_A	30	23	25	HOP	11	12	1	0	14.5	926.5	257
midgard_s2_A	44	25	28	RING	18	95	77	0	4.5	1156.5	257
midgard_s2_A	415	5	4	HOME	140	141	1	0	968.5	8.5	257
midgard_s2_A	426	9	9	HOP	143	144	1	0	612.5	84.5	257
midgard_s2_A	447	17	13	HOP	149	150	1	0	272.5	320.5	257
midgard_s2_A	455	20	17	HOP	152	153	1	0	132.5	516.5	257
midgard_s2_A	472	0	2	HOME	160	-1	97	1	1302.5	6.5	257
midgard_s2_A	473	27	22	HOP	160	161	1	0	20.5	980.5	257
midgard_s2_A	498	28	24	HOP	171	-1	86	1	8.5	1112.5	257
midgard_s2_A	570	12	5	HOP	196	237	41	0	672.5	96.5	257
midgard_s2_B	7	24	26	HOME	1	2	1	0	1014.5	6.5	110
midgard_s2_B	11	21	21	HOP	3	4	1	0	684.5	60.5	110
midgard_s2_B	19	17	17	HOP	5	6	1	0	420.5	180.5	110
midgard_s2_B	24	13	13	HOP	7	8	1	0	220.5	364.5	110
midgard_s2_B	29	9	9	HOP	9	10	1	0	84.5	612.5	110
midgard_s2_B	33	5	5	HOP	11	-1	99	1	12.5	924.5	110
midgard_s3_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	227
midgard_s3_A	11	8	8	HOP	3	4	1	0	684.5	60.5	227
midgard_s3_A	19	12	12	HOP	5	6	1	0	420.5	180.5	227
midgard_s3_A	23	16	16	HOP	7	8	1	0	220.5	364.5	227
midgard_s3_A	25	20	20	HOP	9	10	1	0	84.5	612.5	227
midgard_s3_A	29	24	24	HOP	11	-1	216	1	12.5	924.5	227
midgard_s3_A	33	24	26	RING	14	-1	213	1	6.5	1014.5	227
midgard_s3_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	172
midgard_s3_B	11	21	21	HOP	3	4	1	0	684.5	60.5	172
midgard_s3_B	17	17	17	HOP	5	6	1	0	420.5	180.5	172
midgard_s3_B	22	13	13	HOP	7	8	1	0	220.5	364.5	172
midgard_s3_B	26	9	9	HOP	9	10	1	0	84.5	612.5	172
midgard_s3_B	30	5	5	HOP	11	57	46	0	12.5	924.5	172
nordkap_s1_A	7	9	9	HOME	1	2	1	0	90.5	6.5	168
nordkap_s1_A	11	10	15	HOP	3	4	1	0	12.5	72.5	168
nordkap_s1_A	31	12	19	RING	10	-1	158	1	6.5	162.5	168
nordkap_s1_B	7	9	16	HOME	1	2	1	0	90.5	6.5	283
nordkap_s1_B	11	10	10	HOP	3	4	1	0	12.5	72.5	283
nordkap_s2_A	7	9	9	HOME	1	2	1	0	90.5	6.5	361
nordkap_s2_A	11	10	15	HOP	3	4	1	0	12.5	72.5	361
nordkap_s2_A	23	12	19	RING	8	-1	353	1	6.5	162.5	361
nordkap_s2_A	83	8	20	RING	54	-1	307	1	4.5	184.5	361
nordkap_s2_B	7	9	16	HOME	1	2	1	0	90.5	6.5	167
nordkap_s2_B	11	10	10	HOP	3	4	1	0	12.5	72.5	167
nordkap_s2_B	105	12	7	RING	100	-1	67	1	6.5	138.5	167
nordkap_s3_A	7	9	9	HOME	1	2	1	0	90.5	6.5	324
nordkap_s3_A	11	10	15	HOP	3	4	1	0	12.5	72.5	324
nordkap_s3_B	7	9	16	HOME	1	2	1	0	90.5	6.5	455
nordkap_s3_B	11	10	10	HOP	3	4	1	0	12.5	72.5	455
